Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
,,sysco corporation,"houston, tx, united states",usa,,,,"march 19, 1969","58,000",kevin p hourican,42660000000,,consumer staples,food distribution,55371000000,"https://www.sysco.com, https://www.facebook.com/syscocorporation/, https://twitter.com/sysco, https://www.linkedin.com/company/sysco, https://en.wikipedia.org/wiki/sysco",84,,,,,,
,,teledyne technologies incorporated,"thousand oaks, ca, united states",usa,,,,1960,"14,500",robert mehrabian,21650000000,,technology,scientific & technical instruments,3164000000,"https://www.teledyne.com, https://en.wikipedia.org/wiki/teledyne technologies",411,,,,,,
,,nokia corporation,"espoo, finland",finland,,,,12 may 1865,"87,927",pekka ilmari lundmark,30910000000,tech,technology,communication equipment,22.202 billion (2021),"https://www.nokia.com, https://www.facebook.com/nokia, https://twitter.com/nokia, https://www.linkedin.com/company/nokia, https://en.wikipedia.org/wiki/nokia",4,,,,,,
,,telus corporation,"vancouver, bc, canada",canada,,,,1990,"90,800",darren entwistle ba lld mba,36370000000,telecommunication,communication services,telecom services,ca$14.66 billion (fy19) ca$14.37 billion (fy18),"https://www.telus.com, https://www.facebook.com/telus, https://twitter.com/telus, https://www.linkedin.com/company/telus, https://en.wikipedia.org/wiki/telus corporation",20,,,,,,
,,fedex corporation,"memphis, tn, united states",usa,,,,"may 5, 1971","384,000",frederick w smith,63250000000,"courier, transportation",industrials,integrated freight & logistics,83959000000,"https://www.fedex.com, https://en.wikipedia.org/wiki/fedex",172,,,,,,
436,0.6744779,sgs sa,"geneva, switzerland",switzerland,,,,,"96,216",frankie ng,21430000000,,industries,consulting services,,https://www.sgs.com,2,,,,,"via invorio 24/a, torino, 10146, torino, italy",foreign company
944,0.67446876,unilever italia mkt operations srl,"london, united kingdom",united kingdom,,,,2 september 1929,"148,012",alan w jope,129330000000,"food, consumergoods",consumer staples,wholesale trade,52.444 billion (2021),"https://www.unilever.com, https://www.facebook.com/hindustanunileverlimited, https://twitter.com/unilever, https://www.linkedin.com/company/unilever, https://en.wikipedia.org/wiki/unilever",50,,,,,"via paolo di dono 3/a, roma, 00142, roma, italy",corporation
350,0.6744829,veolia environnement sa,"aubervilliers, france",france,,,,,"171,450",antoine frerot,18140000000,"cac40, wasterecycling",industries,waste management,,https://www.veolia.com/fr,25,,,,,,
682,0.6744731,rwe ag,"essen, germany",germany,,,,,"18,902",markus krebber,29740000000,"electricity, dax, energy",utilities,wholesale trade,,https://www.group.rwe/en,43,,,,,"via dei campi della rienza 30, brunico, 39031, bolzano, italy",foreign company
,,valaris,,uk,,,,,,,4570000000,"oilgas, energy",energy,,,,60,,,,,,
,,sap se,"walldorf, germany",germany,,,,"weinheim, germany1972","107,415",christian klein,134190000000,"tech, software, dax",technology,softwareapplication,27.842 billion (2021),"https://www.sap.com, https://www.facebook.com/sap, https://twitter.com/sap, https://www.linkedin.com/company/sap, https://en.wikipedia.org/wiki/sap",107,,,,,,
,,axa sa,"paris, france",france,,,,,"106,128",thomas buberl,70200000000,"insurance, cac40",financials,insurancediversified,,https://www.axa.com,28,,,,,"corso como 17, milano, 20154, milano, italy",corporation
,,ses ai,,usa,,,,,,,1370000000,"batteries, electricity",communication services,,,,3,,,,,,
,,1&1 ag,,germany,,,,,,,2320000000,"telecommunication, internet",communication services,,,,13,,,,,,
513,0.674476,tui ag,,germany,,,,,,,3050000000,travel,consumer cyclical,,,,1,,,,,,
349,0.6744829,holmen aktiebolag publ,,sweden,,,,,,,6660000000,pulpandpaper,basic materials,,,,41,,,,,,
348,0.6744829,sofina societe anonyme,,belgium,,,,,,harold boel,7630000000,,financial services,,,,227,,,,,,
347,0.6744829,ucb sa,,belgium,,,,,,jean-christophe tellier,14480000000,,healthcare,,,,76,,,,,,
,,aena sme sa,"madrid, spain",spain,,,,,"8,162",maurici lucena betriu,24450000000,"airports, infrastructure",industries,airports & air services,,https://www.aena.es,130,,,,,,
,,aflac incorporated,"columbus, ga, united states",usa,,,,"november 17, 1955","12,447",daniel paul amos,44270000000,,financials,insurancelife,"us$22.106 billion (fiscal year ended december 31, 2021)","https://www.aflac.com, https://en.wikipedia.org/wiki/aflac",71,,,,,,
109,0.67448515,veon,,netherlands,,,,,,,1100000000,telecommunication,communication services,,,,0,,,,,,
,,toshiba electronics europe gmbh,"tokyo, japan",japan,,,,,"117,300",taro shimada,18930000000,,industrials,wholesale trade,,https://www.toshiba.co.jp,31,,,,,"via torri bianche 3, vimercate, 20871, monza e brianza, italy",foreign company
,,samsung electronics italia spa,"suwon-si, south korea",south korea,,,,,,jong-hee han,378350000000,"tech, electronics, techhardware, manufacturing, semiconductors",technology,wholesale trade,,"https://www.samsung.com, https://www.facebook.com/samsungelectronics/, https://twitter.com/samsung, https://www.linkedin.com/company/samsung-electronics/",44,,,,,"via mike bongiorno 9, milano, 20124, milano, italy",corporation
,,honda motor co ltd,"tokyo, japan",japan,,,,"hamamatsu, japan october 1946, incorporated 24 september 1948","211,374",toshihiro mibe,49110000000,"automakers, manufacturing",consumer discretionary,manufacturing,15.36 trillion (2018),"https://www.honda.co.jp, https://en.wikipedia.org/wiki/honda",23,,,,,"via antonio cavalieri ducati 3, bologna, 40132, bologna, italy",corporation
,,iqvia holdings inc,"durham, nc, united states",usa,,,,1982,"79,000",ari bousbib,44320000000,"professionalservices, itservices, tech",industries,"finance, insurance, and real estate",11359000000,"https://www.iqvia.com, https://www.facebook.com/quintiles/, https://twitter.com/quintilesims, https://en.wikipedia.org/wiki/iqvia",207,,,,,"via santa lucia 6, milano, 20122, milano, italy",corporation
353,0.6744828,peab ab publ,,sweden,,,,,,,1710000000,"construction, engineering",industries,,,,5,,,,,,
352,0.6744828,ssab ab publ,,sweden,,,,,,,5920000000,"steelproducers, steelindustry",basic materials,,,,5,,,,,,
,,solvay chimica italia spa,,belgium,,,,,,,10220000000,,,manufacturing,,,98,,,,,"via piave 6, rosignano marittimo, 57016, livorno, italy",corporation
,,bce inc,"verdun, qc, canada",canada,,,,1983,"49,781",mirko bibic,51710000000,"telecommunication, mediapress",communication services,telecom services,ca$23.96 billion (fy19) ca$23.47 billion (fy18),"https://www.bce.ca, https://www.facebook.com/bellcanada, https://twitter.com/bell, https://www.linkedin.com/company/bell, https://en.wikipedia.org/wiki/bce inc.",46,,,,,,
,,crrc corp ltd,"beijing, china",china,,,,,"164,177",,22210000000,,industrials,railroads,,https://www.crrcgc.cc,0,,,,,,
,,cgi inc,"montreal, qc, canada",canada,,,,june 1976,"82,000",george d schindler,20390000000,professionalservices,technology,information technology services,c$12.164 billion (2020),"https://www.cgi.com, https://en.wikipedia.org/wiki/cgi inc.",85,,,,,,
,,befesa,,luxembourg,,,,,,,1700000000,wasterecycling,industries,,,,42,,,,,,
1128,0.6744651,sony europe bv,"tokyo, japan",japan,,,,7 may 1946,"109,700",kenichiro yoshida,99230000000,"videogames, electronics, tech, entertainment, techhardware",technology,wholesale trade,8.999 trillion (us$81.38 billion) (fy2020),"https://www.sony.com, https://www.facebook.com/sony/, https://twitter.com/sony, https://www.linkedin.com/company/sony, https://en.wikipedia.org/wiki/sony",79,,,,,"via angelo rizzoli 4, milano, 20132, milano, italy",foreign company
1416,0.6744523,shell italia e&p spa,"london, united kingdom",united kingdom,,,,,"87,000",ben van beurden,207680000000,"oilgas, energy",energy,oil & gas integrated,,https://www.shell.com,56,,,,,"piazza di san silvestro 8, roma, 00187, roma, italy",corporation
357,0.67448276,eni spa,"rome, rm, italy",italy,,,,10 february 1953,"31,495",claudio descalzi,52000000000,"energy, oilgas",energy,oil & gas integrated,44 billion (2020),"https://www.eni.com, https://www.facebook.com/eniitalia, https://twitter.com/eni, https://www.linkedin.com/company/eni/, https://en.wikipedia.org/wiki/eni",27,,,,,"piazzale enrico mattei 1, roma, 00144, roma, italy",corporation
,,erg spa,,italy,,,,,,,4620000000,"electricity, energy",utilities,"finance, insurance, and real estate",,,31,,,,,"via de marini 1, genova, 16149, genova, italy",corporation
1000,0.6744676,recordati industria chimica e farmaceutica spa,"san francisco, ca, united states",united states,,,,1905,"26,000",patricia kessler poppe,8920000000,"pharmaceuticals, biotech",utilities,utilitiesregulated electric,18469000000,"https://www.pgecorp.com, https://www.facebook.com/pacificgasandelectric, https://twitter.com/pge4me, https://www.linkedin.com/company/3895, https://en.wikipedia.org/wiki/pacific gas and electric company",42,,,,,"via matteo civitali 1, milano, 20148, milano, italy",corporation
356,0.67448276,abb ltd,"zurich, switzerland",switzerland,,,,1988,"104,400",bjorn rosengren,67190000000,engineering,industries,electrical equipment & parts,28900000000,"https://www.global.abb/group/en, https://en.wikipedia.org/wiki/abb group",30,,,,,,
,,lindt & sprungli spa,"kilchberg, switzerland",switzerland,,,,,"14,000",dieter weisskopf phd,27080000000,food,consumer staples,manufacturing,,https://www.lindt-spruengli.com,99,,,,,"largo edoardo bulgheroni 1, induno olona, 21056, varese, italy",corporation
,,imi plc,,uk,,,,,,,4250000000,engineering,industries,,,,15,,,,,,
705,0.6744727,itv plc,,uk,,,,,,,3660000000,mediapress,communication services,,,,0,,,,,,
,,wpp plc,,uk,,,,,,mark read,11260000000,advertising,communication services,,,,51,,,,,,
,,rosseti,,russia,,,,,,,1870000000,,utilities,,,,0,,,,,,
,,sse plc,,uk,,,,,,alistair phillips-davies,22370000000,,utilities,,,,20,,,,,,
,,dnb asa,,norway,,,,,,kjerstin braathen,28030000000,financialservices,financial services,,,,18,,,,,,
,,meta materials,"menlo park, ca, united states",united states,,,,"january 4, 2004","71,970",mark elliot zuckerberg,740000000,,communication services,internet content & information,"us$117.929 billion (fiscal year ended december 31, 2021)","https://investor.fb.com, https://en.wikipedia.org/wiki/facebook, inc.",2,,,,,,
,,kao corp,"tokyo, japan",japan,,,,,"33,409",yoshihiro hasebe,19850000000,"cosmeticsandbeauty, consumergoods",consumer staples,household & personal products,,https://www.kao.com/jp/,40,,,,,,
,,denso thermal systespa,"kariya, japan",japan,,,,,"168,391",koji arima,51580000000,"automotivesuppliers, manufacturing",consumer discretionary,manufacturing,,https://www.denso.com/global/en/,52,,,,,"frazione masio 24, poirino, 10046, torino, italy",corporation
361,0.6744827,lvmh italia spa,"paris, france",france,,,,,"148,343",bernard arnault,376070000000,"luxurygoods, cac40, clothing",fashion and luxury goods,luxury goods,,"https://www.lvmh.com, https://twitter.com/lvmh",752,,,,,"largo augusto 8, milano, 20122, milano, italy",corporation
,,dana italia srl,,usa,,,,,,,2330000000,,,manufacturing,,,16,,,,,"localita' linfano, arco, 38062, trento, italy",corporation
,,ford italia spa,,usa,,,,,,,52660000000,"automakers, manufacturing",,retail trade,,,13,,,,,"via del serafico 89, roma, 00142, roma, italy",corporation
139,0.67448455,eaton corporation plc,"dublin, ireland",ireland,,,,1911,"85,947",craig arnold,62540000000,conglomerate,industries,specialty industrial machinery,17860000000,"https://www.eaton.com, https://www.facebook.com/eatoncorporation, https://twitter.com/eatoncorp, https://www.linkedin.com/company/eaton-corporation, https://en.wikipedia.org/wiki/eaton corporation",157,,,,,,
,,orix corporation,"tokyo, japan",japan,,,,,"33,153",makoto inoue,23970000000,"banks, financialservices",financials,credit services,,"https://www.orix.co.jp, https://www.linkedin.com/company/orix-group/",80,,,,,,
,,technipfmc,,uk,,,,,,,5100000000,"oilgas, energy",energy,,,,11,,,,,,
,,hess corporation,"new york, ny, united states",usa,,,,"december 11, 1919","1,545",john b hess,41550000000,"oilgas, energy",energy,oil & gas e&p,4667000000,"https://www.hess.com, https://www.facebook.com/hesscorporation, https://twitter.com/hesscorporation, https://www.linkedin.com/company/hess-corporation, https://en.wikipedia.org/wiki/hess corporation",134,,,,,,
,,verbio vereinigte bioenergie ag,,germany,,,,,,,4780000000,"biofuel, renewableenergy",utilities,,,,74,,,,,,
,,iren mercato spa,,italy,,,,,,,2120000000,"utilitycompanies, energy, oilgas, electricity",,"transportation, communications, electric, gas, and sanitary services",,,1,,,,,"via dei santi giacomo e filippo 7, genova, 16122, genova, italy",corporation
,,sabic agri-nutrients company,"jubail, saudi arabia",saudi arabia,,,,,,abdulrahman ahmed shamsaddin,66890000000,chemicals,basic materials,agricultural inputs,,https://www.safco.com.sa,21,,,,,,
,,bhp group,"melbourne, vic, australia",australia,,,,1885,"40,110",mike p henry bsc bsc chem,211250000000,mining,basic materials,other industrial metals & mining,60817000000,"https://www.bhp.com, https://www.facebook.com/bhp/, https://www.twitter.com/bhp, https://www.linkedin.com/company/bhp, https://en.wikipedia.org/wiki/bhp",62,,,,,,
103,0.67448515,ing group,"amsterdam, netherlands",netherlands,,,,,"57,000",steven van rijswijk,43920000000,"banks, financialservices",financials,banks,,"https://www.ing.com, https://www.linkedin.com/company/ing/",11,,,,,,
364,0.6744826,omv group,,austria,,,,,,alfred stern,16120000000,"oilgas, energy",energy,,,,49,,,,,,
,,aak ab publ,,sweden,,,,,,,4470000000,food,consumer defensive,,,,16,,,,,,
1351,0.67445797,eqt ab publ,"tokyo, japan",sweden,,,,,"1,059",christian sinding,39710000000,investment,financials,asset management,,https://www.eqtgroup.com,22,,,,,,
,,uber technologies inc,"san francisco, ca, united states",usa,,,,march 2009,"29,300",dara khosrowshahi,62660000000,"ridesharing, internet, tech, transportation",technology,softwareapplication,17455000000,"https://www.uber.com, https://en.wikipedia.org/wiki/uber",26,,,,,,
,,playtech,,isle of man,,,,,,,2089999999,"videogames, tech, gambling, entertainment, internet",consumer cyclical,,,,6,,,,,,
,,kbc group nv,"brussels, belgium",belgium,,,,,"33,916",johan thijs,29810000000,,financials,banks,,https://www.kbc.com,59,,,,,,
,,ubs group ag,"zurich, switzerland",switzerland,,,,29 june 1998,"71,385",ralph a j g hamers,68930000000,"banks, financialservices",industries,banks,36032000000,"https://www.ubs.com, https://www.facebook.com/ubsglobal, https://twitter.com/ubs, https://www.linkedin.com/company/ubs, https://en.wikipedia.org/wiki/ubs",18,,,,,,
,,metro italia cash and carry spa,,canada,,,,,,,13400000000,"supermarketchains, retail",,wholesale trade,,,56,,,,,"via xxv aprile 23, san donato milanese, 20097, milano, italy",corporation
,,rbc bearings,"toronto, on, canada",usa,,,,,"85,211",david i mckay,6490000000,,financials,banks,,"https://www.rbc.com, https://www.facebook.com/rbc, https://twitter.com/rbc, https://www.linkedin.com/company/rbc/",223,,,,,,
369,0.6744824,powszechny zaklad ubezpieczen sa,"sao paulo, sp, brazil",poland,,,,,,cristiano cardoso teixeira,4090000000,insurance,financial services,paper & paper products,,https://www.klabin.com.br,7,,,,,,
,,kia italia srl,,south korea,,,,,,,19660000000,"automakers, manufacturing",,retail trade,,,49,,,,,"via gallarate 184, milano, 20151, milano, italy",corporation
,,ibm italia spa,,usa,,,,,,,132000000000,"tech, software, dowjones",,services,,,147,,,,,"circonvallazione idroscalo snc, segrate, 20054, milano, italy",corporation
368,0.6744824,bmw italia spa,,germany,,,,,,,57520000000,"automakers, dax, manufacturing",,retail trade,,,87,,,,,"via dell'unione europea 1, san donato milanese, 20097, milano, italy",corporation
,,ppl corporation,"allentown, pa, united states",usa,,,,"june 4, 1920","5,607",vincent sorgi,22870000000,"electricity, energy",utilities,utilitiesregulated electric,7600000000,"https://www.pplweb.com, https://en.wikipedia.org/wiki/ppl corp.",28,,,,,,
,,zoom video communications inc,"san jose, ca, united states",usa,,,,"april 21, 2011","6,787",eric s yuan,33220000000,"tech, internet, software",communication services,telecom services,2700000000,"https://www.zoom.us, https://www.facebook.com/zoomvideocommunications, https://twitter.com/zoom us, https://www.linkedin.com/company/2532259, https://en.wikipedia.org/wiki/zoom video communications",69,,,,,,
,,shaftesbury,,uk,,,,,,,1640000000,"realestate, investment, reits",real estate,,,,4,,,,,,
,,kla corporation,"milpitas, ca, united states",usa,,,,1997,"11,300",richard p wallace,56480000000,"semiconductors, tech, techhardware",technology,semiconductor equipment & materials,6918000000,"https://www.kla.com, https://en.wikipedia.org/wiki/kla corporation",388,,,,,,
373,0.67448235,dsv panalpina a-s,"hedehusene, denmark",denmark,,,,,"77,958",jens bjorn andersen,42490000000,transportation,industries,integrated freight & logistics,,https://www.dsv.com,154,,,,,,
,,great wall motors,"baoding, china",china,,,,,"63,174",,32009999999,"automakers, manufacturing",consumer discretionary,auto manufacturers,,https://www.gwm.com.cn,4,,,,,,
,,kws saat se & co kgaa,"new york, ny, united states",united states,,,,1976,"3,238",joseph y bae,33490000000,,financials,asset management,20640000000,"https://www.kkr.com, https://en.wikipedia.org/wiki/kohlberg kravis roberts",67,,,,,,
,,fila fabbrica italiana lapis ed affini spa,,south korea,,,,,,,1500000000,"footwear, clothing",,manufacturing,,,25,,,,,"via xxv aprile 5, pero, 20016, milano, italy",corporation
377,0.67448217,da sa,"paris, france",switzerland,,,,,"98,105",veronique penchienati bosetta,35930000000,"cac40, food",consumer staples,packaged foods,,https://www.da .com,52,,,,,"piazza iv novembre 7, milano, 20124, milano, italy",foreign company
,,bp plc,"london, united kingdom",united kingdom,,,,14 april 1909 as the anglo-persian oil company,"60,000",bernard looney,96240000000,"oilgas, energy",energy,oil & gas integrated,164190000000,"https://www.bp.com, https://www.facebook.com/bpinindia/, https://twitter.com/bp plc, https://www.linkedin.com/company/bp/, https://en.wikipedia.org/wiki/bp",33,,,,,,
,,dow italia divisione commerciale srl,"midland, mi, united states",usa,,,,"april 1, 2019","35,700",james r fitterling,48500000000,"dowjones, chemicals",basic materials,manufacturing,54970000000,"https://www.dow.com, https://en.wikipedia.org/wiki/dow inc.",50,,,,,"via francesco albani 65, milano, 20148, milano, italy",corporation
