name,codice,pricecap,price,country
oil india,oil.ns,3000000000,2,india
kb home,kbh,3000000000,35,usa
tripadvisor,trip,3000000000,21,usa
cd projekt,cdr.wa,3000000000,30,poland
wsfs financial,wsfs,2990000000,48,usa
ggroup,gmrinfra.ns,2990000000,0,india
syngene international,syngene.ns,2990000000,7,india
ats automation,ata.to,2990000000,32,canada
growthpoint properties,grt.jo,2990000000,0,south africa
epr properties,epr,2990000000,39,usa
kansai paint,4613.t,2990000000,12,japan
premium brands,pbh.to,2980000000,66,canada
mainova,mnv6.f,2980000000,543,germany
pierer mobility,pmag.f,2980000000,85,austria
jackson financial,jxn,2980000000,35,usa
evo payments,evop,2980000000,33,usa
acadia pharmaceuticals,acad,2970000000,18,usa
nomad foods,nomd,2970000000,17,uk
main street capital,main,2970000000,38,usa
intercorp financial services,ifs,2970000000,25,peru
viscofan,vis.mc,2970000000,64,spain
j&j snack foods,jjsf,2970000000,154,usa
abcellera,abcl,2960000000,10,canada
viva energy,vea.ax,2960000000,1,australia
softcat,sct.l,2960000000,14,uk
installed building products,ibp,2960000000,103,usa
dycom industries,dy,2950000000,99,usa
jinko solar,jks,2950000000,58,china
bancfirst,banf,2950000000,89,usa
guoco,0053.hk,2950000000,8,hong kong
suntec reit,t82u.si,2950000000,1,singapore
kinaxis,kxs.to,2940000000,105,canada
braze,brze,2940000000,30,usa
rajesh exports,rajeshexpo.ns,2930000000,9,india
freshpet,frpt,2930000000,61,usa
prothena,prta,2930000000,56,ireland
polymetal,pm6.f,2930000000,6,cyprus
coforge,coforge.ns,2920000000,47,india
gland pharma,gland.ns,2920000000,17,india
privia health group,prva,2920000000,25,usa
westports,5246.kl,2920000000,0,malaysia
prospect capital,psec,2920000000,7,usa
adapthealth,ahco,2920000000,21,usa
conmed,cnmd,2920000000,95,usa
axsome therapeutics,axsm,2920000000,67,usa
makemytrip,mmyt,2920000000,27,india
rubis,rui.pa,2920000000,28,france
kulicke and soffa industries,klic,2920000000,51,singapore
grupo aval,aval,2920000000,2,colombia
stepstone group,step,2910000000,28,usa
pegasystems,pega,2910000000,35,usa
brink's,bco,2900000000,62,usa
harmonic drive systems,6324.t,2900000000,30,japan
simmons first national,sfnc,2900000000,22,usa
maxlinear,mxl,2900000000,36,usa
papa john's pizza,pzza,2900000000,82,usa
thermax,thermax.ns,2890000000,24,india
computacenter,ccc.l,2890000000,25,uk
grocery outlet,go,2890000000,29,usa
sma solar technology,s92.f,2880000000,83,germany
american eagle outfitters,aeo,2880000000,15,usa
atlas air worldwide holdings,aaww,2880000000,101,usa
ct reit,crt-un.to,2880000000,12,canada
timken india,timken.ns,2880000000,38,india
pacwest bancorp,pacw,2870000000,24,usa
flywire,flyw,2870000000,26,usa
delhivery,delhivery.ns,2870000000,3,india
corporacion financiera alba,alb.mc,2870000000,48,spain
doosan bobcat,241560.ks,2870000000,28,s. korea
first capital reit,fcr-un.to,2870000000,13,canada
canadian solar,csiq,2870000000,43,canada
altarea,alta.pa,2860000000,142,france
olink holding,olk,2860000000,24,sweden
curaleaf,curlf,2860000000,4,usa
blueprint medicines,bpmc,2860000000,47,usa
shapir civil and marine engineering,spen.ta,2860000000,7,israel
acerinox,acx.mc,2860000000,11,spain
allreal holding,alln.sw,2860000000,173,switzerland
rush enterprises,rusha,2850000000,51,usa
kyndryl,kd,2850000000,12,usa
vidrala,vid.mc,2840000000,93,spain
vodafone idea,idea.ns,2840000000,0,india
efg international,efgn.sw,2840000000,9,switzerland
nternational bancshares corp,iboc,2840000000,45,usa
nordstrom,jwn,2830000000,17,usa
skf india,skfindia.ns,2830000000,57,india
sulzer,sun.sw,2830000000,83,switzerland
arcosa,aca,2830000000,58,usa
macerich,mac,2830000000,12,usa
torrent power,torntpower.ns,2830000000,5,india
hanesbrands,hbi,2830000000,8,usa
focus financial partners,focs,2820000000,42,usa
dorman products,dorm,2820000000,90,usa
bank jago,arto.jk,2820000000,0,indonesia
park hotels & resorts,pk,2820000000,12,usa
gohealth,goco,2820000000,13,usa
fulton financial,fult,2820000000,16,usa
atul,atul.ns,2810000000,95,india
ironsource,is,2810000000,2,israel
harmony biosciences,hrmy,2810000000,47,usa
site centers,sitc,2810000000,13,usa
vector limited,vct.nz,2810000000,2,new zealand
group 1 automotive,gpi,2800000000,192,usa
cvent,cvt,2800000000,5,usa
lci industries,lcii,2800000000,110,usa
lithium americas,lac,2800000000,20,canada
jet2,jet2.l,2790000000,13,uk
equity commonwealth,eqc,2790000000,25,usa
port of tauranga,pot.nz,2790000000,4,new zealand
easterly government properties,dea,2790000000,15,usa
korn ferry,kfy,2790000000,53,usa
elf cosmetics,elf,2790000000,52,usa
simcorp,sim.co,2790000000,71,denmark
evergrande,3333.hk,2780000000,0,china
crestwood equity partners,ceqp,2780000000,26,usa
boise cascade,bcc,2780000000,70,usa
makkah construction & development,4100.sr,2780000000,16,s. arabia
allied properties reit,ap-un.to,2780000000,21,canada
treehouse foods,ths,2780000000,49,usa
patterson companies,pdco,2770000000,28,usa
certara,cert,2770000000,17,usa
viasat,vsat,2760000000,36,usa
joyy,yy,2760000000,38,china
amedisys,amed,2750000000,84,usa
punjab & sind bank,psb.ns,2750000000,0,india
petco,woof,2750000000,10,usa
jk cement,jkcement.ns,2750000000,35,india
sumitomo dainippon pharma,4506.t,2740000000,6,japan
mercury systems,mrcy,2740000000,47,usa
ermenegildo zegna,zgn,2740000000,11,italy
atlantic union bankshares,aub,2740000000,36,usa
big yellow group,byg.l,2740000000,14,uk
encore wire,wire,2730000000,149,usa
bank of maharashtra,mahabank.ns,2730000000,0,india
vitesco technologies group,vtsc.de,2730000000,68,germany
freenet,fntn.f,2730000000,24,germany
worthington industries,wor,2730000000,54,usa
ultrapar participacoes,ugp,2730000000,2,brazil
nerolac paints,kansainer.ns,2730000000,5,india
northern oil and gas,nog,2730000000,32,usa
crisil,crisil.ns,2730000000,37,india
fonterra,fcg.nz,2730000000,1,new zealand
bgf retail,282330.ks,2720000000,158,s. korea
werner enterprises,wern,2720000000,43,usa
h&r reit,hr-un.to,2720000000,9,canada
bankunited,bku,2720000000,35,usa
hub group,hubg,2710000000,81,usa
innospec,iosp,2710000000,109,usa
inmode,inmd,2710000000,32,israel
highpeak energy,hpk,2710000000,24,usa
excelerate energy,ee,2710000000,25,usa
relaxo footwear,relaxo.ns,2710000000,10,india
zee entertainment,zeel.ns,2710000000,2,india
bausch health,bhc,2710000000,7,canada
giant network group,002558.sz,2710000000,1,china
varonis,vrns,2710000000,24,usa
sage therapeutics,sage,2710000000,45,usa
grindwell norton,grindwell.ns,2710000000,24,india
metcash,mts.ax,2700000000,2,australia
ipca laboratories,ipcalab.ns,2700000000,10,india
forward air,fwrd,2700000000,101,usa
corvel corporation,crvl,2700000000,156,usa
lundin gold,lug.to,2690000000,11,canada
the navigator company,nvg.ls,2690000000,3,portugal
konecranes,kcr.he,2690000000,34,finland
siltronic,waf.f,2690000000,89,germany
mitra keluarga,mika.jk,2690000000,0,indonesia
helen of troy,hele,2690000000,112,usa
alm brand,almb.co,2670000000,1,denmark
lic housing finance,lichsgfin.ns,2670000000,4,india
xl axiata,e5f.f,2670000000,0,indonesia
international distributions services royal mail,ids.l,2670000000,2,uk
revolution medicines,rvmd,2670000000,30,usa
gibson energy,gei.to,2670000000,18,canada
travis perkins,tpk.l,2660000000,12,uk
jetblue airways,jblu,2660000000,8,usa
digitalocean,docn,2660000000,27,usa
safestore,safe.l,2660000000,12,uk
globalstar,gsat,2660000000,1,usa
frontier airlines,ulcc,2660000000,12,usa
iveric bio,isee,2660000000,19,usa
alsok,2331.t,2660000000,26,japan
synlab,syab.de,2650000000,11,germany
pegasus airlines,pgsus.is,2650000000,25,turkey
durr,due.f,2650000000,38,germany
vicor,vicr,2650000000,60,usa
resideo technologies,rezi,2650000000,18,usa
tandem diabetes care,tndm,2650000000,41,usa
genworth financial,gnw,2650000000,5,usa
cno financial group,cno,2640000000,23,usa
energizer holdings,enr,2640000000,37,usa
cal-maine foods,calm,2640000000,54,usa
itron,itri,2630000000,58,usa
insmed,insm,2630000000,19,usa
rand merchant investment,rmi.jo,2630000000,1,south africa
aksa energy,aksen.is,2630000000,2,turkey
spectrum brands,spb,2620000000,64,usa
hensoldt,hag.f,2620000000,25,germany
fortis healthcare,fortis.ns,2620000000,3,india
spin master,toy.to,2620000000,25,canada
otter tail,ottr,2620000000,62,usa
alarmcom,alrm,2620000000,52,usa
joby aviation,joby,2610000000,4,usa
bayer crop science,bayercrop.ns,2610000000,58,india
alliance resource partners,arlp,2610000000,20,usa
steve madden,shoo,2610000000,33,usa
pick n pay stores,pik.jo,2610000000,3,south africa
urban outfitters,urbn,2610000000,28,usa
teamviewer,tmv.de,2610000000,14,germany
solaria energia,slr.mc,2600000000,20,spain
mge energy,mgee,2600000000,72,usa
bavarian nordic,bava.co,2600000000,35,denmark
new india assurance,niacl.ns,2600000000,1,india
hayward,hayw,2600000000,12,usa
rumble,rum,2600000000,9,usa
myovant sciences,myov,2600000000,26,uk
xerox,xrx,2600000000,16,usa
dixon technologies,dixon.ns,2600000000,43,india
perficient,prft,2600000000,75,usa
nova measuring instruments,nvmi,2600000000,90,israel
bachoco,iba,2600000000,52,mexico
mallplaza,mallplaza.sn,2590000000,1,chile
amc entertainment,amc,2590000000,5,usa
elekta ab,ekta-b.st,2580000000,6,sweden
leslie's,lesl,2580000000,14,usa
ansell,ann.ax,2580000000,20,australia
voltalia,vltsa.pa,2580000000,19,france
dunelm group,dnlm.l,2580000000,12,uk
champion reit,2778.hk,2570000000,0,hong kong
ebro foods,ebro.mc,2570000000,16,spain
price group,mrp.jo,2570000000,9,south africa
boral,bld.ax,2570000000,2,australia
kunlun tech,300418.sz,2570000000,2,china
wh smith,smwh.l,2570000000,19,uk
appian,appn,2570000000,35,usa
trigano,tri.pa,2570000000,134,france
also holding,alsn.sw,2560000000,200,switzerland
tianjin faw,000927.sz,2560000000,0,china
brady,brc,2560000000,51,usa
fletcher building,flq.f,2560000000,3,new zealand
beach energy,bpt.ax,2550000000,1,australia
vivint smart home,vvnt,2550000000,11,usa
tohoku electric power,9506.t,2540000000,5,japan
omnicell,omcl,2540000000,57,usa
genus,gns.l,2540000000,38,uk
aarti industries,aartiind.ns,2540000000,7,india
piper sandler,pipr,2540000000,142,usa
viavi solutions,viav,2540000000,11,usa
kontoor brands,ktb,2540000000,45,usa
balfour beatty,bby.l,2530000000,4,uk
independent bank group,ibtx,2530000000,61,usa
vermilion energy,vet,2530000000,15,canada
zain saudi arabia,7030.sr,2530000000,2,s. arabia
compania cervecerias unidas,ccu,2530000000,13,chile
mdc holdings,mdc,2530000000,35,usa
tronox,trox,2530000000,16,usa
duck creek technologies,dct,2530000000,19,usa
transalta,tac,2530000000,9,canada
iveco group,ivg.mi,2530000000,7,italy
swissquote,sqn.sw,2520000000,168,switzerland
pan ocean,028670.ks,2520000000,4,s. korea
ihs towers,ihs,2520000000,7,uk
red rock resorts,rrr,2520000000,43,usa
stepan company,scl,2520000000,113,usa
extreme networks,extr,2510000000,19,usa
keppel reit,k71u.si,2510000000,0,singapore
coca-cola icecek,ccola.is,2510000000,9,turkey
multiplan empreendimentos imobiliarios,mult3.sa,2510000000,4,brazil
kadokawa,9468.t,2510000000,18,japan
first merchants corporation,frme,2510000000,42,usa
cembra money bank,cmbn.sw,2510000000,83,switzerland
harmony gold,hmy,2510000000,4,south africa
keywords studios,kws.l,2510000000,30,ireland
arch resources,arch,2510000000,138,usa
relay therapeutics,rlay,2510000000,20,usa
dana,dan,2500000000,17,usa
win semiconductors,3105.two,2500000000,5,taiwan
microstrategy,mstr,2500000000,216,usa
innergex renewable energy,ine.to,2500000000,12,canada
uniqa insurance group,un9.f,2500000000,8,austria
sd biosensor,137310.ks,2500000000,24,s. korea
aag,dqw1.f,2490000000,9,austria
alpha metallurgical resources,amr,2490000000,156,usa
pb fintech,policybzr.ns,2490000000,5,india
lgi homes,lgih,2490000000,107,usa
pagerduty,pd,2490000000,27,usa
dream industrial reit,dir-un.to,2480000000,9,canada
primo water,prmw,2480000000,15,usa
axos financial,ax,2480000000,41,usa
amylyx pharmaceuticals,amlx,2480000000,37,usa
apollo tyres,apollotyre.ns,2480000000,3,india
mirati therapeutics,mrtx,2480000000,43,usa
pacific biosciences,pacb,2470000000,10,usa
bata india,bataindia.ns,2470000000,19,india
hang lung group,0010.hk,2470000000,1,hong kong
opc energy,opce.ta,2470000000,11,israel
sats,s58.si,2470000000,2,singapore
callon petroleum,cpe,2470000000,40,usa
britvic,bvic.l,2460000000,9,uk
nextier oilfield,nex,2460000000,10,usa
qinetiq,qq.l,2460000000,4,uk
netlink trust,cjlu.si,2460000000,0,singapore
united natural foods,unfi,2450000000,41,usa
sl green realty,slg,2450000000,38,usa
commvault,cvlt,2450000000,55,usa
verint systems,vrnt,2450000000,37,usa
compagnie plastic omnium,pom.pa,2450000000,17,france
mcgrath rentcorp,mgrc,2450000000,100,usa
millicom,tigo,2450000000,14,luxembourg
ssp group,sspg.l,2450000000,3,uk
softwareone,swon.sw,2450000000,15,switzerland
arbor realty trust,abr,2450000000,14,usa
golar lng,glng,2450000000,22,bermuda
cbiz,cbz,2450000000,48,usa
st joe company,joe,2450000000,42,usa
john wiley & sons,wly,2440000000,44,usa
jumbo sa,5jb.f,2440000000,17,greece
enpro industries,npo,2440000000,117,usa
rogers corporation,rog,2440000000,130,usa
covivio hotels,covh.pa,2440000000,16,france
kemira,kemira.he,2440000000,15,finland
sunnova,nova,2440000000,21,usa
esco technologies,ese,2440000000,94,usa
piramal enterprises,pel.ns,2430000000,10,india
integer holdings,itgr,2430000000,73,usa
cogeco,cca.to,2430000000,54,canada
osisko gold royalties,or,2430000000,13,canada
kingnet network,002517.sz,2430000000,1,china
sjw group,sjw,2430000000,80,usa
gestamp automocion,gest.mc,2430000000,4,spain
hatsun agro products,hatsun.ns,2430000000,11,india
holly energy partners,hep,2420000000,19,usa
kimbell royalty partners,krp,2420000000,16,usa
mandarin oriental,m04.si,2420000000,1,hong kong
permata bank,bnli.jk,2420000000,0,indonesia
outokumpu,out1v.he,2420000000,5,finland
maple leaf foods,mfi.to,2420000000,19,canada
baytex energy,bte.to,2420000000,4,canada
corcept therapeutics,cort,2410000000,22,usa
inficon,ifcn.sw,2410000000,987,switzerland
gerresheimer,gxi.f,2410000000,76,germany
casio,6952.t,2410000000,10,japan
iren,ire.mi,2410000000,1,italy
osterreichische post,post.vi,2400000000,35,austria
immunovant,imvt,2400000000,18,usa
arconic,arnc,2400000000,23,usa
lightspeed pos,lspd,2390000000,15,canada
matson,matx,2390000000,63,usa
united industrial corporation,u06.si,2390000000,1,singapore
acer,2353.tw,2390000000,0,taiwan
national health investors,nhi,2390000000,55,usa
jamf,jamf,2390000000,19,usa
e-l financial,elf.to,2390000000,672,canada
first majestic silver,ag,2390000000,8,canada
gentherm,thrm,2380000000,71,usa
navient,navi,2380000000,17,usa
endurance technologies,endurance.ns,2380000000,16,india
kainos group,knos.l,2380000000,17,uk
weis markets,wmk,2370000000,88,usa
grainger plc,gri.l,2370000000,3,uk
wafd bank,wafd,2370000000,36,usa
cyfrowy polsat,cp9.f,2370000000,4,poland
shake shack,shak,2370000000,56,usa
wd-40 company,wdfc,2370000000,174,usa
dermapharm,dmp.f,2370000000,44,germany
four corners property trust,fcpt,2370000000,28,usa
ashmore group,ashm.l,2360000000,3,uk
aeon reit investment,3292.t,2360000000,1,japan
kws,kws.f,2360000000,71,germany
chorus,cnu.nz,2360000000,5,new zealand
artisan partners,apam,2360000000,34,usa
bowlero,bowl,2360000000,14,usa
laurus labs,lauruslabs.ns,2350000000,4,india
rocket lab,rklb,2350000000,4,usa
alignment healthcare,alhc,2350000000,12,usa
1&1,1u1.de,2350000000,13,germany
akero therapeutics,akro,2340000000,50,usa
glaukos,gkos,2340000000,49,usa
kadant,kai,2340000000,201,usa
golub capital,gbdc,2340000000,13,usa
emami,emamiltd.ns,2340000000,5,india
doosan fuel cell,336260.ks,2340000000,27,s. korea
devyani international,devyani.ns,2340000000,1,india
sun tv network,suntv.ns,2340000000,5,india
kpit technologies,kpittech.ns,2330000000,8,india
compugroup medical,cop.de,2330000000,44,germany
first financial bank,ffbc,2330000000,24,usa
office depot,odp,2330000000,50,usa
corbion,crbn.as,2330000000,38,netherlands
cavco industries,cvco,2330000000,261,usa
netwealth,nwl.ax,2330000000,9,australia
canada goose,goos,2320000000,22,canada
cracker barrel,cbrl,2320000000,104,usa
hays plc,has.l,2320000000,1,uk
weber,webr,2320000000,8,usa
topaz energy,tpz.to,2320000000,16,canada
londonmetric property,lmp.l,2320000000,2,uk
nuvasive,nuva,2310000000,44,usa
progress software,prgs,2310000000,53,usa
befesa,bfsa.de,2300000000,57,luxembourg
whirlpool india,whirlpool.ns,2300000000,18,india
mvv energie,mvv1.f,2300000000,34,germany
park national corp,prk,2300000000,141,usa
mgp ingredients,mgpi,2290000000,104,usa
distell group,dgh.jo,2290000000,10,south africa
renew power,rnw,2290000000,5,india
revance therapeutics,rvnc,2290000000,27,usa
liontown resources,ltr.ax,2290000000,1,australia
columbia bank,colb,2290000000,29,usa
visera technologies,6789.tw,2290000000,7,taiwan
sonos,sono,2290000000,18,usa
nexpoint residential,nxrt,2280000000,44,usa
netscout,ntct,2280000000,31,usa
townebank,town,2280000000,31,usa
trinity industries,trn,2280000000,28,usa
tricon residential,tcn,2280000000,8,canada
ttec,ttec,2280000000,48,usa
sitime,sitm,2280000000,106,usa
flsmidth,fls.co,2280000000,40,denmark
banco macro,bma,2280000000,20,argentina
berner kantonalbank,bekn.sw,2280000000,246,switzerland
oc oerlikon,oerl.sw,2270000000,6,switzerland
cedar fair,fun,2270000000,41,usa
darktrace,dark.l,2270000000,3,uk
korea gas,036460.ks,2270000000,26,s. korea
future plc,futr.l,2270000000,18,uk
elkem,elk.ol,2270000000,3,norway
fisker,fsr,2260000000,7,usa
novagold resources,ng,2260000000,6,canada
embraer,erj,2260000000,12,brazil
xenon pharmaceuticals,xene,2260000000,36,canada
entra,entra.ol,2260000000,12,norway
netcompany group,netc.co,2260000000,45,denmark
buckle,bke,2250000000,45,usa
griffon corporation,gff,2250000000,39,usa
boot barn holdings,boot,2250000000,75,usa
evertec,evtc,2250000000,34,usa
spirit airlines,save,2240000000,20,usa
kennedy wilson,kw,2240000000,16,usa
prosiebensat1 media,psm.f,2240000000,9,germany
nexgen energy,nxe,2240000000,4,canada
claros mortgage trust,cmtg,2230000000,16,usa
jbg smith,jbgs,2230000000,19,usa
trupanion,trup,2230000000,54,usa
jfrog,frog,2230000000,22,usa
sabre,sabr,2220000000,6,usa
crombie real estate investment trust,crr-un.to,2220000000,12,canada
torm,trmd,2220000000,27,uk
aerovironment,avav,2220000000,88,usa
landisgyr,land.sw,2220000000,77,switzerland
wesbanco,wsbc,2210000000,37,usa
barnes group,b,2210000000,43,usa
patria investments,pax,2210000000,15,cayman islands
gms,gms,2210000000,53,usa
agiliti,agti,2210000000,16,usa
nos,pmv.f,2210000000,4,portugal
blackberry,bb,2210000000,3,canada
iifl finance,iifl.ns,2200000000,5,india
tiger brands,tbs.jo,2200000000,12,south africa
altice usa,atus,2200000000,4,usa
banner bank,banr,2200000000,64,usa
silk road medical,silk,2200000000,57,usa
chesapeake utilities,cpk,2200000000,124,usa
kennametal,kmt,2200000000,27,usa
filo mining,fil.to,2190000000,17,canada
ftai aviation,ftai,2190000000,22,usa
six flags,six,2190000000,26,usa
international games system,3293.two,2190000000,15,taiwan
sprinklr,cxm,2190000000,8,usa
lal pathlabs,lalpathlab.ns,2190000000,26,india
enlight renewable energy,enlt.ta,2190000000,2,israel
strategic education,stra,2190000000,89,usa
interroll,inrn.sw,2190000000,2,switzerland
gudang garam,ggg.f,2190000000,1,indonesia
catalyst pharmaceuticals,cprx,2190000000,21,usa
micro focus,mfgp,2190000000,6,uk
shutterstock,sstk,2180000000,61,usa
auto1,ag1.f,2180000000,10,germany
itau corpbanca,itcb,2180000000,3,chile
ninety one group,n91.l,2180000000,2,south africa
farfetch,ftch,2180000000,5,uk
luminar technologies,lazr,2180000000,6,usa
verra mobility,vrrm,2180000000,14,usa
minerals technologies,mtx,2170000000,66,usa
prestige group,prestige.ns,2160000000,5,india
nv5 global,nvee,2160000000,139,usa
pricesmart,psmt,2160000000,69,usa
celldex therapeutics,cldx,2160000000,46,usa
jeudan,jdan.co,2160000000,37,denmark
plus500,p55.f,2160000000,22,israel
credo technology,crdo,2160000000,14,usa
kajaria ceramics,kajariacer.ns,2160000000,13,india
carpenter technology,crs,2160000000,44,usa
silicon motion,simo,2150000000,65,hong kong
supernus pharmaceuticals,supn,2150000000,39,usa
aareal bank,arl.f,2140000000,35,germany
shimao property,0813.hk,2140000000,0,hong kong
trustmark,trmk,2140000000,35,usa
cranswick,cwk.l,2130000000,39,uk
star bulk carriers,sblk,2130000000,20,greece
krystal biotech,krys,2130000000,82,usa
carborundum universal,carboruniv.ns,2130000000,11,india
triple flag precious metals,tfpm,2120000000,13,canada
stella-jones,sj.to,2120000000,35,canada
empire state realty trust,esrt,2120000000,7,usa
renasant corp,rnst,2120000000,37,usa
buenaventura mining company,bvn,2120000000,8,peru
redrow,rdw.l,2120000000,6,uk
american assets trust,aat,2120000000,27,usa
rpc,res,2109999999,9,usa
sylvamo,slvm,2109999999,48,usa
edgewell personal care,epc,2109999999,41,usa
fannie mae,fnmal,2109999999,2,usa
momo,momo,2100000000,10,china
cricut,crct,2100000000,9,usa
delek group,dlekg.ta,2100000000,114,israel
assura plc,agr.l,2100000000,0,uk
sunstone hotel investors,sho,2100000000,9,usa
agilysys,agys,2100000000,83,usa
bloomin' brands,blmn,2100000000,23,usa
avidxchange,avdx,2100000000,10,usa
blue dart express,bluedart.ns,2100000000,88,india
allscripts,mdrx,2089999999,19,usa
central garden & pet,cent,2089999999,40,usa
fine organics,fineorg.ns,2089999999,68,india
spirent,spt.l,2089999999,3,uk
the foschini group,tfg.jo,2089999999,6,south africa
ci financial,cixx,2089999999,11,canada
eve air mobility,evex,2089999999,7,usa
tri pointe group,tph,2089999999,20,usa
bharat dynamics,bdl.ns,2089999999,11,india
insistemas,idr.mc,2089999999,11,spain
goodrx,gdrx,2080000000,5,usa
orange polska,tpa1.f,2080000000,1,poland
philip morris cr,tbk.f,2080000000,750,czech republic
consol energy,ceix,2080000000,59,usa
breville group,brg.ax,2080000000,14,australia
dave & buster's,play,2069999999,42,usa
ramco cements,ramcocem.ns,2069999999,8,india
amtd digital,hkd,2060000000,11,hong kong
close brothers group,cbg.l,2060000000,13,uk
nu skin,nus,2060000000,41,usa
electra,eltr.ta,2060000000,536,israel
gogo inflight internet,gogo,2049999999,16,usa
software ag,sow.f,2049999999,27,germany
aliansce sonae shopping centers,also3.sa,2049999999,3,brazil
usa compression partners,usac,2040000000,20,usa
remitly,rely,2040000000,12,usa
exp world holdings,expi,2040000000,13,usa
delek logistics partners,dkl,2040000000,46,usa
coface,cofa.pa,2040000000,13,france
zim integrated shipping services,zim,2040000000,17,israel
hilltop holdings,hth,2040000000,31,usa
melco international development,0200.hk,2029999999,1,hong kong
peptidream,4587.t,2029999999,15,japan
lenzing,len.f,2029999999,75,austria
first advantage,fa,2029999999,13,usa
baywa,byw.f,2029999999,59,germany
safehold,safe,2029999999,32,usa
tata teleservices,ttml.ns,2029999999,1,india
laboratorios farmaceuticos rovi,rovi.mc,2029999999,39,spain
alony hetz,alhe.ta,2029999999,11,israel
csw industrials,cswi,2020000000,131,usa
contourglobal,glo.l,2020000000,3,uk
harel group,harl.ta,2020000000,9,israel
yelp,yelp,2020000000,29,usa
payoneer,payo,2020000000,5,usa
winpak,wpk.to,2020000000,31,canada
kindred group,kind-sdb.st,2020000000,9,malta
playtech,ptec.l,2009999999,6,isle of man
xpel,xpel,2009999999,73,usa
stelco,stlc.to,2009999999,36,canada
nuvista energy,nva.to,2009999999,8,canada
seacoast banking,sbcf,2009999999,32,usa
rapid7,rpd,2000000000,33,usa
basic-fit,bfit.as,2000000000,30,netherlands
victory capital,vctr,2000000000,29,usa
atricure,atrc,2000000000,43,usa
iifl wealth management,iiflwam.ns,2000000000,22,india
lifestance health group,lfst,2000000000,5,usa
enerjisa enerji,enjsa.is,2000000000,1,turkey
flagstar bank,fbc,2000000000,37,usa
newmark,nmrk,2000000000,8,usa
burford capital,bur,1990000000,9,guernsey
heartland financial usa,htlf,1990000000,47,usa
canfor,cfp.to,1990000000,16,canada
air transport services group,atsg,1990000000,27,usa
semtech,smtc,1990000000,31,usa
rxo,rxo,1980000000,17,usa
grayscale bitcoin trust,gbtc,1980000000,11,usa
mercury general,mcy,1980000000,35,usa
materion,mtrn,1980000000,96,usa
tg therapeutics,tgtx,1980000000,13,usa
the cheesecake factory,cake,1980000000,38,usa
expro group,xpro,1980000000,18,usa
tidewater,tdw,1970000000,39,usa
ventyx biosciences,vtyx,1960000000,34,usa
globaldata,data.l,1960000000,16,uk
liberty latin america,lila,1960000000,9,usa
brigham minerals,mnrl,1960000000,32,usa
prokidney,prok,1960000000,8,usa
pets at home,pets.l,1950000000,4,uk
salzgitter,szg.f,1950000000,36,germany
krispy kreme,dnut,1950000000,11,usa
helios technologies,hlio,1950000000,60,usa
green thumb industries,gtii.cn,1950000000,8,usa
constellium,cstm,1950000000,13,france
tilray,tlry,1950000000,3,canada
coursera,cour,1940000000,13,usa
pactiv evergreen,ptve,1940000000,10,usa
curevac,cvac,1940000000,10,germany
frontdoor,ftdr,1940000000,23,usa
pampa energia,pam,1940000000,34,argentina
ziprecruiter,zip,1940000000,17,usa
brp group,brp,1940000000,31,usa
transmedics group,tmdx,1940000000,60,usa
lakeland financial corp,lkfn,1940000000,76,usa
icf international,icfi,1940000000,103,usa
warby parker,wrby,1930000000,16,usa
formfactor,form,1930000000,25,usa
boardwalk real estate investment trust,bei-un.to,1930000000,38,canada
eutelsat,etl.pa,1930000000,7,france
cargurus,carg,1930000000,16,usa
earthstone energy,este,1930000000,13,usa
hornbach baumarkt,hbm.hm,1930000000,60,germany
green plains,gpre,1920000000,32,usa
vector group,vgr,1920000000,12,usa
compass minerals,cmp,1920000000,47,usa
tanger factory outlet centers,skt,1920000000,18,usa
retail opportunity investments,roic,1920000000,15,usa
fibrogen,fgen,1920000000,20,usa
digitalbridge group,dbrg,1920000000,12,usa
exclusive networks,exn.pa,1920000000,20,france
energix renewable energies,enrg.ta,1920000000,3,israel
mueller water products,mwa,1920000000,12,usa
rws holdings,rws.l,1910000000,4,uk
exide industries,exideind.ns,1910000000,2,india
signa sports united,ssu,1910000000,4,germany
immunitybio,ibrx,1910000000,4,usa
oceaneering international,oii,1910000000,19,usa
bread financial,bfh,1910000000,38,usa
veracyte,vcyt,1910000000,26,usa
stonex group,snex,1900000000,93,usa
formosa sumco technology,3532.tw,1900000000,4,taiwan
arcbest,arcb,1900000000,78,usa
usiminas,usim5.sa,1900000000,1,brazil
pagegroup,page.l,1900000000,5,uk
masonite,door,1900000000,85,usa
enterprise financial services corp,efsc,1900000000,51,usa
commscope,comm,1900000000,9,usa
colbun,colbun.sn,1900000000,0,chile
us cellular,usm,1890000000,22,usa
canadian western bank,cwb.to,1890000000,20,canada
urban edge properties,ue,1890000000,15,usa
kymera therapeutics,kymr,1890000000,34,usa
toho gas,9533.t,1890000000,18,japan
nagarro,na9.de,1890000000,137,germany
biocryst pharmaceuticals,bcrx,1890000000,10,usa
national aluminum & alloy,nationalum.ns,1890000000,1,india
nustar energy,ns,1890000000,17,usa
nbt bancorp,nbtb,1880000000,44,usa
shinsegae,004170.ks,1880000000,191,s. korea
aj bell,ajb.l,1880000000,4,uk
telenet,tnet.br,1870000000,17,belgium
zug estates holding,zugn.sw,1870000000,1,switzerland
altus group,aif.to,1870000000,42,canada
