name,world_rank,market_value,market_cap,ceo,country
kansai mirai financial group,"5,818",5,1796000000,,japan
simplo technology,"5,818",2246000000,2097999999,,taiwan
banpu public company,"5,819",2251000000,2035000000,,thailand
renasant corporation,"5,820",2249000000,1978000000,,usa
super micro computer,"5,821",2251000000,1849000000,,usa
energean oil & gas,"5,822",2251000000,1800000000,,israel
fubotv inc,"5,823",2235000000,4130000000,,usa
jcr pharmaceuticals,"5,824",2242000000,3253000000,,japan
lendingclub corporation,"5,825",2240000000,3063000000,,usa
wolverine world wide,"5,826",2238000000,2948000000,,usa
nihon kohden corporation,"5,827",2243000000,2821000000,,japan
as one corporation,"5,828",2235000000,2814000000,,japan
alpek,"5,829",2239000000,2500000000,,mexico
natco pharma,"5,830",2235000000,2399000000,,india
shenzhen chipscreen biosciences,"5,831",2241000000,2282000000,,china
silimited,"5,832",2236000000,2273000000,,usa
patria investments ltd,"5,833",2238000000,2244000000,,cayman islands
id logistics group sa,"5,834",2238000000,2177000000,,france
shufersal,"5,835",2237000000,2166000000,,israel
caretrust reit,"5,836",2239000000,2158000000,,usa
unizo holdings company,"5,836",5,5,,japan
reaves utility income fund,"5,837",2236000000,2130999999,,usa
vietnam enterprise investments limited,"5,838",2237000000,2057999999,,cayman islands
pt bukit asam tbk,"5,839",2239000000,1723000000,,indonesia
xilinmen furniture,"5,840",2243000000,1582000000,,china
bangkok life assurance public company,"5,841",2244000000,1456000000,,thailand
mycronic ab publ,"5,842",2228000000,3153000000,,sweden
almirall,"5,843",2226000000,3096000000,,spain
grupo mateus sa,"5,844",2234000000,2993000000,,brazil
cryoport,"5,845",2231000000,2926000000,,usa
glaukos corporation,"5,846",2230000000,2776000000,,usa
solarwinds corporation,"5,847",2234000000,2697000000,,usa
saudi cement company,"5,848",2228000000,2603000000,,saudi arabia
kamigumi,"5,849",2227000000,2520000000,,japan
anhui yingliu electromechanical,"5,850",2232000000,2365000000,,china
enlight renewable energy ltd,"5,851",2226000000,1952000000,,israel
seacoast banking corporation of florida,"5,852",2227000000,1856000000,,usa
chongqing fuling electric power industrial,"5,853",2233000000,1841000000,,china
sirius real estate,"5,854",2232000000,1829000000,,south africa
transaction capital,"5,855",2232000000,1779000000,,south africa
radico khaitan,"5,856",2231000000,1645000000,,india
zhejiang gongdong medical technology coltd,"5,857",2233000000,1627000000,,china
sansan,"5,858",2216000000,3321000000,,japan
commscope holding company,"5,859",2217000000,3226000000,,usa
postnl,"5,860",2216000000,2651000000,,netherlands
comfortdelgro corporation,"5,861",2219000000,2626000000,,singapore
solaria energia y medio ambiente,"5,862",2219000000,2513000000,,spain
transmissora alianca de energia eletrica,"5,863",2221000000,2497000000,,brazil
montnets rongxin technology group,"5,864",2221000000,2453000000,,china
delhivery,"5,864",5,5,,india
fuji media holdings,"5,865",2216000000,2375000000,,japan
shandong bohui paper industry,"5,866",2216000000,2254000000,,china
adeka corporation,"5,867",2222000000,2250000000,,japan
nexgen energy,"5,868",2218000000,2230000000,,canada
jianxi lianchuang opto-electronic science & technology,"5,869",2219000000,2194000000,,china
arion banka hf,"5,870",2224000000,2178000000,,iceland
trinseo,"5,871",2220000000,2016000000,,usa
shanghai environment group co ltd,"5,872",2217000000,2003000000,,china
chicony electronics,"5,873",2222000000,2003000000,,taiwan
banner corporation,"5,874",2223000000,1976000000,,usa
xencor,"5,875",2221000000,1975000000,,usa
fb financial corporation,"5,876",2215000000,1951000000,,usa
harmony biosciences holdings inc,"5,877",2220000000,1932000000,,usa
chutian dragon co ltd,"5,878",2221000000,1805000000,,china
shanghai pret composites,"5,879",2222000000,1760000000,,china
energean plc,"5,880",2219000000,1660000000,,uk
ningxia zhongyin cashmere,"5,881",2224000000,1598000000,,china
signify health inc,"5,882",2207000000,4367000000,,usa
mgm china holdings,"5,883",2207000000,3848000000,,macao
tal education group,"5,884",2205000000,3431000000,bangxin zhang,china
pt bank rakyat indonesia agroniaga tbk,"5,885",2207000000,3362000000,,indonesia
liuzhou iron & steel,"5,886",2209000000,2702000000,,china
toyo seikan group holdings,"5,887",2208000000,2663000000,,japan
pt mitra keluarga karyasehat tbk,"5,888",2211000000,2415000000,,indonesia
pioneer food group ltd,"5,888",5,5,,south africa
showa corporation,"5,889",5,5,,japan
systemair ab publ,"5,889",2208000000,2218000000,,sweden
yougov,"5,890",2210000000,2187000000,,uk
heilongjiang zbd pharmaceutical,"5,891",2210000000,2125000000,,china
indivior,"5,892",2206000000,1936000000,,uk
sparebank 1 smn,"5,893",2209000000,1808000000,,norway
shanghai east-china computer,"5,894",2206000000,1783000000,,china
jiangsu huahong technology stock,"5,895",2212000000,1770000000,,china
lk technology holdings limited,"5,896",2199000000,4481000000,,hong kong
laureate education,"5,897",2200000000,3002000000,,usa
cs wind corporation,"5,898",2202000000,2897000000,,south korea
moonpig group plc,"5,898",5,,,uk
zhenro properties group,"5,899",2195000000,2601000000,,china
corcept therapeutics,"5,900",2197000000,2467000000,,usa
suzhou crystal clear chemical,"5,901",2195000000,2464000000,,china
virtus investment partners,"5,902",2201000000,2393000000,,usa
appsflyer,"5,902",5,5,,usa
verkada,"5,902",5,5,,usa
sinopec engineering group,"5,903",2203000000,2383000000,,china
japan rental housing investments,"5,904",2198000000,2376000000,,japan
mabuchi motor,"5,905",2197000000,2350000000,,japan
saipem,"5,906",2202000000,2336000000,,italy
rising nonferrous metals share,"5,907",2195000000,2290000000,,china
jinkosolar holding,"5,908",2204000000,2260000000,,china
united electronics company,"5,909",2196000000,2227000000,,saudi arabia
four corners property trust,"5,910",2202000000,2198000000,,usa
moneta money bank,"5,911",2199000000,2134999999,,czech republic
genius electronic optical,"5,912",2198000000,2088000000,,taiwan
fibra prologis,"5,913",2204000000,1977000000,,mexico
zhejiang jiemei electronic and technology,"5,914",2197000000,1958000000,,china
boardwalk real estate investment trust,"5,915",2197000000,1897000000,,canada
huapont life sciences,"5,916",2203000000,1815000000,,china
wt microelectronics,"5,917",2204000000,1715000000,,taiwan
porto seguro,"5,918",2192000000,3475000000,,brazil
kiwoom securities,"5,919",2188000000,2608000000,,south korea
summerset group holdings,"5,920",2190000000,2489000000,,new zealand
sunevision holdings,"5,921",2188000000,2474000000,,hong kong
nuveen california quality municipal income fund,"5,922",2187000000,2322000000,,usa
orora,"5,923",2191000000,2224000000,,australia
phoenix mills,"5,924",2191000000,2149000000,,india
makalot industrial,"5,925",2189000000,2059000000,,taiwan
guangzhou restaurant group company,"5,926",2193000000,1979000000,,china
trustmark corporation,"5,927",2188000000,1975000000,,usa
seven generations energy,"5,928",5,1730000000,,canada
b&g foods,"5,928",2189000000,1968000000,,usa
wuhan keqian biology coltd,"5,929",2188000000,1920000000,,china
ennostar inc,"5,930",2188000000,1912000000,,taiwan
china water affairs group,"5,931",2188000000,1682000000,,hong kong
daibiru corporation,"5,932",2189000000,1515000000,,japan
china huarong asset management,"5,933",2183000000,5181000000,,china
tsumura & co,"5,934",2182000000,2653000000,,japan
mueller water products,"5,935",2177000000,2635000000,,usa
haci omer sabanci holding,"5,936",2177000000,2547000000,,turkey
unipro,"5,937",2178000000,2492000000,,russia
nations technologies,"5,938",2178000000,2367000000,,china
harmony gold mining company,"5,939",2179000000,2289000000,,south africa
chorus,"5,940",2182000000,2250000000,,new zealand
fujian star-net communication,"5,941",2184000000,2249000000,,china
sinclair broadcast group,"5,942",2179000000,2212000000,,usa
grupo lala,"5,943",2184000000,2132000000,,mexico
veloxis pharmaceuticals a/s,"5,944",5,5,,denmark
biemlfdlkk garment,"5,944",2178000000,2084000000,,china
alacer gold,"5,945",5,5,,usa
indian bank,"5,945",2180000000,2001999999,,india
finablr,"5,946",5,5,,uk
nanjing huadong electronics information & technology,"5,946",2179000000,1787000000,,china
nanjing yunhai special metals,"5,947",2184000000,1590000000,,china
cargojet,"5,948",2169000000,2864000000,,canada
elkem asa,"5,949",2171000000,2617000000,,norway
fidelity china special situations,"5,950",2168000000,2517000000,,uk
transocean,"5,951",2170000000,2318000000,,switzerland
cdevelopment,"5,952",2172000000,2316000000,,china
northview apartment real estate investment trust,"5,953",5,5,,canada
yueyang forest & paper co ltd,"5,953",2169000000,2212000000,,china
zuger kantonalbank,"5,954",2168000000,2138999999,,switzerland
uniti group limited,"5,955",2173000000,2125000000,,australia
qisda corporation,"5,956",2172000000,2105999999,,taiwan
neles oyj,"5,956",2322000000,2400000000,,finland
champion iron limited,"5,957",2166000000,2104000000,,australia
tdg holding,"5,958",2171000000,1836000000,,china
central depository services india limited,"5,959",2171000000,1731000000,,india
hastings group holdings,"5,960",5,5,,uk
zhe jiang taihua new material,"5,960",2167000000,1606000000,,china
dexerials corporation,"5,961",2172000000,1211000000,,japan
bridgebio pharma,"5,962",2156000000,7505000000,,usa
forescout technologies,"5,963",5,5,,usa
hyosung tnc corporation,"5,963",2156000000,2910000000,,south korea
espressif systeshanghai,"5,964",2160000000,2776000000,,china
jiangxi bank,"5,965",2162000000,2718000000,,china
xinjiang tianye,"5,966",2163000000,2532000000,,china
breedon group,"5,967",2161000000,2462000000,,uk
mobimo holding ag,"5,968",2155000000,2355000000,,switzerland
toshiba tec corporation,"5,969",2162000000,2348000000,,japan
hellenic petroleum,"5,970",2160000000,2323000000,,greece
maxar technologies,"5,971",2158000000,2305000000,,usa
criteo,"5,972",2162000000,2290000000,,france
wisdom marine lines,"5,973",2156000000,2244000000,,taiwan
guangdong golden dragon development,"5,974",2162000000,2129000000,,china
digital china information service company,"5,975",2163000000,1943000000,,china
allscripts healthcare solutions,"5,976",2163000000,1920000000,,usa
genworth financial,"5,977",2161000000,1903000000,,usa
wabco india,"5,978",2158000000,1850000000,,india
china resources double-crane pharmaceutical,"5,979",2159000000,1807000000,,china
yoozoo games,"5,980",2156000000,1760000000,,china
suntak technology,"5,981",2161000000,1642000000,,china
china shandong hi-speed financial group,"5,982",2162000000,1456000000,,hong kong
three's company media group co ltd,"5,983",2162000000,1293000000,,china
jinlei technology,"5,984",2162000000,1278000000,,china
shop apotheke europe,"5,985",2151000000,3213000000,,netherlands
xd,"5,986",2154000000,2823000000,,china
seria,"5,987",2146000000,2805000000,,japan
kaneka corporation,"5,988",2154000000,2698000000,,japan
oci company ltd,"5,989",2148000000,2563000000,,south korea
yamato kogyo,"5,990",2149000000,2516000000,,japan
blackrock capital allocation trust,"5,991",2150000000,2468000000,,usa
daicel corporation,"5,992",2148000000,2443000000,,japan
telecom argentina,"5,993",2154000000,2416000000,,argentina
tongling jingda special magnet wire,"5,994",2151000000,2273000000,,china
beijing tongtech,"5,995",2146000000,2236000000,,china
medigen vaccine biologics corporation,"5,996",2146000000,2220000000,,taiwan
highwealth construction,"5,997",2150000000,2215000000,,taiwan
dentalcorp holdings ltd,"5,998",2146000000,2208000000,,canada
brightgene bio-medical technology,"5,999",2148000000,2105000000,,china
eaton vance tax-advantaged dividend income fund,"6,000",2151000000,2097999999,,usa
tilt renewables,"6,001",6,1695000000,,new zealand
china-singapore suzhou industrial park development group co ltd,"6,001",2146999999,2084000000,,china
knowles corporation,"6,002",2150000000,1840000000,,usa
opc energy,"6,003",2146000000,1779000000,,israel
guangdong south new media,"6,004",2148000000,1691000000,,china
sheela foam,"6,005",2153000000,1619000000,,india
birlasoft limited,"6,006",2154000000,1591000000,,india
powerlong real estate holdings,"6,007",2138999999,3332000000,,china
auction technology group plc,"6,008",2138999999,2657000000,,uk
goeasy,"6,009",2138999999,2551000000,,canada
kyudenko corporation,"6,010",2142999999,2550000000,,japan
spirent communications,"6,011",2136000000,2510000000,,uk
life healthcare group holdings,"6,012",2140000000,2461000000,,south africa
ship healthcare holdings,"6,013",2138000000,2383000000,,japan
l&t finance holdings,"6,014",2144000000,2358000000,,india
domain holdings australia,"6,015",2134999999,2335000000,,australia
controladora vuela compania de aviacion,"6,016",2138999999,2312000000,,mexico
plus500,"6,017",2141000000,2236000000,,israel
tr property investment trust,"6,018",2142000000,2190000000,,uk
cembra money bank ag,"6,019",2136000000,2181000000,,switzerland
hammerson,"6,020",2138000000,2128000000,,uk
television francaise 1 societe anonyme,"6,021",2142000000,2109000000,,france
tongyu heavy industry,"6,022",2137000000,2104000000,,china
shanghai waigaoqiao free trade zone group,"6,023",2134999999,2073000000,,china
himax technologies,"6,024",2138000000,2071000000,,taiwan
salzgitter ag,"6,025",2138999999,2027000000,,germany
shenzhen aisidi,"6,026",2138000000,1974000000,,china
qualitas controladora,"6,027",2138999999,1967000000,,mexico
blue dart express,"6,028",2138999999,1948000000,,india
amvis holdings,"6,029",2134999999,1652000000,,japan
suzhou recodeal interconnect system coltd,"6,030",2136000000,1490000000,,china
adelaide brighton,"6,031",6,1680000000,,australia
franchise group,"6,031",2134999999,1397000000,,usa
avz minerals limited,"6,032",2137000000,607000000,,australia
turning point therapeutics,"6,033",2125000000,3805000000,,usa
aditya birla sun life amc limited,"6,033",2133000000,,,india
pt bank aladin syariah tbk,"6,034",2133000000,2974000000,,indonesia
shaanxi heimao coking co ltd,"6,035",2132000000,2828000000,,china
japan hotel reit investment corporation,"6,036",2126000000,2614000000,,japan
dongfeng automobile co ltd,"6,037",2125000000,2580000000,,china
metalurgica gerdau,"6,038",2130000000,2556000000,,brazil
fraser & neave holdings bhd,"6,039",2130000000,2433000000,,malaysia
nankai electric railway,"6,040",2130999999,2425000000,,japan
dl e&c coltd,"6,041",2128000000,2312000000,,south korea
dmg mori,"6,042",2126000000,2246000000,,japan
herald investment trust,"6,043",2130999999,2215000000,,uk
kiocl,"6,044",2129000000,2156000000,,india
quantumctek co ltd,"6,045",2134000000,2125000000,,china
alembic pharmaceuticals,"6,046",2125000000,2077999999,,india
pra group,"6,047",2133000000,1925000000,,usa
skyworth digital,"6,048",2133000000,1247000000,,china
cj logistics corporation,"6,049",2121000000,2899000000,,south korea
kkr acquisition holdings i corp,"6,049",6,,,usa
sino-platinum metals,"6,050",2118000000,2459000000,,china
nuveen municipal value fund,"6,051",2115000000,2441000000,,usa
morneau shepell,"6,052",6,1669000000,,canada
suzhou zelgen biopharmaceuticals co ltd,"6,052",2121000000,2363000000,,china
radiance holdings group company limited,"6,053",2118000000,2345000000,,china
ratos ab publ,"6,054",2120000000,2321000000,,sweden
adadiversified equity fund,"6,055",2116000000,2309000000,,usa
interdigital,"6,056",2122000000,2214000000,,usa
national express group,"6,057",2119000000,2193000000,,uk
organizacion soriana s a b de c v,"6,058",2120000000,2186000000,,mexico
shandong humon smelting,"6,059",2121000000,2170000000,,china
diamondrock hospitality company,"6,060",2121000000,1917000000,,usa
plains group holdings,"6,061",2120000000,1895000000,,usa
renhe pharmacy co ltd,"6,062",2115000000,1875000000,,china
creades ab,"6,063",2116000000,1766000000,,sweden
ausnutria dairy corporation ltd,"6,064",2115000000,1678000000,,china
zhejiang windey,"6,065",2123000000,1642000000,,china
china animal husbanindustry,"6,066",2117000000,1502000000,,china
chongqing taiji industrygroup,"6,067",2120000000,1235000000,,china
eckert & ziegler strahlen- und medizintechnik ag,"6,068",2111000000,3000000000,,germany
network international holdings,"6,069",2112000000,2946000000,,uk
vitasoy international holdings,"6,070",2112000000,2858000000,,hong kong
yango group co ltd,"6,071",2109000000,2832000000,,china
daewoo engineering & construction,"6,072",2113999999,2587000000,,south korea
shenzhen kstar science and technology,"6,073",2108000000,2545000000,,china
jiangsu shagang,"6,074",2105999999,2450000000,,china
novagold resources,"6,075",2113999999,2387000000,,canada
hyosung advanced materials corporation,"6,076",2113000000,2374000000,,south korea
chengdu leejun industrial,"6,077",2109999999,2248000000,,china
hulic reit,"6,078",2111000000,2246000000,,japan
alps alpine,"6,079",2108000000,2243000000,,japan
hanwha aerospace,"6,080",2113000000,2192000000,,south korea
big basket,"6,080",6,6,,india
pine labs,"6,080",6,6,,india
lenskart,"6,080",6,6,,india
xiamen meiya pico information,"6,081",2109999999,2187000000,,china
hainan strait shipping,"6,082",2105999999,2177000000,,china
sol,"6,083",2112000000,2089000000,,italy
paramount group,"6,084",2113000000,1955000000,,usa
supermap software,"6,085",2109000000,1932000000,,china
lakeland financial corporation,"6,086",2109999999,1680000000,,usa
grid dynamics holdings inc,"6,087",2112000000,1663000000,,usa
shenzhen hopewind electric,"6,088",2107000000,1446000000,,china
grupo lamosa,"6,089",2105000000,1226000000,,mexico
upi semiconductor corp,"6,090",2105999999,1198000000,,taiwan
ningbo peacebird fashion,"6,091",2099000000,3277000000,,china
coca-cola bottlers japan holdings,"6,092",2101999999,2559000000,,japan
office depot,"6,093",2103000000,2515000000,,usa
ezaki glico,"6,094",2097000000,2482000000,,japan
lifetech scientific corporation,"6,095",2100000000,2460000000,,china
jinneng science&technology co ltd,"6,096",2097999999,2439000000,,china
minera valparaiso,"6,097",2097999999,2438000000,,chile
valneva se,"6,098",2096000000,2379000000,,france
sjw group,"6,099",2103000000,2065999999,,usa
berner kantonalbank ag,"6,100",2101999999,2055000000,,switzerland
beibu gulf port,"6,101",2104000000,2004000000,,china
xenia hotels & resorts,"6,102",2097000000,1986000000,,usa
csr limited,"6,103",2097999999,1968000000,,australia
storagevault canada,"6,104",2104000000,1670000000,,canada
guangxi wuzhou zhongheng group,"6,105",2101999999,1637000000,,china
shandong sinobioway biomedicine,"6,106",2101000000,1529000000,,china
tianjin quanyechang group,"6,107",2101999999,1323000000,,china
sichuan expressway company,"6,108",2095000000,1321000000,,china
cytek biosciences inc,"6,109",2085999999,2980000000,,usa
qinetiq group,"6,110",2085999999,2785000000,,uk
genuit group plc,"6,111",2092000000,2738000000,,uk
aktieselskabet schouw & co,"6,113",2087000000,2628000000,,denmark
cision,"6,114",6,6,,usa
genesis energy limited,"6,114",2091000000,2540000000,,new zealand
stillfront group ab publ,"6,115",2092000000,2499000000,,sweden
mitchells & butlers,"6,116",2089000000,2451000000,,uk
patrizia ag,"6,117",2087000000,2235000000,,germany
industrias bachoco,"6,118",2091000000,2204000000,,mexico
cornerstone building brands,"6,119",2093000000,2095000000,,usa
zuora,"6,120",2091000000,2077000000,,usa
philip morris cr,"6,121",2091000000,1980000000,,czech republic
jihua group corporation limited,"6,122",2085000000,1924000000,,china
guangdong tapai group,"6,123",2091000000,1921000000,,china
new hope dairy,"6,124",2089000000,1906000000,,china
sumavision technologies,"6,125",2089000000,1880000000,,china
aker horizons asa,"6,126",2085000000,1827000000,,norway
welspun india,"6,127",2092000000,1791000000,,india
timken india,"6,128",2092000000,1745000000,,india
stewart information services corporation,"6,129",2092000000,1692000000,,usa
zhejiang conba pharmaceutical,"6,130",2085999999,1684000000,,china
vaisala oyj,"6,131",2092000000,1661000000,,finland
china sports industry group,"6,132",2085000000,1659000000,,china
inner mongolia xingye mining,"6,133",2076000000,2990000000,,china
biocryst pharmaceuticals,"6,134",2080000000,2845000000,,usa
net one systems,"6,135",2077000000,2764000000,,japan
the spar group ltd,"6,136",2077000000,2731000000,,south africa
anritsu corporation,"6,137",2083000000,2449000000,,japan
gibraltar industries,"6,138",2077999999,2437000000,,usa
skywest,"6,139",2077000000,2350000000,,usa
yantai tayho advanced materials,"6,140",2075000000,2242000000,,china
schweiter technologies ag,"6,141",2080000000,2204000000,,switzerland
impax environmental markets,"6,142",2077999999,2122000000,,uk
chongqing gas group corporation,"6,143",2081000000,2119000000,,china
shaanxi international trust,"6,144",2075000000,1992000000,,china
thai president foods public company,"6,145",2076000000,1988000000,,thailand
hebei sitong new metal material co ltd,"6,146",2075000000,1929000000,,china
norwegian finans holding asa,"6,147",6,1623000000,,norway
dcm shriram,"6,147",2077999999,1909000000,,india
henan huanghe whirlwind co ltd,"6,148",2075000000,1813000000,,china
shandong publishing&media,"6,149",2083000000,1812000000,,china
veritex holdings,"6,150",2081000000,1779000000,,usa
xinhua winshare publishing and media,"6,151",2077999999,1619000000,,china
shanghai jin jiang capital company,"6,152",2084000000,1143000000,,china
kape technologies,"6,153",2084000000,1136000000,,isle of man
stitch fix,"6,154",2069000000,4490000000,,usa
excelerate energy inc,"6,154",,,,usa
magnite inc,"6,155",2067000000,3780000000,,usa
gamma communications,"6,156",2068000000,3068000000,,uk
3sbio,"6,157",2065000000,2844000000,,china
takara holdings,"6,158",2072000000,2648000000,,japan
lotte shopping,"6,159",2067000000,2602000000,,south korea
stella-jones,"6,160",2068000000,2219000000,,canada
chengdu wintrue holding co ltd,"6,161",2067000000,2202000000,,china
shenma industrial,"6,162",2073000000,2103000000,,china
hipgnosis songs fund limited,"6,163",2067000000,2077999999,,uk
zhejiang hisoar pharmaceutical,"6,164",2067000000,1986000000,,china
anji microelectronics technology shanghai,"6,165",2069000000,1974000000,,china
shenzhen kingdom sci-tech,"6,166",2067000000,1897000000,,china
taichung commercial bank,"6,167",2069999999,1827000000,,taiwan
viva energy reit,"6,168",6,6,,australia
yinyi,"6,168",2069999999,1529000000,,china
ourpalm,"6,169",2065000000,1526000000,,china
patterson-uti energy,"6,170",2073999999,1467000000,,usa
banco inter,"6,171",2063000000,11231000000,,brazil
fiskars oyj abp,"6,171",2064000000,2041999999,,finland
chindata,"6,172",2060000000,4309000000,,china
banco pan,"6,173",2063000000,4304000000,,brazil
caredx,"6,174",2063000000,3857000000,,usa
golden solar new energy technology holdings limited,"6,175",2057000000,3115000000,,china
zhejiang sanmei chemical industry,"6,176",2060000000,2479000000,,china
kobe steel,"6,177",2056000000,2304000000,,japan
tiger brands,"6,178",2057999999,2210000000,,south africa
sao martinho,"6,179",2059000000,2176000000,,brazil
evolent health,"6,180",2061999999,2142999999,,usa
yfy,"6,181",2056000000,2140000000,,taiwan
ningbo huaxiang electronic,"6,182",2055000000,2124000000,,china
shanghai hanbell precise machinery,"6,183",2063000000,2057999999,,china
paradox interactive ab publ,"6,184",2061000000,2045000000,,sweden
air transport services group,"6,185",2056000000,2032000000,,usa
esker sa,"6,186",2057000000,1930000000,,france
monmouth real estate investment corporation,"6,187",2061999999,1865000000,,usa
yantai zhenghai magnetic material,"6,188",2060000000,1673000000,,china
doosan solus,"6,189",2061000000,1618000000,,south korea
gree real estate,"6,190",2048000000,2777000000,,china
gvs spa,"6,190",2051000000,3567000000,,italy
aj bell,"6,191",2053000000,2447000000,,uk
s-1 corporation,"6,192",2047000000,2373000000,,south korea
electrolux professional ab publ,"6,193",2052000000,2330000000,,sweden
shinsegae,"6,194",2051000000,2258000000,,south korea
cinemark holdings,"6,195",2053999999,2133000000,,usa
sonic automotive,"6,196",2051000000,2108000000,,usa
zug estates holding ag,"6,197",2047000000,2107000000,,switzerland
huafa industrialzhuhai,"6,198",2053999999,2080000000,,china
fuyo general lease,"6,199",2048000000,2075000000,,japan
nmi holdings,"6,200",2053000000,1934000000,,usa
yantai dongcheng pharmaceutical group,"6,201",2049000000,1889000000,,china
argo group international holdings,"6,202",2051000000,1836000000,,bermuda
tanger factory outlet centers,"6,203",2049999999,1742000000,,usa
great western bancorp,"6,204",2049999999,1706000000,,usa
allbirds inc,"6,206",2047000000,,,usa
stride stapled group,"6,207",2041000000,2651000000,,new zealand
o-i glass,"6,208",2041999999,2380000000,,usa
workspace group,"6,209",2036000000,2361000000,,uk
first national financial corporation,"6,210",2040000000,2195000000,,canada
fortune real estate investment trust,"6,211",2041999999,2124000000,,singapore
wacker neuson se,"6,212",2043000000,2120000000,,germany
mfa financial,"6,213",2037000000,2105000000,,usa
whitehaven coal,"6,214",2039000000,2009999999,,australia
zhongshan public utilities group,"6,215",2043000000,1998000000,,china
harbin hatou investment,"6,216",2037999999,1963000000,,china
sensirion holding ag,"6,217",2035000000,1949000000,,switzerland
flsmidth & co a/s,"6,218",2036000000,1859000000,,denmark
visionox technology,"6,219",2041000000,1855000000,,china
tibet rhodiola pharmaceutical holding,"6,220",2044000000,1809000000,,china
link administration holdings,"6,221",2041000000,1794000000,,australia
waddell & reed financial,"6,221",6,1592000000,,usa
zhejiang huace film & tv,"6,222",2041000000,1660000000,,china
veidekke asa,"6,223",2036000000,1657000000,,norway
np3 fastigheter ab publ,"6,224",2044000000,1470000000,,sweden
shanghai phichem material,"6,225",2037999999,1407000000,,china
delixi xinjiang transportation,"6,226",2041999999,809000000,,china
udemy,"6,227",2041999999,5,,usa
prothena corporation,"6,228",2033000000,3120000000,,ireland
cardlytics,"6,229",2032000000,2999000000,,usa
information services international-dentsu,"6,230",2033000000,2541000000,,japan
cheesecake factory,"6,231",2031000000,2434000000,,usa
loomis ab publ,"6,232",2033999999,2419000000,,sweden
chung hung steel corporation,"6,233",2029000000,2380000000,,taiwan
china youran dairy group limited,"6,234",2033999999,2289000000,,china
suplet power,"6,235",2033999999,2251000000,,china
ipsos sa,"6,236",2032000000,2178000000,,france
jumbo,"6,237",2025999999,2109999999,,greece
sally beauty holdings,"6,238",2025999999,2101000000,,usa
sonoscape medical,"6,239",2033999999,1888000000,,china
luolai lifestyle technology,"6,240",2027000000,1444000000,,china
bgf retail,"6,241",2017000000,2681000000,,south korea
shandong jinjing science and technology stock co ltd,"6,242",2024000000,2501000000,,china
izumi,"6,243",2019000000,2373000000,,japan
guangdong dowstone technology,"6,244",2020000000,2353000000,,china
golden ocean group,"6,245",2017000000,2274000000,,bermuda
jiangling motors corporation,"6,246",2021000000,2266000000,,china
k-fast holding ab publ,"6,247",2020000000,2072000000,,sweden
edp - energias do brasil,"6,248",2021999999,2035000000,,brazil
teekay lng partners lp pfd unit ser a,"6,249",2017000000,2033000000,,usa
guangdong marubi biotechnology,"6,250",2020000000,2019000000,,china
kar auction services,"6,251",2023000000,2015000000,,usa
energix - renewable energies ltd,"6,252",2020000000,2000000000,,israel
nkt a/s,"6,253",2021000000,1965000000,,denmark
sph reit,"6,254",2024000000,1875000000,,singapore
bangkok commercial asset management company,"6,255",2016000000,1824000000,,thailand
park24,"6,256",2007000000,3101000000,,japan
lancy,"6,257",2005999999,2104000000,,china
sanne group,"6,258",2009999999,2084000000,,uk
equitable group,"6,259",2013999999,2053999999,,canada
keppel infrastructure trust,"6,260",2007000000,1994000000,,singapore
pt jasa marga persero tbk,"6,261",2007000000,1986000000,,indonesia
zhejiang southeast space frame,"6,262",2013000000,1846000000,,china
cardtronics,"6,263",6,1570000000,,usa
eagle bancorp,"6,263",2005999999,1844000000,,usa
provident financial services,"6,264",2013000000,1721000000,,usa
shenzhen united winners laser co ltd,"6,265",2011000000,1639000000,,china
zhejiang xianju pharmaceutical,"6,266",2012000000,1595000000,,china
suzhou tfc optical communication,"6,267",2007000000,1562000000,,china
cvr energy,"6,268",2011000000,1448000000,,usa
itau corpbanca,"6,269",2013000000,1442000000,,chile
intertrust,"6,270",2011000000,1403000000,,netherlands
sandfire resources nl,"6,271",2005000000,884000000,,australia
agile group holdings,"6,272",1999000000,4573000000,,china
sk chemicals,"6,273",2004000000,3247000000,,south korea
menicon,"6,274",2004000000,3124000000,,japan
viper energy partners lp,"6,275",1999000000,2871000000,,usa
cvs group,"6,276",1995000000,2426000000,,uk
hudson,"6,277",6,6,,usa
winall hi-tech seed,"6,277",2003000000,2383000000,,china
atea asa,"6,278",2004000000,2293000000,,norway
jpmorgan emerging markets investment trust,"6,279",1995000000,2236000000,,uk
barco nv,"6,280",1999000000,2200000000,,belgium
taiwan familymart,"6,281",1996000000,2101000000,,taiwan
two harbors investment,"6,282",1998000000,2064000000,,usa
progress software corporation,"6,283",2001000000,2037000000,,usa
shanghai shimao,"6,284",1999000000,2031000000,,china
ncc ab publ,"6,285",2001000000,1989000000,,sweden
megaport,"6,286",2004000000,1965000000,,australia
grinm advanced materials,"6,287",1995000000,1934000000,,china
jiangsu sanfangxiang industry co ltd,"6,288",1997000000,1783000000,,china
nexpoint residential trust,"6,289",2000000000,1621000000,,usa
beijing wandong medical technology,"6,290",1997000000,1590000000,,china
wuxi paike new materials technology coltd,"6,291",1996000000,1588000000,,china
pt capital financial indonesia tbk,"6,292",2001999999,1472000000,,indonesia
comstock resources,"6,293",1996000000,1376000000,,usa
