name,master_cap,country,rank,share_price
dai-ichi life holdings,23790000000,japan, 737,23
vulcan materials,23770000000,usa, 738,178
banco do brasil,23720000000,brazil, 739,7
evolution gaming,23720000000,sweden, 740,111
fifth third bank,23650000000,usa, 741,34
weyerhaeuser,23570000000,usa, 742,32
oil & natural gas,23480000000,india, 743,1
didi,23440000000,china, 744,4
tractor supply,23420000000,usa, 745,212
olympus,23390000000,japan, 746,18
sse,23290000000,uk, 747,21
cosco shipping,23290000000,china, 748,1
vonovia,23270000000,germany, 749,28
anhui conch cement,23250000000,china, 750,4
china everbright bank,23220000000,china, 751,0
ares management,23220000000,usa, 752,78
fortive,23150000000,usa, 753,65
tyson foods,23150000000,usa, 754,64
air china,23140000000,china, 755,1
zto express,23120000000,china, 756,28
arch capital,23100000000,, 757,62
kellogg's,23030000000,usa, 758,67
shanghai airport,23020000000,china, 759,9
trina solar,22980000000,china, 760,10
yankuang energy yanzhou coal mining,22970000000,china, 761,5
repsol,22960000000,spain, 762,16
techtronic industries,22940000000,hong kong, 763,12
ck asset holdings,22890000000,hong kong, 764,6
tesco,22890000000,uk, 765,3
boe technology,22890000000,china, 766,0
cnh industrial,22880000000,uk, 767,17
genuine parts company,22830000000,usa, 768,161
verisign,22780000000,usa, 769,214
nestle india,22780000000,india, 770,236
sirius xm,22710000000,usa, 771,5
canon,22670000000,japan, 772,22
entergy,22660000000,usa, 773,107
labcorp,22640000000,usa, 774,255
telefonica,22580000000,spain, 775,3
datadog,22560000000,usa, 776,71
doordash,22520000000,usa, 777,58
ingersoll rand,22410000000,ireland, 778,55
ameren,22400000000,usa, 779,86
aena,22390000000,spain, 780,149
btg pactual,22360000000,brazil, 781,2
ansys,22330000000,usa, 782,256
the trade desk,22300000000,usa, 783,45
ganfeng lithium,22300000000,china, 784,11
argenx,22220000000,netherlands, 785,391
baxter,22120000000,usa, 786,43
dte energy,22080000000,usa, 787,113
southwest airlines,22000000000,usa, 788,37
schindler group,21990000000,switzerland, 789,199
unicharm,21990000000,japan, 790,37
jsw steel,21980000000,india, 791,9
tenaris,21950000000,, 792,35
li auto,21930000000,china, 793,22
borouge,21930000000,united arab emirates, 794,0
michelin,21910000000,france, 795,30
sany heavy industry,21890000000,china, 796,2
sumitomo,21850000000,japan, 797,17
chow tai fook,21840000000,hong kong, 798,2
uapartments,21820000000,usa, 799,39
komatsu,21790000000,japan, 800,23
antofagasta,21760000000,uk, 801,21
china unicom,21700000000,hong kong, 802,0
grupo bimbo,21680000000,mexico, 803,4
firstrand,21670000000,south africa, 804,3
china minsheng bank,21650000000,china, 805,0
kakao,21600000000,south korea, 806,49
ppl,21580000000,usa, 807,29
martin marietta,21580000000,usa, 808,347
societe generale,21540000000,france, 809,26
mitsubishi electric,21530000000,japan, 810,10
principal,21520000000,usa, 811,87
teck resources,21510000000,canada, 812,42
east japan railway,21450000000,japan, 813,56
edp renovaveis,21430000000,spain, 814,22
crrc,21400000000,china, 815,0
terumo,21370000000,japan, 816,29
ryanair,21320000000,ireland, 817,93
nibe industrier,21280000000,sweden, 818,10
roblox,21250000000,usa, 819,35
z holdings,21240000000,japan, 820,2
extra space storage,21200000000,usa, 821,150
regions financial,21200000000,usa, 822,22
endesa,21080000000,spain, 823,19
ferrovial,21060000000,spain, 824,28
ntt data,20930000000,japan, 825,14
quanta services,20890000000,usa, 826,146
veolia,20880000000,france, 827,28
kia,20830000000,south korea, 828,51
fujifilm,20830000000,japan, 829,51
ptt exploration and production,20830000000,thailand, 830,5
mccormick & company,20790000000,usa, 831,77
cgi,20730000000,canada, 832,87
panasonic,20710000000,japan, 833,8
svenska handelsbanken,20670000000,sweden, 834,10
carlsberg,20590000000,denmark, 835,172
adani ports & sez,20580000000,india, 836,9
biomarin pharmaceutical,20580000000,usa, 837,110
swedbank,20560000000,sweden, 838,18
china tower,20510000000,china, 839,0
steris,20470000000,ireland, 840,205
hewlett packard enterprise,20440000000,usa, 841,15
atlantia,20440000000,italy, 842,24
straumann,20440000000,switzerland, 843,128
insulet,20430000000,usa, 844,294
wheaton precious metals,20430000000,canada, 845,45
marubeni,20420000000,japan, 846,11
edp group,20380000000,portugal, 847,5
huntington bancshares,20360000000,usa, 848,14
cathay financial holding,20340000000,taiwan, 849,1
zoom,20310000000,usa, 850,69
citizens financial group,20310000000,usa, 851,41
longfor group,20300000000,china, 852,3
church & dwight,20280000000,usa, 853,83
nippon paint,20280000000,japan, 854,8
h&m,20250000000,sweden, 855,12
orix,20220000000,japan, 856,86
coterra energy,20200000000,usa, 857,25
ntpc limited,20130000000,india, 858,2
waters corporation,20120000000,usa, 859,338
fortis,20050000000,canada, 860,41
china railway group,20010000000,china, 861,0
pembina pipeline,19930000000,canada, 862,36
cardinal health,19870000000,usa, 863,75
shiseido,19870000000,japan, 864,49
xylem,19850000000,usa, 865,110
epam systems,19840000000,usa, 866,345
ventas,19690000000,usa, 867,49
nexon,19670000000,japan, 868,22
the saudi british bank,19650000000,saudi arabia, 869,9
copel,19640000000,brazil, 870,7
nan ya plastics,19640000000,taiwan, 871,2
united microelectronics,19640000000,taiwan, 872,7
j b hunt,19610000000,usa, 873,189
mahin& mahindra,19590000000,india, 874,16
hologic,19580000000,usa, 875,79
dover,19550000000,usa, 877,139
ez group,19550000000,, 878,36
aker bp,19520000000,norway, 879,30
ericsson,19510000000,sweden, 880,5
northern trust,19450000000,usa, 881,93
invitation homes,19350000000,usa, 882,31
essity,19330000000,sweden, 883,27
upm-kymmene,19240000000,finland, 884,36
west pharmaceutical,19210000000,usa, 885,259
wilmar international,19210000000,singapore, 886,3
powergrid corporation of india,19160000000,india, 887,2
m3 inc,19100000000,japan, 888,28
posco,19060000000,south korea, 889,62
tata motors,19050000000,india, 890,24
legal & general,19030000000,uk, 891,3
mengniu dairy,18990000000,china, 892,4
align technology,18980000000,usa, 893,243
steel dynamics,18960000000,usa, 894,108
centerpoint energy,18950000000,usa, 895,30
teledyne,18940000000,usa, 896,404
spotify,18900000000,sweden, 897,97
china southern airlines,18900000000,china, 898,34
icon plc,18890000000,ireland, 899,231
cp all,18840000000,thailand, 900,2
celltrion,18820000000,south korea, 901,131
paycom,18810000000,usa, 902,313
kanzhun,18770000000,china, 903,24
clp group,18760000000,hong kong, 904,7
nippon steel,18730000000,japan, 905,20
sgs,18690000000,switzerland, 906,2
george weston,18680000000,canada, 907,129
sun communities,18670000000,usa, 908,147
nio,18670000000,china, 909,11
monolithic power systems,18670000000,usa, 910,397
eisai,18630000000,japan, 911,64
formosa plastics,18620000000,taiwan, 912,2
markel,18560000000,usa, 913,1
garmin,18560000000,switzerland, 914,96
w r berkley,18560000000,usa, 915,69
wabtec,18520000000,usa, 916,101
incyte,18500000000,usa, 917,83
tata steel,18480000000,india, 918,1
mid-america apartment communities,18440000000,usa, 919,155
centrais electricas brasileiras,18430000000,brazil, 920,7
brookfield renewable partners,18390000000,, 921,28
henderson land development,18380000000,hong kong, 922,3
ka,18360000000,japan, 923,40
hindustan zinc,18350000000,india, 924,4
warner music group,18350000000,usa, 925,35
hong kong and china gas,18350000000,hong kong, 926,0
toyota industries,18310000000,japan, 927,58
best buy,18290000000,usa, 928,82
ball corporation,18270000000,usa, 929,58
magna international,18250000000,canada, 930,63
porsche se,18230000000,germany, 931,59
geberit,18190000000,switzerland, 932,526
zte,18160000000,china, 933,4
advanced info service ais,18140000000,thailand, 934,6
conagra brands,18100000000,usa, 935,37
kyocera,18070000000,japan, 936,50
pinterest,18040000000,usa, 937,26
wharf reic,18030000000,hong kong, 938,5
guotai junan securities,18030000000,china, 939,2
kb financial group,18010000000,south korea, 940,46
cenergy,17990000000,usa, 941,62
shinhan financial group,17990000000,south korea, 942,35
aes,17980000000,usa, 943,26
darden restaurants,17930000000,usa, 944,147
renesas electronics,17900000000,japan, 945,10
exor,17890000000,netherlands, 946,77
first solar,17890000000,usa, 947,167
take 2 interactive,17880000000,usa, 948,106
lpl financial,17850000000,usa, 949,224
nu holdings,17850000000,brazil, 950,3
snam,17830000000,italy, 951,5
rollins,17780000000,usa, 952,36
icahn enterprises,17740000000,usa, 953,52
dollarama,17720000000,canada, 954,61
tsingtao,17700000000,china, 955,15
amcor,17680000000,switzerland, 956,11
vantage towers,17660000000,germany, 957,34
lasertec,17650000000,japan, 958,195
marathon oil,17650000000,usa, 959,27
saudi arabian fertilizer company,17620000000,saudi arabia, 960,37
china merchants securities,17600000000,china, 961,2
clorox,17580000000,usa, 962,142
chongqing changan,17560000000,china, 963,2
associated british foods,17550000000,uk, 964,22
huatai securities,17540000000,china, 965,19
china communications construction,17540000000,china, 966,1
swiss life,17520000000,switzerland, 967,580
rocket companies,17500000000,usa, 968,8
power corporation of canada,17500000000,canada, 969,26
chewy,17490000000,usa, 970,41
brown & brown,17480000000,usa, 971,61
w p carey,17460000000,usa, 972,83
otsuka holdings,17450000000,japan, 973,32
danske bank,17430000000,denmark, 974,20
idex,17430000000,usa, 975,231
ubiquiti,17410000000,usa, 976,288
perkinelmer,17400000000,usa, 977,137
blue owl capital,17400000000,usa, 978,12
3i group,17390000000,uk, 979,17
expedia group,17370000000,usa, 980,111
molina healthcare,17370000000,usa, 981,297
mitsui fudosan,17360000000,japan, 982,18
live nation,17340000000,usa, 983,75
fresenius,17320000000,germany, 984,30
tourmaline oil,17310000000,canada, 985,51
link reit,17310000000,hong kong, 986,8
kubota,17280000000,japan, 987,14
svb financial group,17240000000,usa, 988,291
coal india,17210000000,india, 989,2
broadridge financial solutions,17210000000,usa, 990,146
alinma bank,17200000000,saudi arabia, 991,8
abiomed,17180000000,usa, 992,381
ms&ad insurance,17160000000,japan, 993,32
targa resources,17120000000,usa, 994,75
bollore,17100000000,france, 995,5
omnicom,17079999999,usa, 996,83
publicis groupe,17079999999,france, 997,67
expeditors,16980000000,usa, 998,106
santos,16960000000,australia, 999,5
ajinomoto,16960000000,japan, 1000,31
cf industries,16960000000,usa, 1001,86
cooper companies,16960000000,usa, 1002,343
royalty pharma,16899999999,uk, 1003,38
zscaler,16890000000,usa, 1004,117
mitsubishi estate,16870000000,japan, 1005,12
pkn orlen,16770000000,poland, 1006,14
hyone,16730000000,canada, 1007,27
ems-chemie,16719999999,switzerland, 1008,715
asm international,16710000000,netherlands, 1009,322
aeon,16700000000,japan, 1010,19
fox corporation,16700000000,usa, 1011,29
standard bank group,16700000000,south africa, 1012,10
tradeweb,16690000000,usa, 1013,72
china merchants shekou industrial zone,16680000000,china, 1014,2
swire properties,16660000000,hong kong, 1015,2
abu dhabi commercial bank adcb,16629999999,united arab emirates, 1016,2
itausa,16590000000,brazil, 1017,1
swedish match,16590000000,sweden, 1018,10
bank of jiangsu,16570000000,china, 1019,1
norsk hydro,16570000000,norway, 1020,8
etsy,16559999999,usa, 1021,131
quest diagnostics,16559999999,usa, 1022,145
check point software,16510000000,israel, 1023,131
texas pacific land trust,16510000000,usa, 1024,2
skyworks solutions,16500000000,usa, 1025,103
solaredge,16469999999,israel, 1026,294
avangrid,16450000000,usa, 1027,42
bank of nanjing,16450000000,china, 1028,1
moncler,16360000000,italy, 1029,60
the mosaic company,16340000000,usa, 1030,48
swatch,16329999999,switzerland, 1031,326
china eastern airlines,16300000000,china, 1032,20
teleperformance,16290000000,france, 1033,272
keycorp keybank,16270000000,usa, 1034,17
suzuki motor,16270000000,japan, 1035,33
asahi group,16270000000,japan, 1036,32
omv,16260000000,, 1037,49
factset,16200000000,usa, 1039,423
brookfield infrastructure partners,16190000000,, 1040,35
formula one group,16170000000,usa, 1041,70
united airlines holdings,16160000000,usa, 1042,49
fmc,16140000000,usa, 1043,128
cincinnati financial,16140000000,usa, 1044,102
ucb,16129999999,belgium, 1045,84
hai di lao hot pot,16129999999,china, 1046,2
snap,16110000000,usa, 1047,9
terna,16079999999,italy, 1048,7
royal caribbean,16070000000,usa, 1049,62
siemens energy,16050000000,germany, 1050,20
nvr,16050000000,usa, 1051,5
hubspot,16020000000,usa, 1052,329
howmet aerospace,16010000000,usa, 1053,38
coles group,15990000000,australia, 1054,11
wsp global,15980000000,canada, 1055,128
sbi life insurance,15960000000,india, 1056,15
synchrony,15950000000,usa, 1057,35
china steel,15940000000,taiwan, 1058,1
symrise,15930000000,germany, 1059,114
atmos energy,15930000000,usa, 1060,113
jm smucker company,15880000000,usa, 1061,148
rentokil initial,15840000000,uk, 1062,31
first quantum minerals,15800000000,canada, 1063,22
bt group,15790000000,uk, 1064,1
astra international,15770000000,indonesia, 1065,0
hyundai mobis,15730000000,south korea, 1066,169
pchem petronas chemicals group,15680000000,malaysia, 1067,1
hdfc life,15620000000,india, 1068,7
daiwa house,15610000000,japan, 1069,23
campbell soup,15580000000,usa, 1070,52
aeroports de paris,15520000000,france, 1071,154
ase group,15520000000,taiwan, 1072,7
avantor,15520000000,usa, 1073,23
geely,15500000000,china, 1074,1
huazhu hotels,15460000000,china, 1075,48
aercap,15450000000,ireland, 1076,62
avery dennison,15420000000,usa, 1077,190
abu dhabi national oil company adnoc,15410000000,united arab emirates, 1078,1
prada,15400000000,italy, 1079,6
ptc,15350000000,usa, 1080,129
zebra technologies,15330000000,usa, 1081,297
xero,15240000000,new zealand, 1082,50
aviva,15220000000,uk, 1083,5
jde peet's,15210000000,netherlands, 1084,30
coca-cola femsa,15200000000,mexico, 1085,70
jacobs engineering,15200000000,usa, 1086,120
teradyne,15190000000,usa, 1087,97
aristocrat,15170000000,australia, 1088,23
toshiba,15160000000,japan, 1089,35
shimano,15160000000,japan, 1090,167
fairfax financial,15150000000,canada, 1091,606
vedanta,15130000000,india, 1092,4
arca continental,15110000000,mexico, 1093,8
china railway construction,15070000000,china, 1094,1
iron mountain,15060000000,usa, 1095,51
pidilite,15030000000,india, 1096,29
franklin resources,15020000000,usa, 1097,30
sunny optical,15010000000,china, 1098,13
sonova,15010000000,switzerland, 1099,245
ctbc financial holding,15000000000,taiwan, 1100,0
mgm resorts,14990000000,usa, 1101,39
cloudflare,14980000000,usa, 1102,45
gac guangzhou automobile group,14980000000,china, 1103,1
tryg,14980000000,denmark, 1104,23
philips,14950000000,netherlands, 1105,16
lkq corporation,14950000000,usa, 1106,55
splunk,14830000000,usa, 1107,90
almarai,14820000000,saudi arabia, 1108,14
dassault aviation,14790000000,france, 1109,178
sompo holdings,14740000000,japan, 1110,44
erste group bank,14740000000,, 1111,35
mfhc,14730000000,taiwan, 1112,1
inpex,14710000000,japan, 1113,11
telenor,14690000000,norway, 1114,10
fleetcor,14650000000,usa, 1115,198
gen digital,14610000000,usa, 1116,22
palantir,14600000000,usa, 1117,7
bunge,14590000000,usa, 1118,97
south32,14550000000,australia, 1119,3
bangkok dusit medical services bdms,14540000000,thailand, 1120,0
westlake chemical,14520000000,usa, 1121,113
nomura research institute,14520000000,japan, 1122,24
sasa polyester,14520000000,turkey, 1123,6
mtn group,14500000000,south africa, 1124,8
b3,14490000000,brazil, 1125,2
apache corporation,14490000000,usa, 1126,45
