name,market_capitalization_usd,price,country
bancfirst,2790000000,85.0,usa
forward air,2790000000,105.0,usa
grocery outlet,2790000000,29.0,usa
timken india,2790000000,37.0,india
capstone copper,2790000000,4.0,canada
nextdc,2790000000,6.0,australia
marel,2780000000,4.0,iceland
evergrande,2780000000,0.0,china
equity commonwealth,2780000000,25.0,usa
sumitomo dainippon pharma,2780000000,7.0,japan
epr properties,2780000000,37.0,usa
site centers,2770000000,13.0,usa
pacwest bancorp,2770000000,24.0,usa
ingevity,2770000000,74.0,usa
prothena,2760000000,54.0,ireland
hannon armstrong,2760000000,31.0,usa
zee entertainment,2760000000,3.0,india
ct reit,2760000000,12.0,canada
liberty energy,2760000000,15.0,usa
corporacion financiera alba,2760000000,47.0,spain
viva energy,2760000000,2.0,australia
tripadvisor,2760000000,20.0,usa
altarea,2750000000,137.0,france
walker & dunlop,2750000000,83.0,usa
dixon technologies,2750000000,46.0,india
vidrala,2750000000,91.0,spain
skf india,2750000000,56.0,india
patterson companies,2740000000,28.0,usa
mercury systems,2740000000,47.0,usa
allreal holding,2740000000,166.0,switzerland
rubis,2740000000,27.0,france
oil india,2740000000,3.0,india
evolent health,2740000000,27.0,usa
bank jago,2740000000,0.0,indonesia
nerolac paints,2730000000,5.0,india
first capital reit,2730000000,13.0,canada
korn ferry,2730000000,52.0,usa
amot investment,2730000000,6.0,israel
atlantic union bankshares,2720000000,37.0,usa
werner enterprises,2720000000,43.0,usa
hisense visual technology,2720000000,2.0,china
aksa energy,2720000000,2.0,turkey
mitra keluarga,2720000000,0.0,indonesia
cogeco,2720000000,60.0,canada
bausch health,2720000000,7.0,canada
cno financial group,2720000000,24.0,usa
abcellera,2720000000,10.0,canada
makkah construction & development,2720000000,17.0,s. arabia
viasat,2710000000,36.0,usa
relaxo footwear,2710000000,11.0,india
harmonic drive systems,2700000000,29.0,japan
group 1 automotive,2700000000,186.0,usa
lic housing finance,2690000000,5.0,india
boise cascade,2690000000,68.0,usa
shoals technologies,2690000000,23.0,usa
brink's,2690000000,58.0,usa
jk cement,2680000000,35.0,india
cal-maine foods,2680000000,55.0,usa
joyy,2680000000,38.0,china
nordstrom,2680000000,17.0,usa
park hotels & resorts,2680000000,12.0,usa
amedisys,2680000000,83.0,usa
simcorp,2670000000,68.0,denmark
kulicke and soffa industries,2670000000,47.0,singapore
computacenter,2670000000,23.0,uk
maxlinear,2660000000,34.0,usa
alvotech,2660000000,11.0,iceland
helen of troy,2660000000,111.0,usa
idorsia,2660000000,15.0,switzerland
synlab,2660000000,12.0,germany
coca-cola icecek,2660000000,10.0,turkey
shapir civil and marine engineering,2660000000,7.0,israel
guardant health,2650000000,26.0,usa
keywords studios,2650000000,34.0,ireland
dorman products,2650000000,85.0,usa
installed building products,2650000000,93.0,usa
jet2,2650000000,12.0,uk
port of tauranga,2650000000,4.0,new zealand
iveric bio,2640000000,20.0,usa
highpeak energy,2640000000,23.0,usa
adapthealth,2640000000,20.0,usa
stepstone group,2640000000,26.0,usa
alm brand,2640000000,2.0,denmark
acerinox,2640000000,10.0,spain
energizer holdings,2630000000,37.0,usa
easterly government properties,2630000000,15.0,usa
bankunited,2630000000,34.0,usa
aarti industries,2630000000,7.0,india
focus financial partners,2630000000,40.0,usa
petco,2620000000,10.0,usa
macerich,2620000000,12.0,usa
affirm,2620000000,9.0,usa
ermenegildo zegna,2620000000,11.0,italy
ipca laboratories,2620000000,10.0,india
alsok,2620000000,26.0,japan
victoria's secret & co,2620000000,32.0,usa
international distributions services royal mail,2620000000,3.0,uk
punjab & sind bank,2610000000,0.0,india
bgf retail,2610000000,150.0,s. korea
progyny,2610000000,28.0,usa
fonterra,2610000000,2.0,new zealand
immunocore,2610000000,55.0,uk
spin master,2610000000,25.0,canada
innospec,2610000000,105.0,usa
doosan bobcat,2610000000,26.0,s. korea
crisil,2600000000,36.0,india
pegasus airlines,2600000000,26.0,turkey
hub group,2600000000,78.0,usa
flywire,2600000000,24.0,usa
kumho petrochemical,2600000000,100.0,s. korea
fortis healthcare,2600000000,3.0,india
myovant sciences,2600000000,27.0,uk
new india assurance,2600000000,2.0,india
the navigator company,2600000000,4.0,portugal
vector limited,2590000000,3.0,new zealand
arcosa,2590000000,54.0,usa
hensoldt,2590000000,25.0,germany
grindwell norton,2590000000,23.0,india
genworth financial,2590000000,5.0,usa
hanesbrands,2590000000,7.0,usa
ultrapar participacoes,2590000000,2.0,brazil
irhythm,2580000000,86.0,usa
bachoco,2580000000,51.0,mexico
mge energy,2580000000,71.0,usa
rand merchant investment,2580000000,2.0,south africa
vitesco technologies group,2580000000,65.0,germany
mirati therapeutics,2580000000,45.0,usa
lci industries,2580000000,102.0,usa
lithium americas,2580000000,19.0,canada
gohealth,2580000000,12.0,usa
bayer crop science,2570000000,57.0,india
tohoku electric power,2570000000,5.0,japan
alliance resource partners,2570000000,20.0,usa
spectrum brands,2560000000,63.0,usa
trigano,2560000000,128.0,france
arch resources,2550000000,142.0,usa
xerox,2550000000,16.0,usa
pick n pay stores,2550000000,3.0,south africa
pierer mobility,2550000000,75.0,austria
varonis,2550000000,23.0,usa
immunovant,2540000000,20.0,usa
big yellow group,2540000000,14.0,uk
vivint smart home,2540000000,12.0,usa
freenet,2540000000,23.0,germany
cvent,2540000000,5.0,usa
first merchants corporation,2540000000,43.0,usa
konecranes,2540000000,32.0,finland
cembra money bank,2530000000,85.0,switzerland
certara,2530000000,16.0,usa
primo water,2530000000,16.0,usa
resideo technologies,2530000000,17.0,usa
kadokawa,2530000000,18.0,japan
worthington industries,2530000000,52.0,usa
bata india,2520000000,20.0,india
durr,2520000000,36.0,germany
h&r reit,2520000000,9.0,canada
bank of maharashtra,2520000000,0.0,india
hang lung group,2520000000,2.0,hong kong
apollo tyres,2520000000,4.0,india
filo mining,2520000000,21.0,canada
red rock resorts,2520000000,43.0,usa
travis perkins,2520000000,12.0,uk
northern oil and gas,2510000000,30.0,usa
encore wire,2510000000,137.0,usa
metcash,2510000000,3.0,australia
tianjin faw,2510000000,0.0,china
alarmcom,2510000000,50.0,usa
excelerate energy,2510000000,23.0,usa
pb fintech,2510000000,6.0,india
asana,2500000000,12.0,usa
insmed,2500000000,19.0,usa
allied properties reit,2500000000,20.0,canada
devyani international,2500000000,2.0,india
otter tail,2500000000,60.0,usa
keppel reit,2500000000,1.0,singapore
globalstar,2500000000,1.0,usa
safestore,2490000000,11.0,uk
extreme networks,2490000000,19.0,usa
freshpet,2490000000,52.0,usa
nova measuring instruments,2490000000,87.0,israel
gibson energy,2490000000,17.0,canada
corvel corporation,2480000000,144.0,usa
dunelm group,2480000000,12.0,uk
viavi solutions,2480000000,11.0,usa
life time group,2480000000,13.0,usa
ansell,2470000000,19.0,australia
kunlun tech,2470000000,2.0,china
balfour beatty,2470000000,4.0,uk
vermilion energy,2470000000,15.0,canada
frontline,2470000000,11.0,bermuda
vicor,2470000000,56.0,usa
teamviewer,2470000000,13.0,germany
transalta,2460000000,9.0,canada
piper sandler,2460000000,138.0,usa
wh smith,2460000000,19.0,uk
sd biosensor,2450000000,24.0,s. korea
zain saudi arabia,2450000000,3.0,s. arabia
quantumscape,2450000000,6.0,usa
privia health group,2450000000,22.0,usa
lundin gold,2450000000,10.0,canada
qinetiq,2450000000,4.0,uk
mdc holdings,2450000000,34.0,usa
mcgrath rentcorp,2450000000,101.0,usa
amylyx pharmaceuticals,2450000000,37.0,usa
compania cervecerias unidas,2440000000,13.0,chile
sjw group,2440000000,81.0,usa
dana,2440000000,17.0,usa
innergex renewable energy,2440000000,12.0,canada
steve madden,2440000000,31.0,usa
laurus labs,2430000000,5.0,india
darktrace,2430000000,3.0,uk
price group,2430000000,10.0,south africa
mandarin oriental,2420000000,2.0,hong kong
covivio hotels,2420000000,16.0,france
independent bank group,2420000000,59.0,usa
netlink trust,2410000000,1.0,singapore
kemira,2410000000,16.0,finland
alpha metallurgical resources,2410000000,152.0,usa
first financial bank,2410000000,25.0,usa
britvic,2410000000,9.0,uk
matson,2410000000,64.0,usa
also holding,2410000000,188.0,switzerland
holly energy partners,2410000000,19.0,usa
canadian solar,2410000000,36.0,canada
tronox,2410000000,16.0,usa
ebro foods,2400000000,16.0,spain
itron,2400000000,53.0,usa
braze,2400000000,25.0,usa
genus,2400000000,37.0,uk
gestamp automocion,2390000000,4.0,spain
perficient,2390000000,69.0,usa
buckle,2390000000,48.0,usa
sage therapeutics,2390000000,40.0,usa
united industrial corporation,2390000000,2.0,singapore
kingnet network,2390000000,1.0,china
beach energy,2390000000,1.0,australia
stepan company,2390000000,108.0,usa
xenon pharmaceuticals,2390000000,38.0,canada
first majestic silver,2380000000,9.0,canada
hatsun agro products,2380000000,11.0,india
sotera health,2380000000,8.0,usa
endurance technologies,2380000000,17.0,india
champion reit,2380000000,0.0,hong kong
kontoor brands,2380000000,43.0,usa
st joe company,2380000000,41.0,usa
leslie's,2380000000,13.0,usa
brady,2380000000,48.0,usa
kpit technologies,2380000000,9.0,india
elekta ab,2370000000,6.0,sweden
verint systems,2370000000,36.0,usa
sats,2370000000,2.0,singapore
hayward,2370000000,11.0,usa
harmony gold,2360000000,4.0,south africa
arbor realty trust,2360000000,14.0,usa
cbiz,2360000000,47.0,usa
lgi homes,2360000000,101.0,usa
sma solar technology,2360000000,68.0,germany
jetblue airways,2350000000,7.0,usa
giant network group,2350000000,1.0,china
kindred group,2350000000,11.0,malta
osisko gold royalties,2350000000,13.0,canada
acer,2350000000,1.0,taiwan
multiplan empreendimentos imobiliarios,2350000000,4.0,brazil
john wiley & sons,2350000000,42.0,usa
mallplaza,2350000000,1.0,chile
casio,2350000000,10.0,japan
national health investors,2350000000,54.0,usa
compagnie plastic omnium,2350000000,16.0,france
e-l financial,2340000000,661.0,canada
urban outfitters,2340000000,25.0,usa
fannie mae,2340000000,3.0,usa
united natural foods,2340000000,39.0,usa
uniqa insurance group,2340000000,8.0,austria
olink holding,2340000000,20.0,sweden
maple leaf foods,2340000000,19.0,canada
digitalocean,2340000000,24.0,usa
permata bank,2340000000,0.0,indonesia
fletcher building,2330000000,3.0,new zealand
axos financial,2330000000,39.0,usa
omnicell,2330000000,52.0,usa
kws,2330000000,70.0,germany
cedar fair,2330000000,43.0,usa
golar lng,2330000000,22.0,bermuda
enpro industries,2320000000,112.0,usa
weber,2320000000,8.0,usa
columbia bank,2320000000,30.0,usa
netscout,2320000000,32.0,usa
park national corp,2310000000,143.0,usa
gentherm,2310000000,70.0,usa
millicom,2310000000,14.0,luxembourg
jinko solar,2310000000,46.0,china
hays plc,2310000000,1.0,uk
weis markets,2310000000,86.0,usa
kainos group,2300000000,19.0,uk
piramal enterprises,2300000000,10.0,india
whirlpool india,2300000000,18.0,india
esco technologies,2300000000,89.0,usa
navient,2300000000,17.0,usa
aeon reit investment,2300000000,1127.0,japan
osterreichische post,2300000000,34.0,austria
ssp group,2290000000,3.0,uk
kimbell royalty partners,2290000000,16.0,usa
opc energy,2290000000,10.0,israel
appian,2290000000,32.0,usa
gerresheimer,2290000000,73.0,germany
sun tv network,2290000000,6.0,india
grainger plc,2290000000,3.0,uk
bavarian nordic,2290000000,32.0,denmark
softwareone,2280000000,15.0,switzerland
integer holdings,2280000000,69.0,usa
chorus,2280000000,5.0,new zealand
baytex energy,2280000000,4.0,canada
novagold resources,2280000000,7.0,canada
cyfrowy polsat,2280000000,4.0,poland
pan ocean,2280000000,4.0,s. korea
jumbo sa,2280000000,16.0,greece
office depot,2280000000,50.0,usa
ashmore group,2280000000,3.0,uk
sl green realty,2270000000,35.0,usa
bowlero,2270000000,14.0,usa
arconic,2270000000,22.0,usa
dream industrial reit,2270000000,9.0,canada
1&1,2270000000,13.0,germany
frontier airlines,2270000000,10.0,usa
siltronic,2260000000,76.0,germany
prestige group,2260000000,6.0,india
solaria energia,2260000000,18.0,spain
lightspeed pos,2250000000,15.0,canada
distell group,2250000000,10.0,south africa
sitime,2250000000,105.0,usa
visera technologies,2250000000,7.0,taiwan
four corners property trust,2240000000,27.0,usa
golub capital,2240000000,13.0,usa
emami,2240000000,5.0,india
rogers corporation,2240000000,119.0,usa
interroll,2240000000,2739.0,switzerland
townebank,2240000000,31.0,usa
wesbanco,2240000000,38.0,usa
progress software,2230000000,52.0,usa
callon petroleum,2230000000,36.0,usa
inficon,2230000000,914.0,switzerland
tricon residential,2230000000,8.0,canada
kajaria ceramics,2230000000,14.0,india
lal pathlabs,2230000000,27.0,india
swissquote,2230000000,149.0,switzerland
nuvasive,2230000000,43.0,usa
boral,2220000000,2.0,australia
aag,2220000000,8.0,austria
oc oerlikon,2220000000,7.0,switzerland
sonos,2220000000,18.0,usa
corcept therapeutics,2220000000,21.0,usa
mgp ingredients,2210000000,101.0,usa
artisan partners,2210000000,33.0,usa
berner kantonalbank,2200000000,239.0,switzerland
fisker,2200000000,7.0,usa
sabre,2200000000,7.0,usa
blue dart express,2200000000,93.0,india
biocryst pharmaceuticals,2200000000,12.0,usa
jbg smith,2200000000,19.0,usa
stella-jones,2190000000,37.0,canada
topaz energy,2190000000,15.0,canada
evertec,2190000000,34.0,usa
tiger brands,2190000000,13.0,south africa
nexpoint residential,2190000000,43.0,usa
flsmidth,2190000000,39.0,denmark
wd-40 company,2180000000,161.0,usa
wafd bank,2180000000,33.0,usa
kennedy wilson,2180000000,16.0,usa
trinity industries,2180000000,27.0,usa
cracker barrel,2180000000,98.0,usa
jamf,2180000000,18.0,usa
renew power,2170000000,5.0,india
barnes group,2170000000,43.0,usa
banner bank,2170000000,64.0,usa
iren,2170000000,2.0,italy
triple flag precious metals,2160000000,14.0,canada
aerovironment,2160000000,86.0,usa
sylvamo,2160000000,49.0,usa
micro focus,2160000000,6.0,uk
outokumpu,2160000000,5.0,finland
altice usa,2160000000,5.0,usa
glaukos,2150000000,45.0,usa
kadant,2150000000,185.0,usa
itau corpbanca,2140000000,3.0,chile
ihs towers,2140000000,6.0,uk
gms,2140000000,52.0,usa
shimao property,2140000000,1.0,hong kong
torm,2140000000,26.0,uk
efes beverage group,2140000000,4.0,turkey
six flags,2140000000,26.0,usa
elkem,2140000000,3.0,norway
win semiconductors,2140000000,5.0,taiwan
nu skin,2130000000,43.0,usa
nexgen energy,2130000000,4.0,canada
trustmark,2130000000,35.0,usa
delek logistics partners,2130000000,49.0,usa
krystal biotech,2130000000,83.0,usa
korea gas,2130000000,25.0,s. korea
chesapeake utilities,2130000000,120.0,usa
pagerduty,2130000000,24.0,usa
supernus pharmaceuticals,2120000000,39.0,usa
atricure,2120000000,46.0,usa
mvv energie,2120000000,32.0,germany
prosiebensat1 media,2120000000,9.0,germany
landisgyr,2120000000,74.0,switzerland
enerjisa enerji,2120000000,2.0,turkey
liontown resources,2120000000,1.0,australia
ttec,2110000000,45.0,usa
crombie real estate investment trust,2110000000,12.0,canada
nextier oilfield,2110000000,9.0,usa
claros mortgage trust,2110000000,15.0,usa
gudang garam,2100000000,1.0,indonesia
iifl finance,2100000000,6.0,india
nos,2100000000,4.0,portugal
jfrog,2100000000,21.0,usa
sitio royalties,2100000000,26.0,usa
spirit airlines,2100000000,19.0,usa
verra mobility,2090000000,14.0,usa
iveco group,2090000000,6.0,italy
akero therapeutics,2090000000,45.0,usa
cricut,2090000000,9.0,usa
joby aviation,2090000000,3.0,usa
cavco industries,2090000000,235.0,usa
kennametal,2090000000,26.0,usa
consol energy,2080000000,60.0,usa
strategic education,2080000000,85.0,usa
netwealth,2080000000,9.0,australia
londonmetric property,2080000000,2.0,uk
bharat dynamics,2080000000,11.0,india
international games system,2070000000,15.0,taiwan
minerals technologies,2070000000,64.0,usa
compugroup medical,2070000000,40.0,germany
aareal bank,2070000000,35.0,germany
american assets trust,2070000000,27.0,usa
netcompany group,2070000000,42.0,denmark
patria investments,2070000000,14.0,cayman islands
embraer,2070000000,11.0,brazil
fine organics,2070000000,68.0,india
corbion,2070000000,35.0,netherlands
alignment healthcare,2060000000,11.0,usa
tata teleservices,2060000000,1.0,india
renasant corp,2060000000,37.0,usa
blackberry,2060000000,4.0,canada
celldex therapeutics,2060000000,44.0,usa
pactiv evergreen,2060000000,12.0,usa
carborundum universal,2060000000,11.0,india
canada goose,2060000000,19.0,canada
buenaventura mining company,2060000000,8.0,peru
griffon corporation,2050000000,36.0,usa
dermapharm,2050000000,38.0,germany
winpak,2050000000,32.0,canada
zim integrated shipping services,2050000000,17.0,israel
edgewell personal care,2050000000,40.0,usa
silicon motion,2050000000,62.0,hong kong
playtech,2050000000,7.0,isle of man
bread financial,2040000000,41.0,usa
agiliti,2040000000,15.0,usa
ramco cements,2040000000,9.0,india
nv5 global,2040000000,131.0,usa
catalyst pharmaceuticals,2030000000,20.0,usa
tri pointe group,2030000000,20.0,usa
jeudan,2030000000,37.0,denmark
eve air mobility,2030000000,8.0,usa
cranswick,2030000000,38.0,uk
coface,2020000000,14.0,france
sunnova,2020000000,18.0,usa
orange polska,2020000000,2.0,poland
doosan fuel cell,2020000000,24.0,s. korea
sprinklr,2020000000,8.0,usa
future plc,2020000000,17.0,uk
banco macro,2020000000,18.0,argentina
gogo inflight internet,2010000000,16.0,usa
mercury general,2010000000,36.0,usa
first advantage,2010000000,13.0,usa
spirent,2010000000,3.0,uk
close brothers group,2010000000,13.0,uk
star bulk carriers,2010000000,20.0,greece
insistemas,2010000000,11.0,spain
canfor,2000000000,16.0,canada
flagstar bank,2000000000,38.0,usa
rocket lab,2000000000,4.0,usa
philip morris cr,2000000000,729.0,czech republic
shutterstock,1990000000,56.0,usa
sunstone hotel investors,1990000000,10.0,usa
ninety one group,1990000000,2.0,south africa
rpc,1990000000,9.0,usa
yelp,1990000000,29.0,usa
fortress transportation,1990000000,20.0,usa
revolution medicines,1980000000,22.0,usa
heartland financial usa,1980000000,47.0,usa
green thumb industries,1980000000,8.0,usa
baywa,1980000000,58.0,germany
comfortdelgro,1980000000,1.0,singapore
assura plc,1970000000,1.0,uk
paradox interactive,1970000000,19.0,sweden
amc entertainment,1970000000,4.0,usa
contourglobal,1970000000,3.0,uk
peptidream,1960000000,15.0,japan
delek group,1960000000,107.0,israel
befesa,1960000000,49.0,luxembourg
hilltop holdings,1960000000,30.0,usa
plus500,1960000000,21.0,israel
brigham minerals,1960000000,33.0,usa
central garden & pet,1960000000,38.0,usa
rxo,1960000000,17.0,usa
redrow,1960000000,6.0,uk
seacoast banking,1960000000,32.0,usa
ci financial,1950000000,11.0,canada
shake shack,1950000000,46.0,usa
entra,1950000000,11.0,norway
stonex group,1950000000,96.0,usa
the foschini group,1950000000,6.0,south africa
laboratorios farmaceuticos rovi,1940000000,38.0,spain
us cellular,1940000000,23.0,usa
trupanion,1940000000,48.0,usa
turkiye kalknma,1940000000,1.0,turkey
momo,1940000000,10.0,china
newmark,1940000000,8.0,usa
pricesmart,1940000000,63.0,usa
expro group,1940000000,18.0,usa
enlight renewable energy,1940000000,2.0,israel
semtech,1930000000,30.0,usa
ironwood pharmaceuticals,1930000000,13.0,usa
basic-fit,1930000000,29.0,netherlands
vector group,1930000000,12.0,usa
rhythm pharmaceuticals,1920000000,34.0,usa
safehold,1920000000,31.0,usa
silk road medical,1920000000,51.0,usa
allscripts,1920000000,18.0,usa
brf,1920000000,2.0,brazil
rapid7,1920000000,32.0,usa
electra,1920000000,501.0,israel
stelco,1910000000,35.0,canada
iifl wealth management,1910000000,22.0,india
goodrx,1910000000,5.0,usa
masonite,1910000000,86.0,usa
agilysys,1910000000,76.0,usa
alfen,1910000000,87.0,netherlands
verona pharma,1910000000,25.0,uk
usa compression partners,1910000000,20.0,usa
altus group,1900000000,43.0,canada
air transport services group,1900000000,26.0,usa
breville group,1900000000,13.0,australia
empire state realty trust,1900000000,7.0,usa
burford capital,1900000000,9.0,guernsey
software ag,1900000000,26.0,germany
retail opportunity investments,1900000000,15.0,usa
relay therapeutics,1900000000,16.0,usa
bloomin' brands,1900000000,22.0,usa
pacific biosciences,1890000000,8.0,usa
compass minerals,1890000000,46.0,usa
constellium,1890000000,13.0,france
telenet,1890000000,18.0,belgium
signa sports united,1890000000,5.0,germany
victory capital,1890000000,28.0,usa
carpenter technology,1880000000,39.0,usa
rumble,1880000000,7.0,usa
icf international,1880000000,100.0,usa
remitly,1880000000,11.0,usa
tanger factory outlet centers,1880000000,18.0,usa
green plains,1870000000,32.0,usa
csw industrials,1870000000,121.0,usa
farfetch,1870000000,5.0,uk
vertex,1870000000,12.0,usa
toho gas,1870000000,18.0,japan
eutelsat,1870000000,7.0,france
hornbach baumarkt,1870000000,59.0,germany
earthstone energy,1860000000,13.0,usa
pigeon,1860000000,16.0,japan
lakeland financial corp,1860000000,74.0,usa
materion,1860000000,91.0,usa
forgerock,1860000000,22.0,usa
auto1,1860000000,9.0,germany
dave & buster's,1860000000,39.0,usa
krispy kreme,1860000000,11.0,usa
csg international,1860000000,59.0,usa
rws holdings,1860000000,5.0,uk
pampa energia,1860000000,33.0,argentina
americanas,1860000000,2.0,brazil
credo technology,1850000000,13.0,usa
fibrogen,1850000000,20.0,usa
pagegroup,1850000000,6.0,uk
wabco india,1850000000,98.0,india
caretrust reit,1850000000,19.0,usa
formfactor,1850000000,24.0,usa
enterprise financial services corp,1850000000,50.0,usa
arcbest,1850000000,76.0,usa
nustar energy,1850000000,17.0,usa
ingles markets,1850000000,97.0,usa
microstrategy,1850000000,160.0,usa
tdcx,1840000000,13.0,singapore
helios technologies,1840000000,57.0,usa
boot barn holdings,1840000000,62.0,usa
avidxchange,1840000000,9.0,usa
coursera,1840000000,13.0,usa
stock yards bancorp,1840000000,63.0,usa
exide industries,1830000000,2.0,india
nbt bancorp,1830000000,43.0,usa
harel group,1830000000,9.0,israel
nuvista energy,1830000000,8.0,canada
formosa sumco technology,1830000000,5.0,taiwan
ziprecruiter,1830000000,17.0,usa
boardwalk real estate investment trust,1820000000,36.0,canada
alony hetz,1820000000,10.0,israel
ventyx biosciences,1820000000,32.0,usa
the cheesecake factory,1820000000,35.0,usa
n-able,1810000000,10.0,usa
arvinas,1810000000,34.0,usa
sacyr,1810000000,3.0,spain
xl axiata,1810000000,0.0,indonesia
national aluminum & alloy,1800000000,1.0,india
tidewater,1800000000,36.0,usa
salzgitter,1800000000,33.0,germany
braves group,1800000000,34.0,usa
lenzing,1800000000,68.0,austria
colbun,1800000000,0.0,chile
voltalia,1800000000,19.0,france
tilray,1800000000,3.0,canada
payoneer,1800000000,5.0,usa
northwest bank,1800000000,14.0,usa
liberty latin america,1790000000,8.0,usa
almirall,1790000000,10.0,spain
urban edge properties,1790000000,15.0,usa
goodman property trust,1790000000,1.0,new zealand
babcock international group,1790000000,4.0,uk
canadian western bank,1780000000,19.0,canada
warrior met coal,1780000000,35.0,usa
primary health properties,1780000000,1.0,uk
cargurus,1780000000,15.0,usa
warby parker,1780000000,15.0,usa
pets at home,1780000000,4.0,uk
frontdoor,1780000000,22.0,usa
alamo group,1770000000,149.0,usa
zug estates holding,1770000000,1858.0,switzerland
assetmark,1770000000,24.0,usa
transmedics group,1770000000,56.0,usa
sonic automotive,1770000000,49.0,usa
lifestance health group,1770000000,5.0,usa
ryman healthcare,1770000000,4.0,new zealand
immofinanz,1770000000,13.0,austria
exclusive networks,1770000000,19.0,france
melco international development,1760000000,1.0,hong kong
pfeiffer vacuum,1760000000,179.0,germany
xpel,1760000000,64.0,usa
hercules capital,1760000000,14.0,usa
tav airports holding,1760000000,5.0,turkey
procept biorobotics,1750000000,39.0,usa
mueller water products,1750000000,11.0,usa
victrex,1750000000,20.0,uk
e2open,1750000000,6.0,usa
shinsegae,1740000000,178.0,s. korea
robertet,1740000000,805.0,france
aj bell,1740000000,4.0,uk
century communities,1740000000,55.0,usa
genesis energy,1740000000,2.0,new zealand
winnebago industries,1740000000,57.0,usa
h&e equipment services,1740000000,48.0,usa
fb financial,1740000000,37.0,usa
usiminas,1740000000,1.0,brazil
olav thon,1730000000,17.0,norway
northwest healthcare properties reit,1730000000,7.0,canada
peab,1730000000,6.0,sweden
aktieselskabet schouw & co,1730000000,73.0,denmark
radico khaitan,1730000000,13.0,india
labrador iron ore royalty corp,1730000000,27.0,canada
oceaneering international,1730000000,17.0,usa
cj group,1730000000,63.0,s. korea
sandstorm gold,1730000000,6.0,canada
immunitybio,1730000000,4.0,usa
digitalbridge group,1730000000,11.0,usa
rlj lodging trust,1730000000,11.0,usa
pebblebrook hotel trust,1720000000,13.0,usa
interdigital,1720000000,58.0,usa
nw natural,1720000000,49.0,usa
redington india,1720000000,2.0,india
hongkong and shanghai hotels,1720000000,1.0,hong kong
duck creek technologies,1720000000,13.0,usa
hph trust hutchison port,1720000000,0.0,singapore
tabcorp,1720000000,1.0,australia
ratnamani metals & tubes,1720000000,25.0,india
energix renewable energies,1720000000,3.0,israel
air new zealand,1710000000,0.0,new zealand
forbo holding,1710000000,1207.0,switzerland
toyo tire,1710000000,11.0,japan
springworks therapeutics,1710000000,28.0,usa
moneta money bank,1710000000,3.0,czech republic
arcos dorados holdings,1710000000,8.0,uruguay
tamarack valley energy,1710000000,3.0,canada
fairfax india holdings,1710000000,12.0,canada
hexaware technologies,1710000000,6.0,india
superior plus,1700000000,8.0,canada
golden ocean group,1700000000,8.0,bermuda
brp group,1700000000,28.0,usa
great eagle,1700000000,2.0,hong kong
pacira biosciences,1700000000,37.0,usa
lotte corporation,1700000000,24.0,s. korea
nagarro,1690000000,123.0,germany
tkh group,1690000000,41.0,netherlands
delek us,1690000000,24.0,usa
adtalem global education,1690000000,37.0,usa
tokai carbon,1690000000,8.0,japan
exp world holdings,1690000000,11.0,usa
prokidney,1690000000,6.0,usa
international seaways,1690000000,35.0,usa
cannae holdings,1690000000,22.0,usa
bank danamon,1690000000,0.0,indonesia
world fuel services,1680000000,27.0,usa
sanoma,1680000000,10.0,finland
kenon holdings,1680000000,31.0,singapore
diamondrock hospitality company,1680000000,8.0,usa
nmi holdings,1680000000,20.0,usa
zeta global,1680000000,8.0,usa
first bancorp,1670000000,41.0,usa
bukalapakcom,1670000000,0.0,indonesia
dcm shriram,1670000000,11.0,india
first national financial,1670000000,28.0,canada
piramal pharma,1670000000,1.0,india
vtech,1670000000,7.0,hong kong
aavas financiers,1670000000,21.0,india
globaldata,1670000000,14.0,uk
methode electronics,1660000000,46.0,usa
tenneco,1660000000,20.0,usa
sappi,1660000000,3.0,south africa
bajaj electricals,1660000000,14.0,india
shaftesbury,1660000000,4.0,uk
mag silver,1660000000,17.0,canada
freehold royalties,1660000000,11.0,canada
exchange income corporation,1660000000,39.0,canada
santam,1660000000,15.0,south africa
trico bancshares,1660000000,50.0,usa
eldorado gold,1650000000,9.0,canada
the bancorp,1650000000,30.0,usa
storagevault canada,1650000000,4.0,canada
lindsay corporation,1650000000,150.0,usa
syndax pharmaceuticals,1650000000,24.0,usa
veris residential,1650000000,17.0,usa
custom truck one source,1650000000,7.0,usa
resolute forest products,1650000000,22.0,canada
hanmi pharmaceutical,1650000000,24.0,s. korea
national bank holdings,1640000000,43.0,usa
phreesia,1640000000,31.0,usa
dormakaba,1640000000,395.0,switzerland
intapp,1640000000,26.0,usa
tf1,1640000000,8.0,france
trainline,1640000000,3.0,uk
provident financial services,1640000000,22.0,usa
q2,1640000000,29.0,usa
sjvn,1640000000,0.0,india
wustenrot & wurttembergische,1630000000,17.0,germany
flex lng,1630000000,30.0,bermuda
millerknoll,1630000000,22.0,usa
jyp entertainment,1630000000,50.0,s. korea
addus homecare,1630000000,101.0,usa
taskus,1630000000,17.0,usa
prime medicine,1630000000,17.0,usa
inventrust properties,1620000000,24.0,usa
top glove,1620000000,0.0,malaysia
redefine properties,1620000000,0.0,south africa
day one biopharmaceuticals,1620000000,21.0,usa
uct ultra clean holdings,1620000000,36.0,usa
getty images,1620000000,5.0,usa
birchcliff energy,1620000000,6.0,canada
