name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
beyondspring,6612,97320000,usa,2,-6.37%,-23.78%,"pharmaceuticals, biotech"
spero therapeutics,6611,97330000,usa,1,1.08%,-83.79%,"biotech, pharmaceuticals"
rekor systems,6610,97820000,usa,1,15.38%,-59.09%,"software, tech"
kokuyo camlin,6609,97950000,india,0,-1.00%,11.36%,
harte hanks,6608,98130000,usa,13,7.37%,82.95%,"advertising, professional services"
grove collaborative,6607,98150000,usa,0,-3.98%,-94.59%,"retail, e-commerce, internet"
wrap technologies,6606,98280000,usa,2,-3.63%,-39.03%,
kayak inc,6605,98540000,japan,6,1.00%,8.52%,"video games, entertainment"
instil bio,6604,98620000,usa,0,3.13%,-94.02%,"biotech, pharmaceuticals"
personalis,6603,98830000,usa,2,-2.71%,-78.86%,"genomics, biotech, diagnostics and testing"
seelos therapeutics,6602,99150000,usa,0,-5.40%,-21.59%,"pharmaceuticals, biotech"
dirtt environmental solutions,6601,99330000,canada,0,14.73%,-45.79%,"engineering, construction"
american resources corp,6584,100000000,usa,1,2.74%,-16.20%,
lakeland industries,6583,100000000,usa,14,-2.83%,-31.22%,clothing
bit digital,6582,100000000,usa,1,4.13%,-73.08%,"bitcoin, tech, bitcoin mining"
pieris pharmaceuticals,6581,100000000,usa,1,0.00%,-58.82%,pharmaceuticals
scienjoy,6580,100000000,china,2,2.72%,-50.84%,"internet, tech"
graham corporation,6579,100000000,usa,9,2.61%,-19.61%,
inseego,6578,100000000,usa,0,1.46%,-77.56%,telecommunications equipment
india nippon electricals,6577,100000000,india,4,0.51%,-40.61%,electronics
ci games,6576,100000000,poland,0,-0.61%,29.27%,"video games, tech, entertainment"
ellington residential mortgage reit,6575,100000000,usa,7,1.66%,-23.44%,"real estate, investment, reits"
us xpress enterprises,6574,100000000,usa,2,1.98%,-57.17%,transportation
pulse biosciences,6573,100000000,usa,2,-1.38%,-74.49%,medical devices
ideanomics,6572,100000000,usa,0,3.69%,-81.63%,
high tide,6571,100000000,canada,1,2.03%,-62.99%,cannabis
inflarx,6570,100000000,germany,2,0.00%,-31.68%,pharmaceuticals
park city group,6569,100000000,usa,5,4.52%,0.87%,"software, tech"
titan medical,6568,100000000,canada,0,-2.58%,61.17%,medical devices
phunware,6567,100000000,usa,1,5.91%,-56.30%,"software, tech"
heliogen,6566,100000000,usa,0,-2.35%,-84.40%,"energy, renewable energy"
sylogist,6565,100000000,canada,4,3.79%,-53.03%,"software, tech"
allied tecnologia,6564,100000000,brazil,1,-1.67%,-58.87%,"tech, software, e-commerce"
pollux properti indonesia,6563,100000000,indonesia,0,2.07%,-80.00%,real estate
infinities tech jiu zun digital,6562,100000000,china,0,-4.32%,100.00%,"video games, entertainment"
mdxhealth,6561,100000000,belgium,6,-3.62%,-29.26%,"diagnostics and testing, biotech"
iris energy,6560,100000000,australia,1,5.88%,-79.33%,"bitcoin, tech, bitcoin mining"
aterian,6559,100000000,usa,1,2.27%,-53.13%,"home & kitchen appliances, electronics, tech"
flotek industries,6558,100000000,usa,1,2.92%,46.88%,
ateam,6557,100000000,japan,5,1.33%,-11.26%,"video games, entertainment"
fluent,6556,100000000,usa,1,1.48%,-9.27%,
tattooed chef,6555,100000000,usa,1,0.00%,-89.61%,food
india motor parts and accessories,6554,100000000,india,8,-0.84%,-16.90%,automotive suppliers
carrols restaurant group,6553,100000000,usa,2,-2.83%,-20.16%,"restaurant chains, food"
capricor therapeutics,6552,100000000,usa,4,8.75%,50.52%,"pharmaceuticals, biotech"
nuvectis pharma,6551,100000000,usa,7,-0.92%,,"pharmaceuticals, biotech"
rigetti computing,6550,100000000,usa,0,2.50%,-90.98%,"tech, tech hardware"
dave inc,6549,110000000,usa,9,0.22%,-1.17%,"software, tech, financial services"
lument finance trust,6548,110000000,usa,2,1.44%,-33.02%,"reits, real estate, investment"
broadwind,6547,110000000,usa,5,-4.17%,216.08%,
fortress biotech,6546,110000000,usa,1,-6.36%,-49.76%,"pharmaceuticals, biotech"
ge power india,6545,110000000,india,1,-1.35%,-49.09%,
graphite bio,6544,110000000,usa,1,-0.52%,-78.46%,"biotech, pharmaceuticals, gene therapy, genomics, crispr"
union bankshares,6543,110000000,usa,25,0.93%,-21.78%,"banks, financial services"
oncolytics biotech,6542,110000000,canada,1,3.24%,0.00%,"pharmaceuticals, biotech"
pixelworks,6541,110000000,usa,2,4.57%,-36.81%,"semiconductors, tech"
shiftpixy,6540,110000000,usa,11,-4.72%,843.55%,"professional services, staffing & employment services"
lee enterprises,6539,110000000,usa,19,-1.09%,-46.93%,media/press
seanergy maritime,6538,110000000,,0,3.51%,-29.03%,"transportation, maritime transportation"
akili,6537,110000000,usa,1,1.39%,-84.90%,"healthcare, tech, video games"
the oncology institute,6536,110000000,usa,1,-1.92%,-74.63%,"healthcare, medical care facilities"
bergs timber,6535,110000000,sweden,3,0.89%,-37.98%,pulp and paper
westwood holdings group,6534,110000000,usa,13,1.33%,-23.51%,"investment, financial services"
immuneering,6533,110000000,usa,4,6.37%,-64.01%,"pharmaceuticals, biotech"
parken sport fc copenhagen,6532,110000000,denmark,11,0.50%,-8.92%,football
finwise bancorp,6531,110000000,usa,8,-0.56%,-47.41%,"banks, financial services"
bodal chemicals,6530,110000000,india,0,-1.26%,-42.04%,chemicals
societal cdmo,6529,110000000,usa,1,0.74%,-16.56%,"pharmaceuticals, biotech"
starbreeze,6528,110000000,sweden,0,5.16%,45.45%,"video games, entertainment, tech"
selectquote,6527,110000000,usa,0,4.61%,-90.63%,
orient paper mills,6526,110000000,india,0,3.89%,20.00%,pulp and paper
trilogy metals,6525,110000000,canada,0,9.83%,-49.03%,
lulu's fashion lounge,6524,110000000,usa,2,-1.33%,-64.68%,"clothing, e-commerce, retail"
navkar corp,6523,110000000,india,0,-3.09%,26.23%,transportation
quick heal,6522,110000000,india,2,0.06%,-27.96%,"software, it security, tech"
aura energy,6521,110000000,australia,0,2.48%,-4.76%,"uranium, energy, mining"
kopin corporation,6520,110000000,usa,1,-0.81%,-61.20%,
paratek pharmaceuticals,6519,110000000,usa,2,3.43%,-47.12%,pharmaceuticals
medicinova,6518,110000000,usa,2,1.70%,7.66%,"pharmaceuticals, biotech"
talkspace,6517,110000000,usa,0,0.15%,-49.45%,"telehealth, healthcare, tech, internet"
userjoy technology,6516,110000000,taiwan,2,0.96%,-23.75%,"video games, entertainment, tech"
electra meccanica,6515,110000000,canada,0,0.31%,-49.75%,"automakers, electric vehicles"
comscore,6514,110000000,usa,1,-2.29%,-56.46%,"media/press, advertising"
spectrum pharmaceuticals,6513,110000000,usa,0,7.19%,-38.95%,"pharmaceuticals, biotech"
verastem oncology,6512,110000000,usa,0,5.34%,-60.14%,pharmaceuticals
nok air,6511,110000000,thailand,0,0.00%,0.00%,"airlines, travel, transportation"
coffee day enterprises,6510,110000000,india,0,-0.65%,-45.63%,beverages
usd partners,6509,110000000,usa,3,0.85%,-35.56%,
citizens inc,6508,110000000,usa,2,0.84%,-48.49%,insurance
loop industries,6507,110000000,canada,2,-0.40%,-70.90%,chemicals
rvl pharmaceuticals,6506,110000000,usa,1,-4.72%,0.83%,"pharmaceuticals, biotech"
sema4,6505,120000000,usa,0,26.78%,-90.20%,"healthcare, software, tech"
jianzhi education technology group,6504,120000000,china,1,-1.97%,,education
aiming inc,6503,120000000,japan,3,-2.51%,14.02%,"video games, entertainment"
naked wines,6502,120000000,uk,1,6.21%,-79.00%,"alcoholic beverages, beverages"
taysha gene therapies,6501,120000000,usa,1,-0.51%,-75.54%,"pharmaceuticals, biotech, gene therapy, genomics"
sesen bio,6484,120000000,usa,0,0.98%,-11.82%,"pharmaceuticals, biotech"
peninsula energy,6483,120000000,australia,0,-3.33%,-28.57%,"uranium, energy, mining"
xbiotech,6482,120000000,usa,4,1.69%,-58.98%,"pharmaceuticals, biotech"
terawulf,6481,120000000,usa,0,5.91%,-92.99%,"bitcoin, tech, bitcoin mining"
sonendo,6480,120000000,usa,2,0.00%,-61.26%,"medical equipment, medical devices"
anup engineering,6479,120000000,india,13,2.30%,1.87%,"engineering, professional services"
kronos bio,6478,120000000,usa,2,3.65%,-76.86%,"pharmaceuticals, biotech"
vroom,6477,120000000,usa,0,1.67%,-87.21%,"used car retailer, internet, car retail"
kap ag,6476,120000000,germany,16,0.00%,-29.84%,conglomerate
pexip,6475,120000000,norway,1,1.20%,-65.96%,
milestone pharmaceuticals,6474,120000000,canada,3,1.07%,-44.99%,"pharmaceuticals, biotech"
supermax corporation berhad,6473,130000000,malaysia,0,-1.18%,-34.48%,gloves & ppe
martin midstream partners,6472,130000000,usa,3,3.08%,7.37%,"oil&gas, energy"
capacit'e infraprojects,6471,130000000,india,1,-2.22%,-11.52%,"engineering, professional services"
townsquare media,6470,130000000,usa,7,2.85%,-36.75%,media/press
o2micro,6469,130000000,,4,0.22%,12.22%,"electronics, tech"
buzzfeed,6468,130000000,usa,0,2.66%,-78.73%,"media/press, entertainment"
lb foster,6467,130000000,usa,12,5.06%,-13.00%,
athira pharma,6466,130000000,usa,3,3.56%,-65.10%,"pharmaceuticals, biotech"
x4 pharmaceuticals,6465,130000000,usa,1,4.81%,-40.44%,"pharmaceuticals, biotech"
bankfinancial,6464,130000000,usa,10,1.88%,-2.93%,"banks, financial services"
malvern bancorp,6463,130000000,usa,17,1.28%,10.32%,"banks, banks"
mind medicine,6462,130000000,usa,3,7.27%,-74.73%,"pharmaceuticals, biotech"
tanzanian gold corporation,6461,130000000,canada,0,5.87%,24.21%,mining
lazydays holdings,6460,130000000,usa,12,0.39%,-24.96%,"car retail, retail"
marimed,6459,130000000,usa,0,3.95%,-48.03%,cannabis
glycomimetics,6458,130000000,usa,2,0.39%,130.63%,"biotech, pharmaceuticals"
precision biosciences,6457,130000000,usa,1,-0.82%,-73.64%,"pharmaceuticals, genomics, biotech"
rumbleon,6456,130000000,usa,8,11.56%,-75.45%,"internet, tech"
aemetis,6455,130000000,usa,3,0.52%,-56.81%,"renewable energy, chemicals, energy, biofuel"
oconee federal financial,6454,130000000,usa,24,1.57%,0.21%,financial services
pyrogenesis canada,6453,130000000,canada,0,3.87%,-67.89%,"manufacturing, waste & recycling"
kore,6452,130000000,usa,1,7.93%,-70.98%,"iot, tech"
chinese gamer international,6451,130000000,taiwan,1,-0.32%,-25.71%,"video games, entertainment"
akebia therapeutics,6450,130000000,usa,0,3.91%,-63.16%,pharmaceuticals
allot,6449,130000000,israel,3,0.83%,-63.08%,"it security, software, tech"
red robin,6448,130000000,usa,8,6.93%,-38.28%,"food, restaurant chains"
dermtech,6447,130000000,usa,4,4.15%,-62.58%,diagnostics and testing
nucleus software exports,6446,130000000,india,5,0.36%,-32.23%,"software, tech"
ptc financial services,6445,130000000,india,0,-3.88%,-22.22%,financial services
cenntro electric group,6444,130000000,usa,0,3.77%,-76.10%,"automakers, electric vehicles, manufacturing, specialty vehicles"
klab,6443,130000000,japan,3,-1.35%,-17.68%,"video games, entertainment, tech"
digital domain,6442,130000000,hong kong,0,-15.59%,-70.00%,entertainment
sml isuzu,6441,130000000,india,9,-0.89%,8.01%,
northern dynasty minerals,6440,130000000,canada,0,3.20%,-19.38%,mining
euroseas,6439,140000000,,19,0.46%,-23.51%,"transportation, maritime transportation"
turtle beach corp,6438,140000000,usa,8,3.65%,-54.02%,electronics
xunlei,6437,140000000,china,2,2.91%,17.13%,"software, tech"
arc document solutions,6436,140000000,usa,3,-0.60%,-2.94%,professional services
ag mortgage investment trust,6435,140000000,usa,6,2.22%,-35.56%,"real estate, investment, reits"
yellow corporation,6434,140000000,usa,2,3.37%,-72.26%,transportation
twin disc,6433,140000000,usa,10,0.68%,-7.09%,manufacturing
joann,6432,140000000,usa,3,0.29%,-61.28%,retail
hanover bancorp,6431,140000000,usa,19,0.43%,,"banks, financial services"
solid biosciences,6430,140000000,usa,7,5.85%,472.66%,"pharmaceuticals, biotech"
relmada therapeutics,6428,140000000,usa,4,8.43%,-74.37%,"pharmaceuticals, biotech"
the arena group,6427,140000000,usa,7,2.08%,-38.40%,media/press
eyepoint pharmaceuticals,6426,140000000,usa,4,0.48%,-51.83%,pharmaceuticals
superior industries international,6425,140000000,usa,5,2.89%,28.37%,automotive suppliers
yatra,6424,140000000,india,2,-3.96%,28.06%,"internet, travel"
parag milk foods,6423,140000000,india,1,-0.60%,-22.15%,"food, dairy companies"
unifi,6422,140000000,usa,8,1.39%,-61.85%,
d-wave quantum,6421,140000000,canada,1,-2.99%,-86.75%,"tech, tech hardware"
iteris,6420,140000000,usa,3,2.72%,-10.05%,"software, professional services, tech"
daktronics,6419,140000000,usa,3,5.96%,-33.33%,electronics
geojit financial services,6418,140000000,india,0,1.75%,-46.02%,financial services
village farinternational,6417,140000000,canada,1,4.55%,-69.16%,"agriculture, food, cannabis"
kulr technology,6416,140000000,usa,1,4.00%,-35.64%,"batteries, electricity"
americanas,6415,140000000,brazil,0,-29.00%,-97.82%,"retail, internet, e-commerce"
anixa biosciences,6414,140000000,usa,4,4.85%,53.55%,"pharmaceuticals, biotech"
provident bancorp,6413,140000000,usa,8,3.60%,-54.20%,"banks, financial services"
ehealth,6412,140000000,usa,5,1.13%,-75.65%,
ecb bancorp,6411,140000000,usa,16,-0.74%,,"banks, financial services"
glatfelter,6410,140000000,usa,3,2.48%,-81.39%,pulp and paper
zentek,6409,140000000,canada,1,2.05%,-50.34%,
vaxart,6408,140000000,usa,1,6.60%,-76.46%,"pharmaceuticals, biotech"
skipper limited,6407,140000000,india,1,-0.80%,39.42%,manufacturing
vinco ventures,6406,140000000,usa,0,-3.42%,-80.00%,tech
gracell biotechnologies,6405,140000000,china,2,2.33%,-49.07%,"pharmaceuticals, biotech"
prophase labs,6404,140000000,usa,8,2.08%,25.57%,"genomics, diagnostics and testing, biotech"
prakash industries,6403,140000000,india,0,-1.10%,1.22%,"steel industry, mining"
bbx capital corporation,6402,140000000,usa,9,1.32%,-13.33%,investment
the realreal,6401,150000000,usa,1,11.68%,-83.46%,"e-commerce, internet, recommerce, tech"
celularity,6384,150000000,usa,1,0.00%,-75.46%,"pharmaceuticals, biotech"
volta,6383,150000000,usa,0,2.26%,-81.29%,"energy, electricity"
lantronix,6382,150000000,usa,4,2.91%,-40.39%,"networking hardware, tech, tech hardware"
serverworks,6381,150000000,japan,19,-0.16%,-10.60%,"it services, tech, professional services"
first northwest bancorp,6380,150000000,usa,15,1.04%,-23.16%,
sterling tools,6379,150000000,india,4,11.65%,71.31%,
vbi vaccines,6378,150000000,usa,0,0.03%,-65.39%,"pharmaceuticals, biotech"
mict,6377,150000000,usa,0,0.81%,59.68%,financial services
offerpad,6376,150000000,usa,0,2.55%,-82.56%,real estate
real good food plc,6375,150000000,uk,6,0.66%,-8.32%,food
atomera,6374,150000000,usa,6,3.97%,-52.78%,"semiconductors, tech, tech hardware"
rane holdings,6373,150000000,india,10,-1.28%,30.48%,automotive suppliers
starbox group,6372,150000000,malaysia,2,-3.03%,,"financial services, tech, advertising"
richmond mutual bancorporation,6371,150000000,usa,13,-0.08%,-16.52%,"banks, financial services"
igarashi motors india,6370,150000000,india,4,-0.17%,-19.94%,automotive suppliers
pear therapeutics,6369,150000000,usa,1,1.82%,-73.27%,"software, tech, healthcare"
omaxe,6368,150000000,india,0,0.65%,-27.73%,real estate
bg staffing,6367,150000000,usa,14,-0.20%,12.98%,professional services
bakkt holdings,6366,150000000,usa,2,-0.99%,-51.92%,"software, tech, financial services, bitcoin"
riverview bancorp,6365,150000000,usa,7,-2.40%,-5.06%,"banks, financial services"
agrofresh,6364,150000000,usa,2,0.00%,47.03%,agriculture
kossan rubber industries,6363,150000000,malaysia,0,-0.93%,-45.65%,gloves & ppe
cellectis,6362,150000000,france,3,0.33%,-53.78%,"pharmaceuticals, biotech"
gencor industries,6361,150000000,usa,10,1.41%,-2.18%,
merrimack pharmaceuticals,6360,150000000,usa,11,-2.72%,160.71%,"pharmaceuticals, biotech"
ads-tec energy,6359,150000000,ireland,3,-0.91%,-59.32%,"ev charging, electricity, energy"
astra space,6358,150000000,usa,0,6.39%,-87.74%,aerospace
asensus surgical,6357,150000000,usa,0,-0.68%,-17.73%,medical devices
kuantum papers,6356,150000000,india,1,1.92%,57.76%,pulp and paper
radcom,6355,150000000,israel,11,0.18%,-9.95%,telecommunication
foseco india,6354,160000000,india,25,1.56%,29.33%,chemicals
escalade sports,6353,160000000,usa,11,0.51%,-13.35%,"sports goods, manufacturing"
partners bancorp,6352,160000000,usa,9,0.90%,-10.54%,"banks, financial services"
tabula rasa healthcare,6351,160000000,usa,5,-0.67%,-57.33%,"healthcare, software, tech"
sunlight financial,6350,160000000,usa,1,-2.34%,-58.47%,financial services
park-ohio holdings,6349,160000000,usa,12,-2.54%,-35.48%,
ovid therapeutics,6348,160000000,usa,2,0.44%,-25.81%,"pharmaceuticals, biotech"
hawthorn bancshares,6347,160000000,usa,24,0.04%,-6.79%,"banks, financial services"
nauticus robotics,6346,160000000,usa,3,3.92%,-65.29%,robotics
startek,6345,160000000,usa,4,2.26%,-18.27%,
westport fuel systems,6344,160000000,canada,0,1.16%,-46.52%,
neuronetics,6343,160000000,usa,6,5.24%,69.38%,
platinum group metals,6342,160000000,canada,1,3.14%,-5.20%,mining
spok holdings,6341,160000000,usa,8,0.36%,-12.66%,"software, telecommunication, tech, internet"
g5 entertainment,6340,160000000,sweden,18,1.88%,-46.93%,"video games, entertainment"
bioatla,6339,160000000,usa,3,8.07%,-65.44%,"pharmaceuticals, biotech"
redwire,6338,160000000,usa,2,4.86%,-51.04%,aerospace
nam tai property,6337,160000000,china,4,0.00%,-51.22%,real estate
xeris pharmaceuticals,6336,160000000,usa,1,4.27%,-44.04%,"pharmaceuticals, biotech"
softstar entertainment,6335,160000000,taiwan,2,0.80%,-30.90%,"video games, entertainment"
cazoo,6334,160000000,uk,0,2.95%,-94.79%,"used car retailer, internet, tech, car retail"
cytomx therapeutics,6333,160000000,usa,2,0.80%,-41.26%,"pharmaceuticals, biotech"
greenlight biosciences,6332,160000000,usa,1,4.76%,-88.97%,biotech
alithya group,6331,160000000,canada,1,0.57%,-30.59%,"it services, professional services"
smith micro software,6330,160000000,usa,2,4.58%,-24.81%,"software, tech"
bassett furniture,6329,160000000,usa,18,-1.67%,34.98%,"furniture, manufacturing, retail"
frequency therapeutics,6328,160000000,usa,4,-3.65%,-1.45%,"pharmaceuticals, biotech"
oriental aromatics,6327,160000000,india,4,-1.13%,-49.75%,chemicals
spire global,6326,160000000,usa,1,0.84%,-45.95%,"software, tech"
xos,6325,160000000,usa,1,1.37%,-53.27%,"electric vehicles, specialty vehicles"
william penn bancorp,6324,160000000,usa,11,1.58%,-3.37%,"banks, financial services"
quantum,6323,160000000,usa,1,0.62%,-65.89%,"tech, internet"
andrew peller,6322,160000000,canada,3,0.00%,-42.19%,"beverages, alcoholic beverages"
curo group,6321,160000000,usa,4,3.74%,-69.66%,financial services
sasken technologies,6320,160000000,india,11,-1.49%,-25.42%,telecommunication
inotiv,6319,160000000,usa,6,5.43%,-76.01%,"pharmaceuticals, biotech"
paysign,6318,160000000,usa,3,4.84%,74.73%,"financial services, tech"
verrica pharmaceuticals,6317,170000000,usa,4,-2.58%,-46.45%,"pharmaceuticals, biotech"
e inc e automotive,6316,170000000,canada,3,-4.00%,-73.06%,"software, tech"
silvercrest asset management group,6315,170000000,usa,17,0.96%,6.40%,investment
ll flooring,6314,170000000,usa,5,0.34%,-58.60%,retail
op bancorp open bank,6313,170000000,usa,11,0.00%,,"banks, financial services"
plby group playboy,6312,170000000,usa,3,5.73%,-77.18%,"media/press, entertainment"
oxford square capital,6311,170000000,usa,3,0.88%,-13.97%,investment
wheels india,6310,170000000,india,7,-1.43%,-27.04%,automotive suppliers
doma,6309,170000000,usa,0,-0.98%,-85.50%,"real estate, tech"
intevac,6308,170000000,usa,6,-1.31%,24.59%,
alpine summit energy partners,6307,170000000,usa,4,-6.07%,,"oil&gas, energy"
playside studios,6306,170000000,australia,0,-3.94%,-46.25%,"video games, energy"
arteris,6305,170000000,usa,5,0.78%,-58.73%,"semiconductors, tech, tech hardware"
excel industries,6304,170000000,india,13,-0.62%,12.33%,chemicals
kcp limited,6303,170000000,india,1,-0.14%,-27.57%,conglomerate
fingermotion,6302,170000000,usa,3,5.04%,-25.00%,financial services
vera bradley,6301,170000000,usa,5,3.30%,-27.45%,
meliuz,6284,170000000,brazil,0,-1.87%,-59.62%,"internet, tech, financial services"
rpg life sciences,6283,170000000,india,10,4.24%,28.96%,"pharmaceuticals, biotech"
gtl infrastructure,6282,170000000,india,0,0.00%,-66.67%,"telecommunication, infrastructure"
alaunos therapeutics,6281,170000000,usa,0,-1.34%,-8.98%,"pharmaceuticals, biotech"
identiv,6280,170000000,usa,7,4.18%,-56.82%,"tech, tech hardware, it security"
indorama synthetics,6279,180000000,india,0,-0.09%,-38.18%,
shankara building,6278,180000000,india,7,-0.45%,14.91%,
nature's sunshine products,6277,180000000,usa,9,1.18%,-48.22%,"multi-level marketing, dietary supplements"
repco home finance,6276,180000000,india,2,0.60%,-16.14%,
immutep,6275,180000000,australia,2,1.00%,-28.77%,pharmaceuticals
view inc,6274,180000000,usa,0,4.40%,-72.12%,manufacturing
affimed,6273,180000000,germany,1,4.27%,-69.65%,pharmaceuticals
biodesix,6272,180000000,usa,2,7.17%,-37.27%,"diagnostics and testing, biotech"
hurco companies,6271,180000000,usa,27,1.28%,-8.55%,
huhtamaki india,6270,180000000,india,2,-0.10%,-14.13%,packaging
thredup,6269,180000000,usa,1,15.19%,-79.91%,"clothing, retail, internet, e-commerce, tech"
olympique lyonnais groupe,6268,180000000,france,3,0.34%,40.26%,football
klx energy services,6267,180000000,usa,15,6.61%,201.81%,"oil&gas, oil & gas equipment & services, energy"
acacia research,6266,180000000,usa,4,0.48%,-2.53%,patent licensing
prenetics,6265,180000000,hong kong,1,0.65%,-79.79%,"diagnostics and testing, biotech, genomics"
ashiana housing,6264,180000000,india,1,-1.88%,-20.00%,real estate
tupperware brands,6263,180000000,usa,4,-0.24%,-70.81%,
peoples bancorp of north carolina,6262,180000000,usa,32,1.23%,17.83%,"banks, financial services"
singular genomics systems,6261,180000000,usa,2,3.57%,-63.95%,"biotech, genomics, scientific & technical instruments"
cormedix,6260,180000000,usa,4,2.95%,6.09%,pharmaceuticals
drecom,6259,180000000,japan,6,0.83%,81.99%,"video games, entertainment, tech"
united,6258,180000000,japan,9,0.08%,-41.60%,"software, tech, video games, entertainment"
rite aid,6257,180000000,usa,3,4.08%,-68.56%,"retail, drugstore, pharmaceuticals"
gossamer bio,6256,180000000,usa,1,5.29%,-80.66%,"pharmaceuticals, biotech"
olema pharmaceuticals,6255,180000000,usa,4,-1.27%,-21.85%,"pharmaceuticals, biotech"
mps limited,6254,180000000,india,11,-0.89%,15.79%,education
dhampur sugar mills,6253,180000000,india,2,-1.77%,-45.07%,
vintage wine estates,6252,180000000,usa,3,1.66%,-66.67%,"alcoholic beverages, beverages"
nelco,6251,180000000,india,8,-1.55%,-26.68%,telecommunication
whole earth brands,6250,180000000,usa,4,0.67%,-53.13%,food
hester biosciences,6249,180000000,india,22,1.99%,-29.62%,"pharmaceuticals, biotech"
cleanspark,6248,180000000,usa,2,6.02%,-58.75%,"software, tech"
liberty tripadvisor holdings,6247,180000000,usa,1,8.11%,-43.66%,
the beachbody company,6246,180000000,usa,0,4.72%,-62.96%,
aptech,6245,180000000,india,4,1.25%,-12.26%,education
fathom digital manufacturing,6244,180000000,usa,1,-17.16%,-86.33%,"manufacturing, 3d printing"
optinose,6243,190000000,usa,1,-0.58%,-21.92%,"pharmaceuticals, biotech"
aka brands,6242,190000000,usa,1,-1.33%,-76.51%,"clothing, retail, internet, e-commerce"
cigniti technologies,6241,190000000,india,7,0.18%,-3.71%,"software, professional services, tech"
baioo family interactive,6240,190000000,china,0,3.92%,0.00%,"video games, entertainment"
limestone bancorp,6239,190000000,usa,25,2.24%,30.34%,"banks, financial services"
infusystem,6238,190000000,usa,9,-1.27%,-39.73%,healthcare
battalion oil,6237,190000000,usa,11,6.28%,-14.45%,"oil&gas, energy"
assertio therapeutics,6236,190000000,usa,4,7.51%,94.66%,pharmaceuticals
urogen pharma,6235,190000000,usa,8,1.45%,10.38%,"pharmaceuticals, biotech"
an2 therapeutics,6234,190000000,usa,10,6.27%,,"pharmaceuticals, biotech"
gumi,6233,190000000,japan,6,-4.67%,23.88%,"video games, entertainment, tech"
hill international,6232,190000000,usa,3,0.00%,76.17%,"professional services, construction"
virginia national bankshares,6231,190000000,usa,36,1.33%,-0.92%,"banks, financial services"
ig petrochemicals,6230,190000000,india,6,0.19%,-34.95%,"oil&gas, energy"
kamux,6229,190000000,finland,4,0.13%,-60.00%,"used car retailer, car retail, retail"
y-mabs therapeutics,6228,190000000,usa,4,-1.54%,-56.26%,pharmaceuticals
bannerman energy,6227,190000000,australia,1,1.36%,,"uranium, energy, mining"
angel oak reit,6226,190000000,usa,7,3.43%,-53.63%,"reits, real estate, investment"
cepton,6225,190000000,usa,1,5.93%,-87.45%,"lidar, tech, tech hardware, software, autonomous driving"
southern petrochemical industries corp,6224,190000000,india,0,2.49%,23.08%,"oil&gas, chemicals, fertilizer companies"
penns woods bancorp,6223,190000000,usa,27,0.69%,15.66%,"banks, financial services"
california bancorp,6222,190000000,usa,23,0.17%,10.11%,"banks, financial services"
afc energy,6221,190000000,uk,0,-4.11%,-50.00%,"hydrogen fuel cell, renewable energy, energy"
kingfa science & technology,6220,190000000,india,16,-3.57%,-15.15%,
atlas technical consultants,6219,190000000,usa,5,-9.06%,-33.92%,"engineering, professional services"
invivyd,6218,190000000,usa,1,-4.23%,-71.22%,"pharmaceuticals, biotech"
csi compressco,6217,190000000,usa,1,-1.75%,-4.11%,"oil&gas, energy"
kingsway financial services,6216,190000000,canada,8,1.36%,53.85%,"insurance, financial services"
sophia genetics,6215,190000000,switzerland,3,3.33%,-73.25%,"software, tech"
kvh industries,6214,190000000,usa,10,0.29%,16.29%,telecommunications equipment
lumax industries,6213,190000000,india,21,-1.15%,41.27%,automotive suppliers
asure software,6212,190000000,usa,9,2.69%,41.11%,"software, tech"
great ajax,6211,200000000,usa,8,1.27%,-30.61%,"reits, real estate, investment"
planet13,6210,200000000,usa,0,-4.69%,-67.96%,cannabis
proqr,6209,200000000,netherlands,2,2.18%,-44.58%,"pharmaceuticals, biotech"
lcnb,6208,200000000,usa,17,2.65%,-7.99%,"investment, financial services"
ac immune,6207,200000000,switzerland,2,11.06%,-44.47%,"biotech, pharmaceuticals"
tethys oil,6206,200000000,sweden,6,0.63%,,"oil&gas, energy"
citius pharmaceuticals,6205,200000000,usa,1,-1.43%,-6.12%,"pharmaceuticals, biotech"
kandi technologies group,6204,200000000,china,2,1.12%,-9.33%,"electric vehicles, automakers, manufacturing"
china automotive systems,6203,200000000,china,6,3.24%,156.70%,automotive suppliers
mahanagar telephone nigam,6202,200000000,india,0,-4.05%,-21.95%,telecommunication
playags,6201,200000000,usa,5,2.68%,-29.93%,"gambling, entertainment"
caesarstone,6184,200000000,israel,6,2.37%,-50.89%,manufacturing
mainstreet bancshares,6183,200000000,usa,28,2.56%,16.03%,"banks, financial services"
versabank,6182,200000000,canada,7,1.05%,-34.36%,"banks, financial services"
western new england bancorp,6181,200000000,usa,9,-0.32%,9.12%,"banks, financial services"
big 5 sporting goods,6180,200000000,usa,9,1.61%,-49.00%,sports goods
ouster,6179,210000000,usa,1,1.79%,-67.05%,"tech, tech hardware, lidar, autonomous driving"
investar holding,6178,210000000,usa,21,1.90%,15.14%,"banks, financial services"
matrix service,6177,210000000,usa,7,-1.13%,13.28%,"engineering, professional services"
federal-mogul goetze,6176,210000000,india,3,0.13%,21.66%,"manufacturing, auto parts, automotive suppliers"
