name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
far-eastern shipping company,,,1121000000,,,russia,,,
elmos semiconductor ag,322000000,39000000,1123000000,,,germany,,,
beyondsoft corporation,,,1118000000,,,china,,,
yunnan tourism,,,1119000000,,,china,,,
irb infrastructure developers,712000000,45000000,1117000000,,,india,,,
advantage oil & gas,,,1116000000,,,canada,,,
ngl energy partners lp,7947000000,-288000000,1118000000,842,,usa,,,
guangdong golden glass technologies,,,1116000000,,,china,,,
esr kendall square reit co ltd,,,1123000000,,,south korea,,,
riskified ltd,70000000,-55000000,1114000000,,,israel,https://en.wikipedia.org/wiki/riskified,,
soho china,,,1113000000,,,china,,,
cstone pharmaceuticals,,,1106000000,,,china,,,
china yuhua education corporation,329000000,120000000,1111000000,,,china,,,
btrs holdings inc,166000000,-61000000,1112000000,,,usa,,,
pharma mar,229000000,92000000,1107000000,,,spain,,,
modern times group mtg ab,500000000,-38000000,1114000000,,,sweden,,,
pulmonx corp,48000000,-48000000,1114000000,202,,usa,,,
prosegur cash,1518000000,33000000,1108000000,,,spain,,,
musti group oyj,,,1113000000,,,finland,,,
bolsa mexicana de valores,197000000,80000000,1106000000,,,mexico,,,
lotte reit,42000000,14000000,1113000000,,,south korea,,,
pt medikaloka hermina tbk,,,1114000000,,,indonesia,,,
amadeus fire ag,372000000,34000000,1110000000,,,germany,,,
ktk group,,,1114000000,,,china,,,
wha premium growth freehold and leasehold real estate investment trust,71000000,57000000,1111000000,,,thailand,,,
dundee precious metals,641000000,210000000,1110000000,2159,,canada,,,
sichuan languang justbon services group,,,,,,china,,,
komeri,2744000000,131000000,1108000000,,,japan,,,
91app inc,,,1113000000,,,taiwan,,,
immunotech biopharm ltd,,,1108000000,,,china,,,
apartment investment and management company,169000000,-5000000,1107000000,62,,usa,https://en.wikipedia.org/wiki/aimco,,https://www.facebook.com/aimcoapts/
multi commodity exchange of india,46000000,18000000,1105000000,346,,india,,,
china railway tielong container logistics co ltd,,,1111000000,,,china,,,
shenzhen fenda technology,,,1106000000,,,china,,,
amasten fastighets ab publ,71000000,67000000,1105000000,,,sweden,,,
yunnan energy investment,,,1107000000,,,china,,,
psc insurance group,174000000,18000000,1108000000,,,australia,,,
jiangsu pacific precision forging,,,1113000000,,,china,,,
urovo technology,,,1112000000,,,china,,,
jiajia food group,,,1108000000,,,china,,,
digital 9 infrastructure plc,,,1108000000,,,uk,,,
eastcompeace technology,,,1107000000,,,china,,,
jiayou international logistics,,,1107000000,,,china,,,
asrock,,,1113000000,,,taiwan,,,
kunming longjin pharmaceutical,,,1106000000,,,china,,,
yunnan xiyi industry,,,1106000000,,,china,,,
turkiye vakiflar bankasi turk anonim ortakligi,1163000000,284000000,1096000000,,,turkey,https://en.wikipedia.org/wiki/vak%c4%b1fbank,,
pao tmk,,,1100000000,,,russia,,,
okamura corporation,1906000000,109000000,1100000000,,,japan,,,
fukuda denshi,964000000,118000000,1098000000,3121,,japan,,,
columbia care,460000000,-143000000,1099000000,,,usa,,,
aurora cannabis,188000000,-533000000,1095000000,,,canada,https://en.wikipedia.org/wiki/aurora cannabis,,
guangdong topstar technology,,,1104000000,,,china,,,
prima meat packers,3062000000,71000000,1098000000,3361,,japan,,,
seera group holding,,,1098000000,,,saudi arabia,,,
shui on land,,,1096000000,,,china,,,
evergreen international storage & transport corporation,293000000,35000000,1097000000,,,taiwan,,,
odontoprev,363000000,75000000,1099000000,,,brazil,,,
elementis,880000000,2000000,1098000000,,,uk,,,
bcpg public company,129000000,56000000,1096000000,,,thailand,,,
maruha nichiro corporation,6324000000,123000000,1098000000,,,japan,https://en.wikipedia.org/wiki/maruha nichiro,,
berry genomics,207000000,-16000000,1096000000,,,china,,,
housing and urban development corporation,308000000,215000000,1103000000,827,,india,https://en.wikipedia.org/wiki/housing and urban development corporation,,
shenyang jinbei automotive company,,,1095000000,,,china,,,
poly medicure,116000000,18000000,1100000000,,,india,,,
realreal,467000000,-236000000,1096000000,1748,,usa,,,
nippon flour mills,,,1099000000,3737,,japan,,,
hut 8 mining corp,,,1100000000,,,canada,,,
wenzhou yihua connector,,,1098000000,,,china,,,
transcend information,473000000,84000000,1101000000,,,taiwan,,,
tecnoglass,,,1101000000,,,colombia,,,
ideagen,91000000,1000000,1098000000,,,uk,,,
cbre clarion global real estate income fund,-16000000,,1097000000,,,usa,,,
dazhong transportation group,,,1100000000,,,china,,,
rain industries,1799000000,73000000,1104000000,,,india,,,
henan bccy environmental energy co ltd,,,1100000000,,,china,,,
pt solusi bangun indonesia tbk,1000000,49000000,1099000000,,,indonesia,,,
orient international enterprise,,,1102000000,,,china,,,
missfresh ltd,,,1100000000,,,china,,,
shenzhen bsc technology coltd,,,1100000000,,,china,,,
china foods,2521000000,73000000,1097000000,,,hong kong,,,
equites property fund,100000000,121000000,1100000000,,,south africa,,,
summit hotel properties inc,361000000,-83000000,1103000000,59,,usa,,,
rami levi chain stores hashikma marketing 2006 ltd,1977000000,62000000,1103000000,,,israel,,,
zhejiang great southeastltd,,,1104000000,,,china,,,
asia vital components,1564000000,96000000,1104000000,,,taiwan,,,
v v food & beverage,,,1100000000,,,china,,,
topco scientific,1410000000,76000000,1098000000,,,taiwan,,,
carscom,623000000,7000000,1101000000,1600,,usa,,,
wondershare technology group,,,1098000000,,,china,,,
meig smart technology,,,1104000000,,,china,,,
keeson technology corporation,,,1098000000,,,china,,,
gladstone land corporation,75000000,-8000000,1097000000,,,usa,,,
zhejiang jolly pharmaceutical,,,1103000000,,,china,,,
ganyuan foods co ltd,,,1098000000,,,china,,,
wuhan hiteck biological pharma,,,1098000000,,,china,,,
xishui strong year inner mongolia,,,1100000000,,,china,,,
shaanxi jinye science technology and education group,,,1103000000,,,china,,,
his,865000000,-365000000,1093000000,,,japan,https://en.wikipedia.org/wiki/h.i.s.  travel agency ,,
bioarctic ab publ,2000000,-11000000,1086000000,,,sweden,,,
tremor international ltd,341000000,73000000,1093000000,576,,usa,,,
s&t ag,1481000000,66000000,1086000000,,,austria,,,
greensky,518000000,42000000,1093000000,1164,,usa,,,
chongqing lummy pharmaceutical,,,1094000000,,,china,,,
br malls participacoes,223000000,37000000,1090000000,,,brazil,,,
avangard joint stock bank,,,1092000000,,,russia,,,
ibstock,481000000,37000000,1093000000,,,uk,https://en.wikipedia.org/wiki/ibstock plc,,
mty food group,424000000,65000000,1091000000,,,canada,,,
starts corporation,1434000000,122000000,1089000000,8495,,japan,,,
cmge technology group limited,,,1093000000,,,china,,,
oceanagold corporation,744000000,-3000000,1091000000,2200,,australia,,,
token corporation,2000000,75000000,1086000000,,,japan,,,
longchen paper & packaging,,,1087000000,,,taiwan,,,
hootech inc,,,1094000000,,,china,,,
pc connection,2892000000,69000000,1088000000,2542,,usa,,,
yit oyj,2855000000,4000000,1085000000,,,finland,,,
shenzhen investment holdings bay area development company,0,89000000,1090000000,,,hong kong,,,
lotte chilsung beverage,1875000000,101000000,1089000000,,,south korea,,,
san-a,1491000000,49000000,1087000000,,,japan,,,
center laboratories,,,1088000000,,,taiwan,,,
herfy food services company,,,1087000000,,,saudi arabia,,,
sky perfect jsat holdings,873000000,106000000,1089000000,884,,japan,https://en.wikipedia.org/wiki/sky perfect jsat,,
wam leaders,63000000,45000000,1089000000,,,australia,,,
prevail therapeutics,,,,,,usa,,,
shandong fiberglass group co ltd,,,1089000000,,,china,,,
huron consulting group,926000000,62000000,1089000000,3750,,usa,,,
shenzhen txd technology,,,1088000000,,,china,,,
cosmo advanced materials & technology,229000000,13000000,1085000000,,,south korea,,,
collins foods,820000000,37000000,1088000000,,,australia,,,
china science publishing & media,,,1090000000,,,china,,,
dan hotels ltd,297000000,5000000,1093000000,,,israel,https://en.wikipedia.org/wiki/dan hotels,,
cpt technology group,,,1088000000,,,china,,,
german american bancorp,220000000,84000000,1093000000,817,,usa,,,
property and building ltd,,,1088000000,,,israel,,,
hwa create corporation,,,1088000000,,,china,,,
geo-jade petroleum corporation,,,1093000000,,,china,,,
ty holdings,0,0,1086000000,,,south korea,,,
byline bancorp,304000000,92000000,1094000000,970,,usa,,,
forrester research,494000000,24000000,1093000000,1781,,usa,,,
guangdong goworld,,,1088000000,,,china,,,
chase science co ltd,,,1093000000,,,china,,,
29metals limited,411000000,84000000,1086000000,,,australia,,,
mesnac,,,1094000000,,,china,,,
robotechnik intelligent technology co ltd,,,1089000000,,,china,,,
aka brands holding corp,,,1091000000,,,,,,
brightsphere investment group,523000000,828000000,1083000000,350,,usa,,,
national building and marketing,176000000,21000000,1078000000,,,saudi arabia,,,
platinum investment management,174000000,70000000,1083000000,,,australia,,,
purecycle technologies inc,0,-77000000,1081000000,,,usa,,,
mvideo,,,1076000000,,,russia,,,
tremor international ltd,416000000,89000000,1081000000,576,,usa,https://en.wikipedia.org/wiki/tremor international,,
pnb housing finance,266000000,105000000,1077000000,,,india,https://en.wikipedia.org/wiki/pnb housing finance limited,,
kumho tire,1946000000,-53000000,1076000000,,,south korea,,,
focusrite,204000000,33000000,1076000000,,,uk,https://en.wikipedia.org/wiki/focusrite,,
arco platform,242000000,-31000000,1075000000,,,brazil,,,
james river group holdings,772000000,-172000000,1076000000,,,bermuda,,,
zensun enterprises,1953000000,58000000,1079000000,,,hong kong,,,
geneone life science,29000000,-12000000,1083000000,,,south korea,,,
sandstorm gold,88000000,21000000,1080000000,23,,canada,,,
shenzhen sinexcel electric,,,1081000000,,,china,,,
daeduck electronics,,,1077000000,,,south korea,,,
hi-target navigation tech,,,1083000000,,,china,,,
garo aktiebolag publ,122000000,16000000,1076000000,,,sweden,,,
alma media oyj,275000000,43000000,1079000000,,,finland,,,
national healthcare corporation,1010000000,138000000,1080000000,14881,,usa,,,
idt corporation,1446000000,96000000,1075000000,1650,,usa,https://en.wikipedia.org/wiki/idt corporation,,
semapa - sociedade de investimento e gestao sgps,,,1076000000,,,portugal,,,
far eastern department stores,1167000000,40000000,1076000000,,,taiwan,,,
aberdeen total dynamic dividend fund,-10000000,,1084000000,,,usa,,,
zhuhai orbita aerospace science & technology,,,1079000000,,,china,,,
bmo commercial property trust limited,191000000,184000000,1079000000,,,uk guernsey,,,
gaslog partners lp,,,1080000000,,,monaco,,,
audiocodes,76000000,10000000,1075000000,,,israel,,,
china tian lun gas holdings,,,1078000000,,,china,,,
finolex cables,472000000,75000000,1084000000,,,india,https://en.wikipedia.org/wiki/finolex cables,,
pharmally international holding company,,,,,,taiwan,,,
puyang huicheng electronic material,,,1080000000,,,china,,,
changjiang publishing & media,,,1082000000,,,china,,,
sichuan languang development,2927000000,-2013000000,1080000000,,,china,,,
beijing watertek information technology,,,1080000000,,,china,,,
lionco pharmaceutical group,,,1078000000,,,china,,,
silver lake resources,439000000,53000000,1081000000,,,australia,,,
beijing aerospace changfeng co ltd,,,1084000000,,,china,,,
sobha limited,341000000,15000000,1084000000,,,india,,,
microbio,,,1082000000,,,taiwan,,,
harbin electric corporation jiamusi electric machine,,,1078000000,,,china,,,
isracard,707000000,105000000,1079000000,,,israel,,,
tci express,135000000,16000000,1084000000,,,india,,,
wiit,77000000,-1000000,1081000000,,,italy,,,
changshu fengfan power equipment,,,1076000000,,,china,,,
guizhou bc&tv information network,,,1084000000,,,china,,,
dongzhu ecological environment protection,,,1077000000,,,china,,,
riken keiki,273000000,44000000,1083000000,,,japan,,,
minera frisco sab de cv,,,1066000000,,,mexico,,,
viva biotech holdings,306000000,42000000,1066000000,,,china,,,
f&f,544000000,45000000,1068000000,,,south korea,,,
deutsche euroshop ag,211000000,60000000,1065000000,,,germany,,,
agilysys,162000000,4000000,1070000000,1350,,usa,,,
ichigo office reit investment corporation,114000000,46000000,1069000000,,,japan,,,
tibet huayu mining,,,1065000000,,,china,,,
hui xian real estate investment trust,326000000,-28000000,1069000000,,,hong kong,,,
sligro food group,,,1074000000,,,netherlands,,,
alujain corporation,138000000,433000000,1067000000,,,saudi arabia,,,
tyman,748000000,58000000,1070000000,,,uk,,,
mitsubishi shokuhin,14270000000,102000000,1068000000,4392,,japan,,,
banco do nordeste do brasil,1640000000,318000000,1073000000,,,brazil,,,
amg advanced metallurgical group nv,,,1074000000,,,netherlands,,,
pt bank ocbc nisp tbk,655000000,170000000,1068000000,5784,,indonesia,https://en.wikipedia.org/wiki/bank ocbc nisp,,
semafo,,,,,,canada,,,
amerisafe,316000000,65000000,1069000000,393,,usa,,,
hunan salt industry co ltd,,,1073000000,,,china,,,
singapore post limited,1196000000,60000000,1070000000,,,singapore,,,
national gas & industerialization,,,1066000000,,,saudi arabia,,,
guangzhou fang bang electronics,,,1068000000,,,china,,,
shoe carnival,1330000000,154000000,1072000000,5800,,usa,https://en.wikipedia.org/wiki/shoe carnival,,
al meera consumer goods company,775000000,54000000,1066000000,,,qatar,,,
united corporations,-16000000,-18000000,1072000000,,,canada,,,
ftac hera acquisition corp,0,6000000,1068000000,,,usa,,,
hutchison telecommunications australia limited,,-16000000,1072000000,,,australia,,,
altshuler shaham provident funds and pension ltd,,,1074000000,,,israel,,,
zumiez,1183000000,119000000,1067000000,8800,,usa,,,
shandong luyitong intelligent electric,,,1072000000,,,china,,,
hokuhoku financial group,1174000000,150000000,1074000000,5144,,japan,,,
insigma technology,,,1071000000,,,china,,,
pampa energia,11000000,2000000,1067000000,,,argentina,https://en.wikipedia.org/wiki/pampa energ%c3%ada,https://twitter.com/pampaenergia,https://www.facebook.com/pampaenergia/
brookfield real assets income fund,109000000,105000000,1071000000,,,usa,,,
halfords group,1612000000,91000000,1070000000,,,uk,https://en.wikipedia.org/wiki/halfords,,
henan lantian gas coltd,,,1066000000,,,china,,,
sichuan furong technology,,,1066000000,,,china,,,
centuria metropolitan reit,,,,,,australia,,,
sleep country canada holdings,707000000,68000000,1068000000,,,canada,https://en.wikipedia.org/wiki/sleep country canada,,
orient electric,302000000,16000000,1070000000,,,india,,,
vibhavadi medical center public company,205000000,50000000,1073000000,,,thailand,,,
gansu yasheng industrial group,,,1071000000,,,china,,,
fujian qingshan paper industry co ltd,,,1069000000,,,china,,,
banca ifis,507000000,100000000,1065000000,,,italy,,,
xiangpiaopiao food,,,1067000000,,,china,,,
idg energy investment,190000000,-50000000,1069000000,,,hong kong,,,
rattanindia enterprises limited,,,1067000000,,,india,,,
blue square real estate,117000000,170000000,1073000000,,,israel,,,
gentera,1135000000,118000000,1066000000,,,mexico,,,
nbtm new materials group,,,1065000000,,,china,,,
park lawn corporation,362000000,34000000,1068000000,,,canada,,,
huaming power equipment,,,1071000000,,,china,,,
tristate capital holdings,230000000,44000000,1073000000,,,usa,,,
jiangsu chengxing phosph-chemicals,,,1072000000,,,china,,,
regina miracle international holdings,1064000000,66000000,1067000000,,,hong kong,,,
organogenesis holdings,468000000,94000000,1057000000,950,,usa,,,
tangshan sunfar silicon industries,,,1058000000,,,china,,,
ecn capital,215000000,7000000,1056000000,590,,canada,https://en.wikipedia.org/wiki/ecn capital,,
keymed biosciences inc,,,1061000000,,,china,,,
wheels up experience inc,1194000000,-190000000,1062000000,2171,,usa,,,
ww international,1212000000,66000000,1064000000,7700,,usa,,,
mission produce inc,891000000,44000000,1055000000,2800,,usa,,,
morimatsu international holdings company limited,,,1061000000,,,china,,,
yieh united steel,,,1058000000,,,taiwan,,,
sgl carbon se,1007000000,75000000,1056000000,,,germany,,,
tenneco,18035000000,35000000,1056000000,71000,,usa,,,
macquarie telecom group,214000000,6000000,1058000000,,,australia,,,
riyadh cement co,,,1059000000,,,saudi arabia,,,
granules india,467000000,52000000,1061000000,4843,,india,,,
tekla healthcare investors,157000000,155000000,1060000000,,,usa,,,
van lanschot kempen,563000000,136000000,1058000000,,,netherlands,,,
lvgem china real estate investment company,637000000,168000000,1059000000,1856,,hong kong,,,
al moammar information systecompany,170000000,15000000,1056000000,,,saudi arabia,,,
4imprint group,787000000,22000000,1057000000,,,uk,,,
grieg seafood asa,473000000,124000000,1063000000,,,norway,,,
amg advanced metallurgical group,,,1063000000,,,netherlands,,,
brigham minerals,161000000,50000000,1063000000,,,usa,,,
tellhow sci-tech,,,1056000000,,,china,,,
solar applied materials technology corporation,,,1057000000,,,taiwan,,,
okumura corporation,1769000000,92000000,1055000000,,,japan,,,
mangalore refinery and petrochemicals,8735000000,370000000,1056000000,,,india,https://en.wikipedia.org/wiki/mangalore refinery and petrochemicals limited,,
cre logistics reit,49000000,24000000,1059000000,,,japan,,,
meidensha corporation,1861000000,49000000,1056000000,,,japan,,,
republic bancorp,302000000,86000000,1059000000,499,,usa,,,
wistron neweb corporation,2222000000,41000000,1064000000,,,taiwan,,,
ningbo exciton technology,,,1064000000,,,china,,,
par pacific holdings,4710000000,-81000000,1064000000,1336,,usa,,,
canoe eit income fund,459000000,451000000,1064000000,,,canada,,,
hexing electrical,,,1057000000,,,china,,,
origin bancorp,261000000,108000000,1059000000,68796,,usa,,,
dongrui food group co ltd,,,1062000000,,,china,,,
maas group holdings limited,352000000,42000000,1055000000,,,australia,,,
hanwha investment & securities,,,1058000000,,,south korea,,,
ma financial group limited,138000000,22000000,1060000000,,,australia,,,
frey sa,98000000,65000000,1062000000,,,france,,,
minerva,5305000000,118000000,1062000000,,,brazil,,,
villar international,85000000,139000000,1056000000,,,israel,,,
troy information technology,,,1060000000,,,china,,,
tv18 broadcast,692000000,73000000,1061000000,,,india,https://en.wikipedia.org/wiki/tv18,,
shanghai kaibao pharmaceutical,,,1062000000,,,china,,,
nazara technologies limited,78000000,4000000,1060000000,,,india,,,
guangzhou kingteller technology,,,1058000000,,,china,,,
aerocentury,,,1060000000,,,usa,,,
reata pharmaceuticals,11000000,-297000000,1045000000,349,,usa,https://en.wikipedia.org/wiki/reata pharmaceuticals,,
indian energy exchange,54000000,39000000,1048000000,,,india,https://en.wikipedia.org/wiki/indian energy exchange,,
hydrofarm holdings group inc,479000000,13000000,1049000000,209,,usa,,,
empresa nacional de telecomunicaciones,2697000000,83000000,1051000000,,,chile,,,
ayr strategies,357000000,-16000000,1054000000,,,usa,,,
china shanshui cement group limited,,,1049000000,,,china,,,
absolute clean energy public company,158000000,42000000,1052000000,,,thailand,,,
fortuna silver mines,461000000,44000000,1052000000,1236,,canada,,,
fuji seal international,1243000000,45000000,1051000000,,,japan,,,
united laboratories international holdings,1412000000,144000000,1053000000,,,hong kong,,,
apria inc,,,1054000000,6050,,usa,,,
demae-can co ltd,211000000,-160000000,1047000000,312,,japan,,,
juventus football club,478000000,-209000000,1049000000,,,italy,https://en.wikipedia.org/wiki/juventus f.c.,,
asia cement china holdings corporation,,,1045000000,,,china,,,
arcs company,4215000000,75000000,1045000000,2500,,japan,,,
redsun properties group,,,1046000000,,,china,,,
jiangxi xinyu guoke technology co ltd,,,1052000000,,,china,,,
wetrade group inc,,,1048000000,,,china,,,
stanley agriculture group coltd,,,1051000000,,,china,,,
hokuriku electric power company,4479000000,-50000000,1053000000,8562,,japan,https://en.wikipedia.org/wiki/hokuriku electric power company,,
gek terna holdings real estate construction sa,,,1046000000,,,greece,,,
calamos convertible opportunities and income fund,287000000,287000000,1054000000,,,usa,,,
general american investors company,308000000,293000000,1049000000,18,,usa,,,
nurnberger beteiligungs-ag,,,1048000000,,,germany,,,
mitani sekisan,564000000,39000000,1052000000,,,japan,,,
cdl hospitality trusts,115000000,49000000,1052000000,,,singapore,,,
suntar environmental technology,,,1049000000,,,china,,,
thermador groupe sa,486000000,52000000,1048000000,,,france,,,
compute health acquisition corp,0,5000000,1053000000,,,usa,,,
pacific horizon investment trust,245000000,234000000,1045000000,,,uk,,,
cromwell european real estate investment trust,217000000,104000000,1051000000,,,singapore,,,
sociedad de inversiones oro blanco,15000000,182000000,1045000000,,,chile,,,
infund holding,,,1047000000,,,china,,,
quantum hi-tech china biological,,,1047000000,,,china,,,
starhill global real estate investment trust,130000000,63000000,1053000000,,,singapore,,,
temple bar investment trust,186000000,184000000,1046000000,,,uk,,,
mlp se,925000000,62000000,1052000000,,,germany,,,
altamir sca,319000000,291000000,1050000000,,,france,,,
ctci corporation,2331000000,54000000,1046000000,,,taiwan,,,
washington trust bancorp,228000000,76000000,1048000000,,,usa,,,
shandong dawn polymer,,,1052000000,,,china,,,
eastern pioneer driving school co ltd,,,1045000000,,,china,,,
sanyo special steel,2651000000,111000000,1051000000,,,japan,,,
hengkang medical group,,,1049000000,,,china,,,
pdf solutions,111000000,-21000000,1054000000,407,,usa,https://en.wikipedia.org/wiki/pdf solutions,,
neighbourly pharmacy inc,,,1046000000,,,canada,,,
stolt-nielsen,2181000000,78000000,1052000000,,,uk,,,
arad investment & industrial development,897000000,149000000,1054000000,,,israel,,,
shanxi road & bridge,,,1046000000,,,china,,,
hylink digital solution,,,1045000000,,,china,,,
health and happiness h&h international holdings,1680000000,74000000,1043000000,,,hong kong,,,
ferroglobe plc,,,1042000000,,,uk,,,
china renaissance holdings,,,1036000000,,,china,,,
wework,,,,,,usa,https://en.wikipedia.org/wiki/wework,https://twitter.com/wework,https://www.facebook.com/wework
orthopediatrics,98000000,-16000000,1038000000,,,usa,https://en.wikipedia.org/wiki/orthopediatrics,,
national research corporation,147000000,37000000,1037000000,,,usa,,,
streamax technology co ltd,,,1038000000,,,china,,,
daewoong,,,1038000000,,,south korea,,,
children's place,1915000000,187000000,1037000000,13300,,usa,,,
toho holdings,9239000000,98000000,1040000000,7847,,japan,https://en.wikipedia.org/wiki/toho,,
xinjiang machinery research institute,,,1042000000,,,china,,,
shoei,173000000,32000000,1041000000,,,japan,,,
american woodmark corporation,1857000000,-29000000,1037000000,9300,,usa,,,
sterlite technologies,627000000,33000000,,,,india,https://en.wikipedia.org/wiki/sterlite technologies,,
tpi polene power public company,306000000,116000000,1038000000,,,thailand,,,
eternity technology holdings,,,1040000000,,,china,,,
xiangtan electrochemical scientific,,,1035000000,,,china,,,
yujiahui,,,1038000000,,,china,,,
sun hung kai & co,699000000,359000000,1042000000,,,hong kong,,,
befimmo sa,162000000,89000000,1041000000,,,belgium,,,
cerus corporation,159000000,-54000000,1035000000,254,,usa,,,
guggenheim strategic opportunities fund,-125000000,-127000000,1039000000,,,usa,,,
can fin homes,102000000,59000000,1042000000,838,,india,,,
knowit ab publ,,,1038000000,,,sweden,,,
alliancebernstein global high income fund,3000000,2000000,1038000000,,,usa,,,
grupo kuo,2024000000,136000000,1038000000,,,mexico,,,
mortgage advice bureau holdings,221000000,21000000,1041000000,,,uk,,,
shanghai kinlita chemical,,,1040000000,,,china,,,
nanfang zhongjin environment,,,1037000000,,,china,,,
ricoh leasing company,2217000000,98000000,1035000000,,,japan,,,
ies holdings,1536000000,66000000,1042000000,6845,,usa,https://en.wikipedia.org/wiki/integrated electrical services,,
hecla mining company,807000000,34000000,1035000000,1650,,usa,,,
netent ab publ,,,,,,sweden,,,
charter hall social infrastructure reit,71000000,248000000,1043000000,,,australia,,,
genomma lab internacional,777000000,66000000,1038000000,,,mexico,,,
china union holdings,,,1042000000,,,china,,,
john b sanfilippo & son,955000000,61000000,1040000000,1300,,usa,,,
eurohold bulgaria ad,,,,,,bulgaria,,,
xiamen leading optics co ltd,,,1036000000,,,china,,,
norinco international cooperation,,,1040000000,,,china,,,
sto se & co kgaa,1433000000,48000000,1041000000,,,germany,,,
hiag immobilien holding ag,65000000,92000000,1044000000,,,switzerland,,,
spic yuanda environmental-protection,,,1038000000,,,china,,,
kunshan kersen science & technology,,,1040000000,,,china,,,
protector forsikring asa,614000000,108000000,1043000000,,,norway,,,
guizhou sanli pharmaceutical co ltd,,,1044000000,,,china,,,
ningxia western venture industrial,,,1038000000,,,china,,,
cosonic intelligent technologies co ltd,,,1043000000,,,china,,,
uranium energy,0,-14000000,1037000000,,,usa,,,
zhejiang shengyang science and technology,,,1036000000,,,china,,,
opto tech corporation,,,1035000000,,,taiwan,,,
sabuy technology public company limited,,,1044000000,,,thailand,,,
henan huaying agricultural development,,,1043000000,,,china,,,
atai life sciences nv,,,1029000000,,,germany,,,
peijia medical limited,,,1034000000,,,china,,,
zylox-tonbridge medical technology co ltd,,,1027000000,,,china,,,
firstgroup,3450000000,749000000,1030000000,,,uk,,,
yixin group,508000000,4000000,1028000000,,,china,,,
chong kun dang pharmaceutical,1005000000,32000000,1025000000,,,south korea,,,
guangdong huiyun titanium industry co ltd,,,1031000000,,,china,,,
nlight,270000000,-29000000,1029000000,1300,,usa,,,
polar capital holdings,264000000,57000000,1034000000,,,uk,,,
bombay burmah trading corporation,1796000000,8000000,1028000000,4924,,india,https://en.wikipedia.org/wiki/bombay burmah trading corporation,,
jinshang bank,,,1033000000,,,china,,,
tsubakimoto chain,1575000000,106000000,1027000000,8733,,japan,https://en.wikipedia.org/wiki/tsubakimoto chain,,
federal national mortgage association,31455000000,78000000,1025000000,7400,,usa,https://en.wikipedia.org/wiki/fannie mae,,
lotte tour development,80000000,-150000000,1026000000,,,south korea,,,
andhra bank,658000000,-360000000,,,,india,https://en.wikipedia.org/wiki/andhra bank,https://twitter.com/bank andhra,https://www.facebook.com/official.andhrabank/
daishi hokuetsu financial group,914000000,111000000,1029000000,,,japan,,,
finnair oyj,838000000,-480000000,1033000000,,,finland,,,
jiangsu gdk biotechnology co ltd,,,1034000000,,,china,,,
knoll,1236000000,4000000,,,,usa,,,
indus holding ag,1740000000,46000000,1033000000,,,germany,,,
bank of georgia group,487000000,255000000,1034000000,,,uk,,,
shenzhen rongda photosensitive science & technology,,,1027000000,,,china,,,
avanti feeds,623000000,28000000,1030000000,,,india,,,
cafe de coral holdings,,,1026000000,,,china,,,
digital 9 infrastructure plc,,,,,,jersey,,,
henan yuguang gold&lead co ltd,,,1030000000,,,china,,,
retail estates,127000000,131000000,1031000000,,,belgium,,,
farmers & merchants bank of long beach,317000000,115000000,1026000000,,,usa,,,
epoxy base electronic material corporation limited,,,1025000000,,,china,,,
changzhou almaden,,,1026000000,,,china,,,
qiaoyin city management coltd,,,1025000000,,,china,,,
sundaram-clayton,3203000000,55000000,1028000000,,,india,,,
kayne anderson mlp/midstream investment company,341000000,335000000,1033000000,,,usa,,,
magic software enterprises,371000000,24000000,1027000000,,,israel,,,
rdc semiconductor,,,1032000000,,,taiwan,,,
kearny financial,210000000,67000000,1027000000,584,,usa,,,
zhejiang zhongxin fluoride materials,,,1033000000,,,china,,,
xiandai investment,,,1025000000,,,china,,,
energiekontor ag,156000000,36000000,1032000000,,,germany,,,
mitsubishi logisnext,3396000000,5000000,1025000000,12000,,japan,,,
hokuetsu corporation,1909000000,155000000,1025000000,,,japan,,,
eeka fashion holdings,,,1029000000,,,china,,,
beijing forever technology,,,1027000000,,,china,,,
hualing xingma automobile group,,,1029000000,,,china,,,
cultural investment holdings,,,1026000000,,,china,,,
whirlpool china,,,1033000000,,,china,,,
litalico,144000000,8000000,1034000000,,,japan,,,
vip industries,161000000,8000000,1027000000,,,india,https://en.wikipedia.org/wiki/vip industries,,
foshan nationstar optoelectronics,,,1028000000,,,china,,,
lakeland bancorp,257000000,93000000,1030000000,717,,usa,,,
syndax pharmaceuticals,139000000,24000000,1031000000,59,,usa,,,
huami corporation,,,,,,china,,,
sprott,126000000,25000000,1026000000,,,canada,,,
traffic control technology,,,1032000000,,,china,,,
suruga bank,539000000,58000000,1031000000,,,japan,,,
shenzhen deren electronic,,,1031000000,,,china,,,
citic offshore helicopter,,,1026000000,,,china,,,
guangxi guidong electric power,,,1032000000,,,china,,,
global fashion group,1695000000,-135000000,1018000000,7300,,singapore,,,
jumia technologies ag,177000000,-226000000,1015000000,4067,,germany,,,
berkshire grey inc,50000000,-153000000,1022000000,400,,usa,,,
change,,,1019000000,1700,,japan,,,
hiecise precision equipment coltd,,,1020000000,,,china,,,
sichuan hongda coltd,,,1019000000,,,china,,,
bellring brands,1247000000,27000000,1022000000,380,,usa,,,
