name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
henan yuguang gold and lead co ltd,china,"3,684","no.1, jinliang south road, jiyuan, henan, 459000",metals and mining,www.yggf.com.cn,885,86 391 6665836,4
daicel corp,japan,"11,104","grand front osaka tower-b, 3-1, ofuka-cho, kita-ku, osaka-shi, 530-0011",chemicals,www.daicel.com,2,81 6 76397171,4
yancoal australia ltd,australia,"3,196","darling park 2, l 18 201 sussex street, sydney, new south wales, 2000",metals and mining,www.yancoal.com.au,5,61 2 85835300,4
sanwa holdings corp,japan,"12,785","52f, shinjuku mitsui bldg., 2-1-1, nishi shinjuku, shinjuku-ku, tokyo, 163-0478",construction,www.sanwa-hldgs.co.jp,2,81 3 33463019,4
durr ag,germany,"18,126","carl-benz-str. 34, bietigheim-bissingen, 74321",industrial goods and machinery,www.durr.com,2,49 7142 780,4
lee & man paper manufacturing ltd,hong kong,"10,000","5th floor, liven house, 61-63 king yip street, kwun tong,kowloon, hong kong",paper and packaging,www.leemanpaper.com,1,852  23199889,4
aristocrat leisure ltd,australia,"7,000","bldg a, pinnacle, 85 epping rd, north ryde, new south wales, 2113",leisure and arts,www.aristocrat.com,15,61 2 90136300,4
li auto inc,china,"15,157","11 wenliang street, shunyi district, beijing, 100102",automotive,www.lixiang.com,22,86 10 87427209,4
bdo unibank inc,philippines,"38,873","bdo corporate center, 7899 makati avenue, 0726",financial services,www.bdo.com.ph,11,63 2 88407000,4
aeon financial service co ltd,japan,"16,089","terrace square, 3-22, kandanishiki-cho, chiyoda-ku, tokyo, 101-0054",financial services,www.aeonfinancial.co.jp,2,81 3 52812079,4
lennox international inc,united states of america,"11,000","2140 lake park blvd, richardson, texas, 75080",consumer packaged goods,www.lennoxinternational.com,8,1 972 4975000,4
hubbell inc,united states of america,"18,300","40 waterview dr, shelton, connecticut, 06484-4300",industrial goods and machinery,www.hubbell.com,12,1 203 7994100,4
gold fields ltd,south africa,"5,957","150 helen road, sandown, sandton, 2196",metals and mining,www.goldfields.com,11,27 11 5629700,4
galenica ag,switzerland,"5,517","untermattweg 8, bern, 3027",pharmaceuticals and healthcare,www.galenica.com,4,,4
avenue supermarts ltd,india,"11,312","plot no b 72 & b 72a, wagle industrial estate thane west, mumbai, 400604",retailing,www.dmartindia.com,29,91 22 33400500,4
yuzhou group holdings co ltd,china,"2,544","yuzhou plaza, 299 jingang road, pudong new district, shanghai, 361003",construction,www.yuzhou-group.com,376,86 592 2996555,4
the brink's co,united states of america,"72,200","1801 bayberry ct, po box 18100, richmond, virginia, 23226-8100",business and consumer services,investors.brinks.com,2,1 804 2899623,4
atmos energy corp,united states of america,"4,791","5430 lbj freeway, 1800 three lincoln ctr, dallas, texas, 75240",energy and utilities,www.atmosenergy.com,16,1 972 9349227,4
embraer sa,brazil,"15,427","30th floor  part , avenida dra. ruth cardoso, 8501, sao jose dos campos, sao paulo, 05425-070",aerospace and defense,www.embraer.com.br,2,55 11 30406874,4
nippo corp,japan,"6,505","1-19-11, kyobashi, chuo-ku, tokyo, 104-8380",construction,www.nippo-c.co.jp,,81 3 35636751,4
total system services llc,united states of america,,"one tsys way, columbia, georgia, 31901",financial services,www.tsys.com,,1 844 6638797,4
americanas sa,brazil,"40,000","rua sacadura cabral, 102,parte, saude, rio de janeiro, 20.081-902",retailing,www.americanas.com.br,305,55 21 37223618,4
newcrest mining ltd,australia,"7,600","level 8, 600 st. kilda road, melbourne, victoria, 3004",metals and mining,www.newcrest.com,13,61 3 95225333,4
united spirits ltd,india,"3,145","ub tower, vittal mallya road, bengaluru, karnataka, 560001",consumer packaged goods,www.diageoindia.com,7,91 80 45448013,4
china railway hi-tech industry corp ltd,china,"12,278","china railway erju mansion, no. 10 majia garden, beijing, 100070",construction,www.crhic.cn,2,86 10 53025528,4
ming yang smart energy group ltd,china,"10,089","no. 22, torch road, torch development zone, zhongshan, guangdong, 528400",alternative energy,www.myse.com.cn,9,86 10 50815010,4
ares management corp,united states of america,"2,100","2000 ave of the stars, 12th floor, los angeles, california, 90067",financial services,www.aresmgmt.com,22,1 310 2014100,4
century communities inc,united states of america,"1,600","8390 e crescent pkwy ste 650, greenwood village, colorado, 80111",construction,www.centurycommunities.com,1,1 303 7708300,4
weis markets inc,united states of america,"24,000","1000 s second st, po box 471, sunbury, pennsylvania, 17801",retailing,www.weismarkets.com,2,1 570 2864571,4
huhtamaki oyj,finland,"19,162","revontulenkuja 1, espoo, 02100",paper and packaging,www.huhtamaki.com,4,358 10 6867000,4
aluminium bahrain bsc,bahrain,218,"building 150, road 94 block 951, king hamad highway, p.o.box :570 askar, manama, 951",metals and mining,www.albasmelter.com,4,973 1 7830000,4
almarai co,saudi arabia,"40,213","exit 7, north ring road,  al izdihar district, p.o. box 8524, riyadh, 11492",consumer packaged goods,www.almarai.com,14,966 1 14700005,4
voya financial inc,united states of america,"6,000","230 park ave, new york, 10169",financial services,www.voya.com,6,1 212 3096516,4
dentsply sirona inc,united states of america,"15,000","13320 ballantyne corporate place, charlotte, north carolina, 28277",medical equipment,www.dentsplysirona.com,7,1 844 8480137,4
hub group inc,united states of america,"4,700","2001 hub group way, oak brook, illinois, 60523",transport and logistics,www.hubgroup.com,2,1 630 2713653,4
las vegas sands corp,united states of america,"44,500","5500 haven street, las vegas, nevada, 89119",leisure and arts,www.sands.com,41,1 702 9239000,4
hilton food group plc,united kingdom,"6,025","2-8 latham road, huntingdon, pe296ye",consumer packaged goods,www.hiltonfoodgroupplc.com,669,44 1480 387214,4
abu dhabi commercial bank,united arab emirates,"1,366","abu dhabi commercial bank building, shk zayed street,  939, p.o.box",financial services,www.adcb.com,16,971 2 6962222,4
amorepacific corp,south korea,"5,811","100, hangang-daero, yongsan-gu, seoul, 04386",consumer packaged goods,www.apgroup.com,7,82 2 60405114,4
fresh del monte produce inc,united states of america,"40,055","12th floor, 241 sevilla avenue, coral gables, florida, 33134",consumer packaged goods,www.freshdelmonte.com,1,1 305 5208400,4
mmg ltd,australia,"4,245","l 23 28 freshwater pl, southbank, victoria, 3006",metals and mining,www.mmg.com,2,61 3 92880888,4
yaskawa electric corp,japan,"12,897","2-1, kurosakishiroishi, yahatanishi-ku, kitakyushu-shi, fukuoka, 806-0004",technology and communications,www.yaskawa.co.jp,9,81 93 6458801,4
nuernberger beteiligungs-aktiengesellschaft,germany,"4,220","ostendstrasse 100, nuernberg, 90334",financial services,www.nuernberger.de,944,49 911 5315,4
bluelinx holdings inc,united states of america,"2,053","1950 spectrum circle, marietta, georgia, 30067",construction,bluelinxco.com,737,1 770 9537000,4
emmi ag,switzerland,"9,281","landenbergstrasse 1, luzern, 6002",consumer packaged goods,ch.emmi.com,4,41 41 2272727,4
dufry ag,switzerland,"22,554","brunngaesslein 12, basel, 4010",retailing,www.dufry.com,4,41 61 2664444,4
bajaj finance ltd,india,"35,425","6th floor, bajaj finserv corporate offc, off pune-ahmednagar road, viman nagar, maharashtra, 411014",financial services,www.bajajfinserv.in,44,91 20 71576403,4
cimc vehicles group co ltd,china,"13,286","cimc group r&d center, 2 gangwan ave.,shekou, nanshan district, shenzhen, guangdong, 518067",automotive,www.cimcvehiclesgroup.com,2,86 755 26802598,4
tis inc,japan,"21,709","sumitomo fudosan shinjuku grand tower, 8-17-1, nishi-shinjuku, shinjuku-ku, tokyo, 160-0023",technology and communications,www.tis.co.jp,7,81 3 53377070,4
krones ag,germany,"16,795","boehmerwaldstrasse 5, neutraubling, 93073",industrial goods and machinery,www.krones.com,3,49 9401 700,4
ytl power international bhd,malaysia,"2,054","33rd floor, menara ytl, 205 jalan bukit bintang, kuala lumpur, 55100",power,www.ytlpowerinternational.com,1,60 3 20380888,4
investec ltd,south africa,"8,336","100 grayston drive, sandown, sandton, 2196",financial services,www.investec.co.za,6,27 11 2867000,4
investec plc,united kingdom,"8,336","30 gresham street, london, ec2v7qp",financial services,www.investec.com,6,44 20 75974000,4
fuji oil co ltd,japan,701,"tennozu parkside bldg., 2-5-8, higashi-shinagawa, shinagawa-ku, tokyo, 140-0002",energy and utilities,www.foc.co.jp,156,81 3 54627761,4
cspc pharmaceutical group ltd,china,"25,147","no. 226 huanghe avenue, shijiazhuang, hebei, 050035",pharmaceuticals and healthcare,www.cspc.com.hk,13,86 311 87037015,4
cabot corp,united states of america,"4,491","two seaport lane suite 1400, boston, massachusetts, 02210",chemicals,www.cabotcorp.com,4,1 617 3450100,4
treehouse foods inc,united states of america,"10,000","suite 600, 2021 spring road, oak brook, illinois, 60523",consumer packaged goods,www.treehousefoods.com/home/default.aspx,2,1 708 4095315,4
kier group plc,united kingdom,"10,267","2nd floor, optimum house, clippers quay, salford quays, m503xp",construction,www.kier.co.uk,364,44 1767 355000,4
ezz steel company sae,egypt,,"1089 cornich el-nil, garden city, cairo",metals and mining,www.ezzindustries.com,450,20 2 27989900,4
nippon light metal holdings co ltd,japan,"12,750","urban net uchisaiwai-cho, 1-1-13, shimbashi, minato-ku, tokyo, 105-8681",metals and mining,www.nikkeikinholdings.co.jp,765,81 3 68107100,4
flowers foods inc,united states of america,"8,900","1919 flowers cir, thomasville, georgia, 31757",consumer packaged goods,www.flowersfoods.com,5,1 912 2269110,4
berli jucker public co ltd,thailand,"42,820","berli jucker house, 99 sukhumvit 42 road, khlong toei, bangkok, 10110",paper and packaging,www.berlijucker.co.th,4,66 23 671111,4
eramet sa,france,"8,493","10 boulevard de grenelle, cs 63205, paris, 75015",metals and mining,www.eramet.com,2,33 1 45384242,4
clariant international ltd,switzerland,"13,235","rothausstrasse 61, muttenz, 4132",chemicals,www.clariant.com,,41 61 4695111,4
shaw communications inc,canada,"10,000","ste 900, 630 3rd ave sw, calgary, alberta, t2p4l4",technology and communications,www.shaw.ca,14,1 403 7504534,4
tokai rika co ltd,japan,"20,083","3-260, toyota, oguchi-cho, niwa-gun, aichi, 480-0195",automotive,www.tokai-rika.co.jp,1,81 58 7955211,4
mewah international inc,singapore,"1,865","5 international business park,  05-00 mewah building, singapore, 609914",consumer packaged goods,www.mewahgroup.com,369,65 6 8295200,4
worldline sa,france,"20,711","tour voltaire, 1 place des degres, cs 81162, paris, 92059",financial services,worldline.com,12,33 1 34349595,4
domino's pizza inc,united states of america,"13,500","30 frank lloyd wright dr, ann arbor, michigan, 48105-9757",leisure and arts,www.dominos.com,12,1 734 9303030,4
grupo argos sa,colombia,"11,250","carrera 43a n 1a sur - 143, centro santillana, torre sur, piso 2, medellin, antioquia, 050021",construction,www.grupoargos.com,1,57 4 3158400,4
gigabyte technology co ltd,taiwan,"7,500","no.6, bau chiang road, hsin-tien district, new taipei, 231",technology and communications,www.gigabyte.com,2,886 2 89124000,4
weg sa,brazil,"36,987","3300, centro, jaragua do sul, 89.256-900",industrial goods and machinery,www.weg.net,30,55 47 32764000,4
hkt trust and hkt ltd,hong kong,"15,600","0, hong kong",technology and communications,www.hkt.com,9,852  29625926,4
nagoya railroad co ltd,japan,"28,803","1-2-4, meieki, nakamura-ku, nagoya-shi, aichi, 450-8501",transport and logistics,www.meitetsu.co.jp,3,81 52 5712111,4
veidekke asa,norway,"7,829","skabos vei 4, oslo, 0278",construction,www.veidekke.no,1,47 2 1055000,4
ngk spark plug co ltd,japan,"16,145","urbannet nagoya nexta bldg., 1-1-1, higashisakura, higashi-ku, nagoya-shi, aichi, 461-0005",automotive,www.ngkntk.co.jp,4,81 52 2186095,4
capita plc,united kingdom,"52,000","65 gresham street, london, ec2v7nq",technology and communications,www.capita.com,571,44 20 77991525,4
autodesk inc,united states of america,"12,600","one market, ste. 400., san francisco, california, 94105",technology and communications,www.autodesk.com,42,1 415 5075000,4
tal education group,china,"16,200","32 zhongguancun ave, haidian district, 18/f, hesheng bldg, beijing, 100080",government and non-profit organisations,en.100tal.com,5,86 10 52926692,4
nipro corp,japan,"36,259","3-9-3, honjo-nishi, kita-ku, osaka-shi, 531-8510",medical equipment,www.nipro.co.jp,1,81 6 63722331,4
kandenko co ltd,japan,"10,264","4-8-33, shibaura, minato-ku, tokyo, 108-8533",construction,www.kandenko.co.jp,1,81 3 54762111,4
axalta coating systeltd,united states of america,"12,000","two commerce square, 2001 market street, suite 3600, philadelphia, pennsylvania, 19103",chemicals,www.axalta.com/corporate/en us.html,6,1 855 5471461,4
thai union group pcl,thailand,"1,680","72/1 mu 7, setthakit 1 road, thasai, muangsamutsakhon, samut sakhon, 74000",consumer packaged goods,www.thaiunion.com,2,66 34 816500,4
ryohin keikaku co ltd,japan,"8,882","4-26-3, higashi-ikebukuro, toshima-ku, tokyo, 170-8424",retailing,ryohin-keikaku.jp,3,81 3 39894403,4
morgan sindall group plc,united kingdom,"6,666","kent house, 14-17 market place, london, w1w8aj",construction,www.morgansindall.com,948,44 20 73079200,4
digital realty trust inc,united states of america,"3,030","5707 southwest parkway, building 1, suite 275, austin, texas, 78735",construction,www.digitalrealty.com,30,1 415 7386500,4
bank of zhengzhou co ltd,china,"5,574","22 shangwu waihuan road, zhengdong new district, zhengzhou, henan, 450018",financial services,www.zzbank.cn,2,86 371 67009056,4
bilfinger se,germany,"30,566","oskar-meixner-strasse 1, mannheim, 68163",construction,www.bilfinger.com,1,49 621 4590,4
apache corp,united states of america,"2,272","suite 100, one post oak central, 2000 post oak boulevard, houston, texas, 77056",energy and utilities,www.apachecorp.com,,1 713 2966000,4
noble energy inc,united states of america,"2,330","1001 noble energy way, houston, texas, 77041",energy and utilities,www.nblenergy.com,,1 281 8723100,4
direct line insurance group plc,united kingdom,"9,786","churchill court, westmoreland road, bromley, br11dp",financial services,www.directlinegroup.co.uk,2,44 113 2920667,4
companhia paranaense de energia sa,brazil,"5,902","rua coronel dulcidio, 800, batel, curitiba, 80.420-170",power,www.copel.com,4,554133314011,4
mediclinic international plc,united kingdom,"34,964","6th fl, 65 gresham street, london, ec2v7nq",pharmaceuticals and healthcare,www.mediclinic.com,4,44 20 79549600,4
guangxi liugong machinery co ltd,china,"17,122","no.1 liutai road, liuzhou, guangxi, 545007",industrial goods and machinery,www.liugong.com,1,86 772 3886510,4
marvell technology inc,united states of america,"6,695","1000 n. west street, suite 1200, wilmington, delaware, 19801",technology and communications,www.marvell.com,34,1 302 2954840,4
toda corp,japan,"5,751","2-8-5, hatchobori, chuo-ku, tokyo, 104-0032",construction,www.toda.co.jp,1,81 3 35351354,4
pko bank polski sa,poland,"25,503","ul. pulawska 15, warszawa, 02-515",financial services,www.pkobp.pl,9,48 22 5803392,4
bajaj auto ltd,india,"7,317","bajaj auto ltd. complex, , mumbai-pune road, akurdi, 411035",automotive,www.bajajauto.com,12,91 20 66107150,4
raia drogasil sa,brazil,"50,320","av. corifeu de azevedo marques, 3.097, butanta, sao paulo, 05.339-900",retailing,www.rd.com.br,7,55 11 37695678,4
lci industries,united states of america,"13,900","3501 county road 6 e, elkhart, indiana, 46514-7663",construction,www.lci1.com,2,1 574 5351125,4
telecom argentina sa,argentina,"22,385","general hornos 690, buenos aires, 1272",technology and communications,www.telecom.com.ar,1,54 11 31002222,4
israel aerospace industries ltd,israel,"14,331","ben gurion international airport, lod, tel aviv, 70100",aerospace and defense,www.iai.co.il,,972 3 9353111,4
morinaga milk industry co ltd,japan,"6,839","morinaga plaza bldg. honkan, 5-33-1, shiba, minato-ku, tokyo, 108-8384",consumer packaged goods,www.morinagamilk.co.jp,1,81 3 37980111,4
banco de chile,chile,"12,284","ahumada 251, santiago, 8320206",financial services,ww3.bancochile.cl,10,56 2 26531111,4
harbin bank co ltd,china,"6,823","no. 888 shangjiang street, daoli district, haerbin, heilongjiang, 150000",financial services,www.hrbb.com.cn,450,86 451 86779933,4
foxconn interconnect technology ltd,taiwan,"52,988","66-1, chungshan road, tu cheng district, new taipei, 236",technology and communications,www.fit-foxconn.com,2,,4
iron mountain inc,united states of america,"26,750","one federal street, boston, massachusetts, 2110",technology and communications,www.ironmountain.com,15,1 617 5354766,4
true corp public co ltd,thailand,"2,672","18 true tower, ratchadaphisek road, huai khwang, bangkok, 10310",technology and communications,investor.truecorp.co.th,4,66 26 431111,4
tobu railway co ltd,japan,"19,621","2-18-12, oshiage, sumida-ku, tokyo, 131-8522",transport and logistics,www.tobu.co.jp,4,81 3 59622067,4
alrosa,russia,"34,579","ozerkovskaya naberezhnaya, d. 24, moscow, 115184",metals and mining,eng.alrosa.ru,6,7 495 7771240,4
sime darby plantation sdn bhd,malaysia,"80,000","no. 2, jalan pju 1a/7, ara damansara, level 3, main block, plantation tower, petaling  jaya, 47301",consumer packaged goods,www.simedarbyplantation.com,7,60 3 78484000,4
the toro company,united states of america,"9,520","8111 lyndale ave s, bloomington, minnesota, 55420-1196",industrial goods and machinery,www.thetorocompany.com,11,1 952 8888801,4
public bank berhad,malaysia,"19,364","menara public bank, 146 jalan ampang, kuala lumpur, 50450",financial services,www.publicbankgroup.com,19,60 3 21638888,4
china oilfield services ltd,china,"14,779","no. 201 haiyoudajie, sanhe city, yanjiao economic &amp  development zone, langfang, hebei, 065201",energy and utilities,www.cosl.com.cn,10,86 10 84521685,4
symrise ag,germany,"11,627","muehlenfeldstrasse 1, holzminden, niedersachsen, 37603",ingredients,www.symrise.com,16,49 5531 900,4
illumina inc,united states of america,"9,800","5200 illumina way, san diego, california, 92122-4616",medical equipment,www.illumina.com,32,1 858 2024500,4
almacenes exito sa,colombia,"41,090","carrera 48 n 32 b sur 139, avenida las vegas, antioquia, envigado, a.a.3479",retailing,www.exito.com,1,57 4 6049696,4
bright dairy & food co ltd,china,"11,999","no.578 wuzhong road, shanghai, 201103",consumer packaged goods,en.brightdairy.com,2,86 21 54584520,4
trinet group inc,united states of america,"3,500","one park place., suite 600, dublin, california, 94568",business and consumer services,www.trinet.com,4,1 510 3525000,4
zhengzhou coal mining machinery group company ltd,china,"16,774","no 167, ninth avenue, zhengzhou, henan, 450016",industrial goods and machinery,www.zmj.com,3,86 371 67891015,4
bell food group ltd,switzerland,"12,859","elsaesserstrasse 174, basel, 4056",consumer packaged goods,www.bellfoodgroup.com/de,1,41 58 3262000,4
nisshinbo holdings inc,japan,"21,112","2-31-11, ningyo-cho, nihombashi, chuo-ku, tokyo, 103-8650",industrial goods and machinery,www.nisshinbo.co.jp,1,81 3 56958833,4
ngk insulators ltd,japan,"20,099","2-56, suda-cho, mizuho-ku, nagoya-shi, aichi, 467-8530",industrial goods and machinery,www.ngk.co.jp,4,81 52 8727181,4
datatec ltd,south africa,"10,933","ground floor sandown chambers, sandown,  sandown ,sandton, 2031",technology and communications,www.datatec.co.za,424,27 11 2331000,4
aboitiz equity ventures inc,philippines,229,"32nd street, bonifacio global city, metro manila, 1634",financial services,aboitiz.com,6,63 2 88862800,4
urban outfitters inc,united states of america,"9,660","5000 s broad st, philadelphia, pennsylvania, 19112",retailing,www.urbn.com,2,1 215 4545500,4
bank of ayudhya public co ltd,thailand,"14,093","1222 rama iii road, bang phongphang yan nawa, bangkok, 10120",financial services,www.krungsri.com,7,66 22 962000,4
louisiana-pacific corp,united states of america,"4,800","1610 west end ave., suite 200, nashville, tennessee, 37203",construction,lpcorp.com,4,1 615 9865600,4
daifuku co ltd,japan,"12,436","3-2-11, mitejima, nishiyodogawa-ku, osaka-shi, 555-0012",industrial goods and machinery,www.daifuku.com,6,81 6 64721261,4
crestwood equity partners lp,united states of america,645,"suite 2060, 700 louisiana st., houston, texas, 77002",energy and utilities,www.crestwoodlp.com,2,1 832 5192200,4
saab ab,sweden,"18,098","akerbogatan 45, linkoping, 58188",aerospace and defense,www.saab.com,5,46 13 180000,4
kt&g corp,south korea,"4,102","71, beotkkot-gil, daedeok-gu, daejeon, 34337",consumer packaged goods,www.ktng.com,10,82 42 9395000,4
chaowei power holdings ltd,china,"14,000","67 n park st, huzhou, zhejiang, 313100",industrial goods and machinery,www.chaowei.com.hk,309,86 572 6562868,4
ccl industries inc,canada,"15,900","111 gordon baker rd suite 801, north york, ontario, m2h3r1",paper and packaging,www.cclind.com,7,1 416 7568500,4
shufersal ltd,israel,"16,600","shmotkin beniyamin 30, rishon lezion, 75050",retailing,www.shufersal.co.il,1,972 3 9481727,4
amdocs ltd,united states of america,"30,288","suite 200, 625 maryville centre drive, saint louis, missouri, 63141",technology and communications,www.amdocs.com,10,1 314 2127000,4
magellan health inc,united states of america,"9,000","4801 e washington st, phoenix, arizona, 85034-2004",pharmaceuticals and healthcare,www.magellanhealth.com,,1 602 5726050,4
discovery ltd,south africa,"12,650","1 discovery place, sandton, 2196",financial services,www.discovery.co.za/portal,5,27 11 5292888,4
ayala corp,philippines,"14,455","34f tower one ayala triangle, ayala avenue, makati, 1226",construction,www.ayala.com.ph,8,63 2 9083000,4
rent-a-center inc,united states of america,"14,290","5501 headquarters dr, plano, texas, 75024-5837",retailing,www.rentacenter.com,1,1 972 8011100,4
steris plc,ireland,"16,422","block a riverside iv, 70 sir john rogerson's quay, dublin, 2",medical equipment,www.steris.com,19,353 1 2322000,4
vietnam joint stock commercial bank for industry and trade,vietnam,"25,076","108 tran hung dao, quan hoan kiem, hanoi",financial services,www.vietinbank.vn,6,84 4 39421030,4
toho gas co ltd,japan,"6,180","19-18, sakurada-cho, atsuta-ku, nagoya-shi, aichi, 456-8511",energy and utilities,www.tohogas.co.jp,1,81 52 8729341,4
kikkoman corp,japan,"7,686","250, noda, noda-shi, chubu , 278-8601",consumer packaged goods,www.kikkoman.co.jp,10,81 47 1235111,4
elco ltd,israel,"14,029","98 yigal alon st., electra tower fl. 50, tel aviv-yafo, 97891",construction,www.elco.co.il,1,972 3 6939670,4
emera inc,canada,"7,140","1223 lower water st., b-6th floor, p.o. box 910, halifax, nova scotia, b3j3s8",power,www.emera.com,10,1 902 4286494,4
pingdingshan tianan coal mining company ltd,china,"65,281","no.21, kuanggong road, pingdingshan, henan, 467099",metals and mining,www.pmta.com.cn,3,86 375 2723076,4
snap-on inc,united states of america,"12,800","2801 80th st, kenosha, wisconsin, 53143",industrial goods and machinery,www.snapon.com,12,1 414 6565200,4
krung thai bank pcl,thailand,"18,937","wattana, bangkok, 10110",financial services,krungthai.com/en/personal,7,66 22 552222,4
hunter douglas nv,netherlands,"23,398","piekstraat 2, rotterdam, 3071el",construction,www.hunterdouglasgroup.com,,31 10 4869911,4
paychex inc,united states of america,"16,000","911 panorama trail s, rochester, new york, 14625-0397",business and consumer services,www.paychex.com,42,1 585 3856666,4
shopify inc,canada,"10,000","suite 200, 126 york street, ottawa, ontario, k1n5t5",technology and communications,www.shopify.com,49,1 613 2412828,4
teledyne technologies inc,united states of america,"14,500","1049 camino dos rios, thousand oaks, california, 91360",technology and communications,www.teledyne.com,19,1 805 3734545,4
cosan sa,brazil,"41,763","av. brigadeiro faria lima, 4.100 / 15 andar, itaim bibi, sao paulo, 04.538-132",energy and utilities,ir.cosan.com.br,6,551138979797,4
h2o retailing corp,japan,"9,856","8-7, kakuda-cho, kita-ku, osaka-shi, 530-8350",retailing,www.h2o-retailing.co.jp,1,81 6 63673181,4
millicom international cellular sa,luxembourg,"20,687","2 rue du fort bourbon, luxembourg, 1249",technology and communications,www.millicom.com,2,352  27759021,4
antero resources corp,united states of america,554,"1615 wynkoop st, denver, colorado, 80202-1106",energy and utilities,www.anteroresources.com,8,1 303 3577310,4
epiroc ab,sweden,"16,217","sickla industrivag 19, nacka, 13154",industrial goods and machinery,www.epirocgroup.com,24,46 1 07550000,4
maximus inc,united states of america,"35,800","1600 tysons blvd,  1400, attn: treasury dept., mclean, virginia, 22102",business and consumer services,www.maximus.com,4,1 480 8899500,4
ginc,united states of america,"5,475","100 crescent center, pkwy ste 800, tucker, georgia, 30084-7062",construction,www.gms.com,2,1 800 3924619,4
acea spa,italy,"9,674","piazzale ostiense, 2, roma, 00154",power,www.gruppo.acea.it,3,39 06 57991,4
tutor perini corp,united states of america,"7,800","15901 olden st, sylmar, california, 91342-1051",construction,www.tutorperini.com,436,1 818 3628391,4
qorvo inc,united states of america,"8,900","7628 thorndike road, greensboro, north carolina, 27409",technology and communications,www.qorvo.com,10,1 336 6641233,4
nexstar media group inc,united states of america,"11,160","suite 700, 545 e john carpenter freeway, irving, texas, 75062-3932",media,www.nexstar.tv,6,1 972 3738800,4
valmet corp,finland,"17,511","pl 11 / keilasatama 5, espoo, 02151",industrial goods and machinery,www.valmet.com,5,358 1 06720000,4
itochu techno-solutions corp,japan,"9,291","kamiyacho trust tower, 4-1-1, toranomon, minato-ku, tokyo, 105-6950",technology and communications,www.ctc-g.co.jp,5,81 3 64036000,4
inretail peru corp,peru,"58,305","calle morelli 139, lima",retailing,www.inretail.pe,3,51 1 6188000,4
banca monte dei paschi di siena spa,italy,"21,079","piazza salimbeni, 3, siena, 53100",financial services,www.mps.it,2,39 0577 294111,4
ihs markit ltd,united kingdom,"16,000","flat 15 ketton court, ketton close, luton, london, greater london, lu20qz",technology and communications,ihsmarkit.com,,44 20 72602000,4
sk ecoplant co ltd,south korea,"4,854","32 insadong 7-gil, jongno-gu, seoul, 04320",construction,www.skec.com,,82  237007114,4
julius baer,switzerland,"6,667","bahnhofstrasse 36, zuerich, 8001",financial services,www.juliusbaer.com,13,41 58 8881111,4
fuji media holdings inc,japan,"6,492","2-4-8, daiba, minato-ku, tokyo, 137-8088",media,www.fujimediahd.co.jp,1,81 3 35708000,4
jg summit holdings inc,philippines,"22,827","43rd floor robinsons equitable tower, ortigas center, adb avenue corner, p. poveda street, pasig, 1600",consumer packaged goods,www.jgsummit.com.ph,7,63 2 86337631,4
tsingtao brewery co ltd,china,"32,947","tsingtao brewery mansion, wusi square, hong kong middle road, qingdao, shandong , 266071",consumer packaged goods,www.tsingtao.com.cn,17,86 532 85713831,4
jackson national life insurance co,united states of america,,"1 corporate way, lansing, michigan, 48951",financial services,www.jackson.com/,,1 517 3815500,4
gruma sab de cv,mexico,"23,511","calzada del valle 407 oriente del valle, san pedro garza garcia, 66220",consumer packaged goods,www.gruma.com,5,52 81 83993300,4
cme group inc,united states of america,"3,480","20 s wacker dr, chicago, illinois, 60606",financial services,www.cmegroup.com,63,1 312 9303011,4
wienerberger ag,austria,"19,002","wienerbergerplatz 1, 1100",construction,www.wienerberger.com,3,43 1 601920,4
poly property group co ltd,hong kong,"8,799","room 2503, admiralty centre, tower 1, 18 harcourt road, hong kong",construction,www.polyhongkong.com.hk,889,852  28106216,4
pendragon plc,united kingdom,"5,254","loxley house, 2 oakwood court, little oak drive, nottingham, ng150dr",automotive,www.pendragonplc.com,336,44 1623 725200,4
bnk financial group inc,south korea,80,"30, munhyeongeumyung-ro, nam-gu, busan, 48400",financial services,www.bnkfg.com,1,82 51 6203000,4
par pacific holdings inc,united states of america,"1,336","825 town and country ln ste 1500, houston, texas, 77024-2235",energy and utilities,www.parpacific.com,1,1 281 8994800,4
china northern rare earth group high-tech co ltd,china,"9,511","no.83 yellow river road, rare-earth hi-tech industrial dev zone, baotou, 014030",metals and mining,www.reht.com,14,86 472 2207525,4
daido steel co ltd,japan,"12,605","urbannet nagoya bldg., 1-1-10, higashisakura, higashi-ku, nagoya-shi, aichi, 461-8581",metals and mining,www.daido.co.jp,1,81 52 9637501,4
pearson plc,united kingdom,"20,744","80 strand, london, greater london, wc2r0rl",media,www.pearson.com,8,44 20 70102000,4
bank of chongqing co ltd,china,"4,839","no. 6 yongpingmen street, jiangbei district, chongqing, 400024",financial services,www.cqcbank.com,2,86 23 63367688,4
gartner inc,united states of america,"16,600","56 top gallant rd, po box 10212, stamford, connecticut, 06904-2212",business and consumer services,www.gartner.com/en,26,1 203 9640096,4
capitaland group pte ltd,singapore,"10,473","168 robinson road,  30-01 capital tower, singapore, 068912",construction,www.capitaland.com/international/en.html,,65 6 7132888,4
juniper networks inc,united states of america,"10,191","1133 innovation way, sunnyvale, california, 94089",technology and communications,www.juniper.net,10,1 408 7452000,4
